"genes","symbol","v15.Counts","v32.Counts","relative_change_v15tov32","relative_change_v32tov15","absolute_change"
"ENSG00000005961","ITGA2B",567,564,0.00529100529100529,0.00531914893617021,3
"ENSG00000005981","ASB4",1,1,NA,NA,0
"ENSG00000006007","GDE1",1401,1232,0.12062812276945,0.137175324675325,169
"ENSG00000006015","REX1BD",736,725,0.014945652173913,0.0151724137931034,11
"ENSG00000006016","CRLF1",132,36,0.727272727272727,2.66666666666667,96
"ENSG00000006025","OSBPL7",1456,1419,0.0254120879120879,0.0260747004933051,37
"ENSG00000006042","TMEM98",51,51,0,0,0
"ENSG00000006047","YBX2",15,14,0.0666666666666667,0.0714285714285714,1
"ENSG00000006059","KRT33A",0,0,NA,NA,0
"ENSG00000006062","MAP3K14",1344,1173,0.127232142857143,0.145780051150895,171
"ENSG00000006071","ABCC8",23,26,0.130434782608696,0.115384615384615,3
"ENSG00000006116","CACNG3",2,2,NA,NA,0
"ENSG00000006118","TMEM132A",35,31,0.114285714285714,0.129032258064516,4
"ENSG00000006125","AP2B1",7298,7203,0.0130172650041107,0.0131889490490074,95
"ENSG00000006128","TAC1",0,0,NA,NA,0
"ENSG00000006194","ZNF263",1137,1076,0.0536499560246262,0.0566914498141264,61
"ENSG00000006210","CX3CL1",3,3,NA,NA,0
"ENSG00000006282","SPATA20",1506,1473,0.0219123505976096,0.0224032586558045,33
"ENSG00000006283","CACNA1G",11,11,0,0,0
"ENSG00000006327","TNFRSF12A",89,87,0.0224719101123595,0.0229885057471264,2
"ENSG00000006377","DLX6",1,1,NA,NA,0
"ENSG00000006432","MAP3K9",266,261,0.018796992481203,0.0191570881226054,5
"ENSG00000006451","RALA",1389,1378,0.00791936645068395,0.00798258345428157,11
"ENSG00000006453","BAIAP2L1",103,82,0.203883495145631,0.25609756097561,21
"ENSG00000006459","KDM7A",2684,2649,0.0130402384500745,0.0132125330313326,35
"ENSG00000006468","ETV1",3,3,NA,NA,0
"ENSG00000006530","AGK",1697,1743,0.0271066588096641,0.0263912794033276,46
"ENSG00000006534","ALDH3B1",1040,1025,0.0144230769230769,0.0146341463414634,15
"ENSG00000006555","TTC22",92,91,0.0108695652173913,0.010989010989011,1
"ENSG00000006576","PHTF2",1446,1428,0.012448132780083,0.0126050420168067,18
"ENSG00000006606","CCL26",1,1,NA,NA,0
"ENSG00000006607","FARP2",1192,1164,0.023489932885906,0.0240549828178694,28
"ENSG00000006611","USH1C",0,0,NA,NA,0
"ENSG00000006625","GGCT",367,222,0.395095367847411,0.653153153153153,145
"ENSG00000006634","DBF4",569,566,0.00527240773286467,0.00530035335689046,3
"ENSG00000006638","TBXA2R",835,825,0.0119760479041916,0.0121212121212121,10
"ENSG00000006652","IFRD1",2291,959,0.581405499781755,1.38894681960375,1332
"ENSG00000006659","LGALS14",0,0,NA,NA,0
"ENSG00000006695","COX10",700,741,0.0585714285714286,0.0553306342780027,41
"ENSG00000006704","GTF2IRD1",338,330,0.0236686390532544,0.0242424242424242,8
"ENSG00000006712","PAF1",978,963,0.0153374233128834,0.0155763239875389,15
"ENSG00000006715","VPS41",2661,2630,0.0116497557309282,0.011787072243346,31
"ENSG00000006740","ARHGAP44",42,31,0.261904761904762,0.354838709677419,11
"ENSG00000006744","ELAC2",2548,2531,0.00667189952904239,0.00671671276175425,17
"ENSG00000006747","SCIN",12,11,0.0833333333333333,0.0909090909090909,1
"ENSG00000006756","ARSD",1534,1307,0.147979139504563,0.173680183626626,227
"ENSG00000006757","PNPLA4",227,220,0.0308370044052863,0.0318181818181818,7
"ENSG00000006788","MYH13",0,0,NA,NA,0
"ENSG00000006831","ADIPOR2",2841,2802,0.013727560718057,0.0139186295503212,39
"ENSG00000006837","CDKL3",39,31,0.205128205128205,0.258064516129032,8
"ENSG00000007001","UPP2",71,70,0.0140845070422535,0.0142857142857143,1
"ENSG00000007038","PRSS21",2668,2624,0.0164917541229385,0.0167682926829268,44
"ENSG00000007047","MARK4",1191,1164,0.0226700251889169,0.0231958762886598,27
"ENSG00000007062","PROM1",10441,9905,0.0513360789196437,0.0541140837960626,536
"ENSG00000007080","CCDC124",442,437,0.0113122171945701,0.011441647597254,5
"ENSG00000007129","CEACAM21",191,179,0.06282722513089,0.0670391061452514,12
"ENSG00000007168","PAFAH1B1",4418,4760,0.0774105930285197,0.0718487394957983,342
"ENSG00000007171","NOS2",13,12,0.0769230769230769,0.0833333333333333,1
"ENSG00000007174","DNAH9",21,20,0.0476190476190476,0.05,1
"ENSG00000007202","KIAA0100",13890,10516,0.242908567314615,0.320844427538988,3374
"ENSG00000007216","SLC13A2",5,3,NA,NA,2
"ENSG00000007237","GAS7",7387,7283,0.0140787870583457,0.0142798297404916,104
"ENSG00000007255","TRAPPC6A",466,454,0.0257510729613734,0.026431718061674,12
"ENSG00000007264","MATK",1819,1771,0.0263881253435954,0.0271033314511575,48
"ENSG00000007306","CEACAM7",0,0,NA,NA,0
"ENSG00000007312","CD79B",840,315,0.625,1.66666666666667,525
"ENSG00000007314","SCN4A",29,28,0.0344827586206897,0.0357142857142857,1
"ENSG00000007341","ST7L",712,707,0.00702247191011236,0.00707213578500707,5
"ENSG00000007350","TKTL1",48,47,0.0208333333333333,0.0212765957446809,1
"ENSG00000007372","PAX6",112,14,0.875,7,98
"ENSG00000007376","RPUSD1",784,743,0.0522959183673469,0.0551816958277254,41
"ENSG00000007384","RHBDF1",210,204,0.0285714285714286,0.0294117647058824,6
"ENSG00000007392","LUC7L",2521,2482,0.0154700515668386,0.0157131345688961,39
"ENSG00000007402","CACNA2D2",142,117,0.176056338028169,0.213675213675214,25
"ENSG00000007516","BAIAP3",64,62,0.03125,0.032258064516129,2
"ENSG00000007520","TSR3",382,304,0.204188481675393,0.256578947368421,78
"ENSG00000007541","PIGQ",1183,825,0.30262045646661,0.433939393939394,358
"ENSG00000007545","CRAMP1",1253,815,0.349561053471668,0.537423312883436,438
"ENSG00000007866","TEAD3",58,55,0.0517241379310345,0.0545454545454545,3
"ENSG00000007908","SELE",10,10,0,0,0
"ENSG00000007923","DNAJC11",1330,1303,0.0203007518796992,0.0207214121258634,27
"ENSG00000007933","FMO3",211,206,0.023696682464455,0.0242718446601942,5
"ENSG00000007944","MYLIP",2078,2044,0.0163618864292589,0.0166340508806262,34
"ENSG00000007952","NOX1",2,2,NA,NA,0
"ENSG00000007968","E2F2",1097,1073,0.0218778486782133,0.0223671947809879,24
"ENSG00000008018","PSMB1",2186,2164,0.010064043915828,0.0101663585951941,22
"ENSG00000008056","SYN1",14,10,0.285714285714286,0.4,4
"ENSG00000008083","JARID2",4698,4697,0.000212856534695615,0.000212901852246115,1
"ENSG00000008086","CDKL5",471,479,0.0169851380042463,0.0167014613778706,8
"ENSG00000008118","CAMK1G",0,0,NA,NA,0
"ENSG00000008128","CDK11A",556,104,0.81294964028777,4.34615384615385,452
"ENSG00000008130","NADK",3120,3070,0.016025641025641,0.0162866449511401,50
"ENSG00000008196","TFAP2B",0,0,NA,NA,0
"ENSG00000008197","TFAP2D",0,0,NA,NA,0
"ENSG00000008226","DLEC1",246,231,0.0609756097560976,0.0649350649350649,15
"ENSG00000008256","CYTH3",674,663,0.0163204747774481,0.0165912518853695,11
"ENSG00000008277","ADAM22",565,559,0.0106194690265487,0.0107334525939177,6
"ENSG00000008282","SYPL1",2325,2304,0.00903225806451613,0.00911458333333333,21
"ENSG00000008283","CYB561",1026,999,0.0263157894736842,0.027027027027027,27
"ENSG00000008294","SPAG9",3103,3057,0.014824363519175,0.0150474321229964,46
"ENSG00000008300","CELSR3",247,236,0.0445344129554656,0.0466101694915254,11
"ENSG00000008311","AASS",232,351,0.512931034482759,0.339031339031339,119
"ENSG00000008323","PLEKHG6",213,212,0.00469483568075117,0.00471698113207547,1
"ENSG00000008324","SS18L2",292,306,0.0479452054794521,0.0457516339869281,14
"ENSG00000008382","MPND",259,179,0.308880308880309,0.446927374301676,80
"ENSG00000008394","MGST1",3777,3718,0.0156208631188774,0.0158687466379774,59
"ENSG00000008405","CRY1",333,305,0.0840840840840841,0.0918032786885246,28
"ENSG00000008438","PGLYRP1",112,110,0.0178571428571429,0.0181818181818182,2
"ENSG00000008441","NFIX",2149,2104,0.0209399720800372,0.0213878326996198,45
"ENSG00000008513","ST3GAL1",6437,6378,0.00916576044741339,0.0092505487613672,59
"ENSG00000008516","MMP25",403,270,0.330024813895782,0.492592592592593,133
"ENSG00000008517","IL32",271,258,0.0479704797047971,0.0503875968992248,13
"ENSG00000008710","PKD1",6879,5767,0.161651402820177,0.192821224206693,1112
"ENSG00000008735","MAPK8IP2",26,24,0.0769230769230769,0.0833333333333333,2
"ENSG00000008838","MED24",3288,3195,0.0282846715328467,0.0291079812206573,93
"ENSG00000008853","RHOBTB2",1372,853,0.378279883381924,0.608440797186401,519
"ENSG00000008869","HEATR5B",4290,4243,0.010955710955711,0.0110770681121848,47
"ENSG00000008952","SEC62",4635,4565,0.0151024811218986,0.0153340635268346,70
"ENSG00000008988","RPS20",16117,17245,0.0699882112055593,0.0654102638445926,1128
"ENSG00000009307","CSDE1",15366,15213,0.00995704802811402,0.0100571879313745,153
"ENSG00000009335","UBE3C",3974,3925,0.0123301459486663,0.012484076433121,49
"ENSG00000009413","REV3L",4276,4058,0.0509822263797942,0.0537210448496796,218
"ENSG00000009694","TENM1",435,426,0.0206896551724138,0.0211267605633803,9
"ENSG00000009709","PAX7",0,0,NA,NA,0
"ENSG00000009724","MASP2",425,438,0.0305882352941176,0.0296803652968037,13
"ENSG00000009765","IYD",1,1,NA,NA,0
"ENSG00000009780","FAM76A",282,278,0.0141843971631206,0.0143884892086331,4
"ENSG00000009790","TRAF3IP3",3253,2996,0.0790039963110974,0.085781041388518,257
"ENSG00000009830","POMT2",650,638,0.0184615384615385,0.0188087774294671,12
"ENSG00000009844","VTA1",1369,1355,0.0102264426588751,0.0103321033210332,14
"ENSG00000009950","MLXIPL",15,15,0,0,0
"ENSG00000009954","BAZ1B",4432,4382,0.0112815884476534,0.0114103149246919,50
"ENSG00000010017","RANBP9",2137,1772,0.170800187178287,0.205981941309255,365
"ENSG00000010030","ETV7",20,19,0.05,0.0526315789473684,1
"ENSG00000010072","SPRTN",426,418,0.0187793427230047,0.0191387559808612,8
"ENSG00000010165","EEF1AKNMT",1112,1098,0.012589928057554,0.0127504553734062,14
"ENSG00000010219","DYRK4",219,174,0.205479452054795,0.258620689655172,45
"ENSG00000010244","ZNF207",12727,10671,0.16154631884969,0.192671727110861,2056
"ENSG00000010256","UQCRC1",2257,2233,0.0106335844040762,0.0107478728168383,24
"ENSG00000010270","STARD3NL",1429,1407,0.0153953813855843,0.015636105188344,22
"ENSG00000010278","CD9",1179,1225,0.0390161153519932,0.0375510204081633,46
"ENSG00000010282","HHATL",1,1,NA,NA,0
"ENSG00000010292","NCAPD2",3478,3417,0.0175388154111558,0.0178519168861574,61
"ENSG00000010295","IFFO1",1232,1199,0.0267857142857143,0.0275229357798165,33
"ENSG00000010310","GIPR",37,39,0.0540540540540541,0.0512820512820513,2
"ENSG00000010318","PHF7",372,369,0.00806451612903226,0.00813008130081301,3
"ENSG00000010319","SEMA3G",45,45,0,0,0
"ENSG00000010322","NISCH",6689,6563,0.0188368963970698,0.0191985372543044,126
"ENSG00000010327","STAB1",13200,12820,0.0287878787878788,0.0296411856474259,380
"ENSG00000010361","FUZ",360,299,0.169444444444444,0.204013377926421,61
"ENSG00000010379","SLC6A13",4,4,NA,NA,0
"ENSG00000010404","IDS",5585,1854,0.6680393912265,2.01240560949299,3731
"ENSG00000010438","PRSS3",4,4,NA,NA,0
"ENSG00000010539","ZNF200",309,267,0.135922330097087,0.157303370786517,42
"ENSG00000010610","CD4",2417,2363,0.0223417459660736,0.022852306390182,54
"ENSG00000010626","LRRC23",262,254,0.0305343511450382,0.031496062992126,8
"ENSG00000010671","BTK",2471,2434,0.0149736948603804,0.0152013147082991,37
"ENSG00000010704","HFE",161,158,0.0186335403726708,0.0189873417721519,3
"ENSG00000010803","SCMH1",3410,3180,0.0674486803519062,0.0723270440251572,230
"ENSG00000010810","FYN",2989,2946,0.0143860823017732,0.0145960624575696,43
"ENSG00000010818","HIVEP2",2850,2727,0.0431578947368421,0.0451045104510451,123
"ENSG00000010932","FMO1",3,3,NA,NA,0
"ENSG00000011007","ELOA",1350,1247,0.0762962962962963,0.082598235765838,103
"ENSG00000011009","LYPLA2",945,934,0.0116402116402116,0.0117773019271949,11
"ENSG00000011021","CLCN6",2068,2021,0.0227272727272727,0.0232558139534884,47
"ENSG00000011028","MRC2",1019,910,0.106967615309127,0.11978021978022,109
"ENSG00000011052","NME1-NME2",5,0,NA,NA,5
"ENSG00000011083","SLC6A7",1,1,NA,NA,0
"ENSG00000011105","TSPAN9",83,80,0.036144578313253,0.0375,3
"ENSG00000011114","BTBD7",2495,2462,0.0132264529058116,0.0134037367993501,33
"ENSG00000011132","APBA3",567,487,0.141093474426808,0.164271047227926,80
"ENSG00000011143","MKS1",397,424,0.0680100755667506,0.0636792452830189,27
"ENSG00000011198","ABHD5",1346,2356,0.75037147102526,0.428692699490662,1010
"ENSG00000011201","ANOS1",6,6,NA,NA,0
"ENSG00000011243","AKAP8L",1897,1378,0.27358987875593,0.376632801161103,519
"ENSG00000011258","MBTD1",2866,2830,0.0125610607117934,0.0127208480565371,36
"ENSG00000011260","UTP18",1292,1278,0.0108359133126935,0.0109546165884194,14
"ENSG00000011275","RNF216",3721,3660,0.0163934426229508,0.0166666666666667,61
"ENSG00000011295","TTC19",3072,2924,0.0481770833333333,0.0506155950752394,148
"ENSG00000011304","PTBP1",8464,8356,0.0127599243856333,0.012924844423169,108
"ENSG00000011332","DPF1",68,69,0.0147058823529412,0.0144927536231884,1
"ENSG00000011347","SYT7",4,3,NA,NA,1
"ENSG00000011376","LARS2",1223,1565,0.279640228945217,0.2185303514377,342
"ENSG00000011405","PIK3C2A",2551,2521,0.0117600940807526,0.0119000396667989,30
"ENSG00000011422","PLAUR",1307,1290,0.0130068859984698,0.0131782945736434,17
"ENSG00000011426","ANLN",1451,1389,0.0427291523087526,0.0446364290856731,62
"ENSG00000011451","WIZ",2122,2149,0.0127238454288407,0.0125639832480223,27
"ENSG00000011454","RABGAP1",1939,1897,0.0216606498194946,0.022140221402214,42
"ENSG00000011465","DCN",295,294,0.00338983050847458,0.00340136054421769,1
"ENSG00000011478","QPCTL",509,510,0.00196463654223969,0.00196078431372549,1
"ENSG00000011485","PPP5C",2453,2157,0.120668569099062,0.137227630968938,296
"ENSG00000011523","CEP68",2145,2039,0.0494172494172494,0.0519862677783227,106
"ENSG00000011566","MAP4K3",1106,1089,0.015370705244123,0.0156106519742883,17
"ENSG00000011590","ZBTB32",91,89,0.021978021978022,0.0224719101123595,2
"ENSG00000011600","TYROBP",1270,1246,0.0188976377952756,0.0192616372391653,24
"ENSG00000011638","TMEM159",395,388,0.0177215189873418,0.0180412371134021,7
"ENSG00000011677","GABRA3",0,0,NA,NA,0
"ENSG00000012048","BRCA1",2133,2098,0.0164088138771683,0.0166825548141087,35
"ENSG00000012061","ERCC1",1718,1437,0.163562281722934,0.195546276965901,281
"ENSG00000012124","CD22",928,883,0.0484913793103448,0.0509626274065685,45
"ENSG00000012171","SEMA3B",64,62,0.03125,0.032258064516129,2
"ENSG00000012174","MBTPS2",959,932,0.0281543274244004,0.0289699570815451,27
"ENSG00000012211","PRICKLE3",398,389,0.0226130653266332,0.0231362467866324,9
"ENSG00000012223","LTF",4091,4024,0.0163774138352481,0.0166500994035785,67
"ENSG00000012232","EXTL3",1373,1338,0.0254916241806264,0.0261584454409567,35
"ENSG00000012504","NR1H4",0,0,NA,NA,0
"ENSG00000012660","ELOVL5",2886,2857,0.01004851004851,0.0101505075253763,29
"ENSG00000012779","ALOX5",2288,2251,0.0161713286713287,0.0164371390493114,37
"ENSG00000012817","KDM5D",10016,9773,0.0242611821086262,0.0248644223882124,243
"ENSG00000012822","CALCOCO1",2627,2562,0.024743052912067,0.0253708040593286,65
"ENSG00000012963","UBR7",1407,1237,0.120824449182658,0.137429264349232,170
"ENSG00000012983","MAP4K5",2940,2620,0.108843537414966,0.122137404580153,320
"ENSG00000013016","EHD3",529,520,0.0170132325141777,0.0173076923076923,9
"ENSG00000013275","PSMC4",986,982,0.00405679513184584,0.00407331975560081,4
"ENSG00000013288","MAN2B2",4228,4139,0.0210501419110691,0.0215027784489007,89
"ENSG00000013293","SLC7A14",0,0,NA,NA,0
"ENSG00000013297","CLDN11",17,13,0.235294117647059,0.307692307692308,4
"ENSG00000013306","SLC25A39",2644,2581,0.0238275340393343,0.0244091437427354,63
"ENSG00000013364","MVP",2099,1791,0.1467365412101,0.171970965940815,308
"ENSG00000013374","NUB1",2185,1987,0.0906178489702517,0.0996477101157524,198
"ENSG00000013375","PGM3",748,642,0.141711229946524,0.165109034267913,106
"ENSG00000013392","RWDD2A",59,59,0,0,0
"ENSG00000013441","CLK1",6466,6386,0.0123724095267553,0.0125274036955841,80
"ENSG00000013503","POLR3B",450,412,0.0844444444444444,0.0922330097087379,38
"ENSG00000013523","ANGEL1",1572,1302,0.17175572519084,0.207373271889401,270
"ENSG00000013561","RNF14",660,629,0.046969696969697,0.0492845786963434,31
"ENSG00000013563","DNASE1L1",651,268,0.588325652841782,1.42910447761194,383
"ENSG00000013573","DDX11",1985,1962,0.0115869017632242,0.0117227319062181,23
"ENSG00000013583","HEBP1",1289,1258,0.0240496508921645,0.0246422893481717,31
"ENSG00000013588","GPRC5A",6,6,NA,NA,0
"ENSG00000013619","MAMLD1",127,126,0.0078740157480315,0.00793650793650794,1
"ENSG00000013725","CD6",726,706,0.0275482093663912,0.028328611898017,20
"ENSG00000013810","TACC3",4974,5208,0.0470446320868516,0.0449308755760369,234
"ENSG00000014123","UFL1",1287,1272,0.0116550116550117,0.0117924528301887,15
"ENSG00000014138","POLA2",1752,325,0.814497716894977,4.39076923076923,1427
"ENSG00000014164","ZC3H3",3412,3313,0.0290152403282532,0.0298822819197102,99
"ENSG00000014216","CAPN1",5927,5793,0.0226084022270963,0.0231313654410495,134
"ENSG00000014257","ACP3",911,892,0.0208562019758507,0.0213004484304933,19
"ENSG00000014641","MDH1",1836,1821,0.00816993464052288,0.00823723228995058,15
"ENSG00000014824","SLC30A9",1718,1703,0.00873108265424913,0.00880798590722255,15
"ENSG00000014914","MTMR11",82,79,0.0365853658536585,0.0379746835443038,3
"ENSG00000014919","COX15",1900,1252,0.341052631578947,0.517571884984026,648
"ENSG00000015133","CCDC88C",6099,5959,0.0229545827184784,0.0234938748112099,140
"ENSG00000015153","YAF2",1137,1121,0.0140721196130167,0.0142729705619982,16
"ENSG00000015171","ZMYND11",2378,2338,0.0168208578637511,0.0171086398631309,40
"ENSG00000015285","WAS",4086,3988,0.0239843367596672,0.0245737211634905,98
"ENSG00000015413","DPEP1",157,153,0.0254777070063694,0.0261437908496732,4
"ENSG00000015475","BID",1189,1170,0.0159798149705635,0.0162393162393162,19
"ENSG00000015479","MATR3",1114,874,0.215439856373429,0.274599542334096,240
