ENSG00000269896.2	40	20	20
ENSG00000272420.1	24	15	9
ENSG00000157916.20	2151	1419	1384
ENSG00000157911.11	208	432	428
ENSG00000149527.18	256	127	129
ENSG00000224387.1	3	1	2
ENSG00000229393.1	3	2	1
ENSG00000157881.16	784	391	393
ENSG00000197921.6	1	1	0
ENSG00000272449.2	20	8	12
ENSG00000238164.6	187	349	314
ENSG00000157873.17	2894	1626	1741
ENSG00000225931.3	27	12	18
ENSG00000228037.1	16	10	6
ENSG00000157870.17	545	357	334
ENSG00000142606.16	8	78	75
ENSG00000237058.1	0	3	1
ENSG00000215912.12	168	78	96
ENSG00000285945.1	1	0	2
ENSG00000283259.1	1	1	0
ENSG00000233234.1	0	0	0
ENSG00000287396.1	0	0	0
ENSG00000231630.1	0	0	0
ENSG00000284745.1	0	0	0
ENSG00000169717.7	0	0	0
ENSG00000177133.11	197	94	103
ENSG00000142611.17	921	431	490
ENSG00000283572.1	1	1	0
ENSG00000226286.1	9	5	4
ENSG00000279839.1	19	9	10
ENSG00000272235.1	68	42	26
ENSG00000287828.1	13	8	5
ENSG00000286518.1	34	21	13
ENSG00000130762.15	20	11	10
ENSG00000272088.1	9	5	4
ENSG00000162591.16	4225	2137	2088
ENSG00000207776.1	3	0	3
ENSG00000238260.1	3	1	2
ENSG00000158109.15	644	312	332
ENSG00000116213.16	977	488	489
ENSG00000078900.15	56	30	51
ENSG00000227589.1	1	0	1
ENSG00000235131.1	0	0	0
ENSG00000227372.12	989	594	553
ENSG00000276189.1	0	7	8
ENSG00000162592.10	21	67	70
ENSG00000235169.11	48	28	20
ENSG00000130764.10	1238	704	687
ENSG00000266075.2	9	8	4
ENSG00000272153.1	45	95	100
ENSG00000116198.14	1328	678	668
ENSG00000169598.17	571	288	301
ENSG00000198912.11	674	340	335
ENSG00000236423.6	99	50	50
ENSG00000233304.7	0	0	0
ENSG00000226374.3	0	0	0
ENSG00000284668.2	0	0	0
ENSG00000284703.1	0	0	0
ENSG00000229280.1	0	0	0
ENSG00000235054.4	0	0	0
ENSG00000284694.1	0	0	0
ENSG00000227169.2	0	0	0
ENSG00000232596.3	0	0	0
ENSG00000196581.11	0	0	0
ENSG00000287586.1	0	0	0
ENSG00000284739.1	0	0	0
ENSG00000284674.1	0	0	0
ENSG00000231510.1	0	0	0
ENSG00000284616.1	0	0	0
ENSG00000284692.2	0	0	0
ENSG00000284666.1	0	1	0
ENSG00000260972.1	0	0	0
ENSG00000283356.1	0	0	0
ENSG00000236948.2	1	0	1
ENSG00000264341.1	0	0	0
ENSG00000264101.1	1	1	0
ENSG00000131697.18	1003	505	510
ENSG00000069424.15	18366	9189	9192
ENSG00000116254.18	179	97	83
ENSG00000285629.1	0	0	0
ENSG00000116251.11	4009	2090	1926
ENSG00000226944.1	5	2	3
