"genes","symbol","v15.Counts","v32.Counts","relative_change_v15tov32","relative_change_v32tov15","absolute_change"
"ENSG00000127533","F2RL3",21,15,0.285714285714286,0.4,6
"ENSG00000127540","UQCR11",661,232,0.649016641452345,1.84913793103448,429
"ENSG00000127554","GFER",218,71,0.674311926605505,2.07042253521127,147
"ENSG00000127561","SYNGR3",7,4,NA,NA,3
"ENSG00000127564","PKMYT1",646,568,0.120743034055728,0.137323943661972,78
"ENSG00000127578","WFIKKN1",43,43,0,0,0
"ENSG00000127580","WDR24",319,281,0.119122257053292,0.135231316725979,38
"ENSG00000127585","FBXL16",56,49,0.125,0.142857142857143,7
"ENSG00000127586","CHTF18",617,585,0.0518638573743922,0.0547008547008547,32
"ENSG00000127588","GNG13",3,3,NA,NA,0
"ENSG00000127589","TUBBP1",108,93,0.138888888888889,0.161290322580645,15
"ENSG00000127603","MACF1",25267,24605,0.0262001820556457,0.0269051005893111,662
"ENSG00000127616","SMARCA4",6236,6540,0.0487491982039769,0.0464831804281346,304
"ENSG00000127663","KDM4B",3178,3081,0.0305223410950283,0.0314832846478416,97
"ENSG00000127666","TICAM1",1030,1007,0.0223300970873786,0.0228401191658391,23
"ENSG00000127720","METTL25",236,220,0.0677966101694915,0.0727272727272727,16
"ENSG00000127743","IL17B",6,6,NA,NA,0
"ENSG00000127774","EMC6",48,0,1,Inf,48
"ENSG00000127780","OR1E2",0,0,NA,NA,0
"ENSG00000127804","METTL16",2087,2048,0.0186871106851941,0.01904296875,39
"ENSG00000127824","TUBA4A",2273,2175,0.0431148262208535,0.0450574712643678,98
"ENSG00000127831","VIL1",24,22,0.0833333333333333,0.0909090909090909,2
"ENSG00000127837","AAMP",1396,1364,0.0229226361031519,0.0234604105571848,32
"ENSG00000127838","PNKD",2898,2837,0.0210489993098689,0.0215015861825872,61
"ENSG00000127863","TNFRSF19",17,17,0,0,0
"ENSG00000127870","RNF6",2210,2161,0.0221719457013575,0.022674687644609,49
"ENSG00000127884","ECHS1",1002,982,0.0199600798403194,0.0203665987780041,20
"ENSG00000127903","ZNF835",1,1,NA,NA,0
"ENSG00000127914","AKAP9",10442,10249,0.0184830492242865,0.0188311054737048,193
"ENSG00000127920","GNG11",65,65,0,0,0
"ENSG00000127922","SEM1",1164,1143,0.0180412371134021,0.0183727034120735,21
"ENSG00000127928","GNGT1",0,0,NA,NA,0
"ENSG00000127946","HIP1",4514,4406,0.0239255649091715,0.0245120290512937,108
"ENSG00000127947","PTPN12",4671,4577,0.0201241704131878,0.0205374699584881,94
"ENSG00000127948","POR",1697,1637,0.0353565114908662,0.0366524129505192,60
"ENSG00000127951","FGL2",25503,24942,0.0219974120691683,0.0224921818619197,561
"ENSG00000127952","STYXL1",672,661,0.0163690476190476,0.0166414523449319,11
"ENSG00000127954","STEAP4",77,51,0.337662337662338,0.509803921568627,26
"ENSG00000127955","GNAI1",1093,1178,0.0777676120768527,0.0721561969439728,85
"ENSG00000127957","PMS2P3",321,315,0.0186915887850467,0.019047619047619,6
"ENSG00000127980","PEX1",1027,723,0.296007789678676,0.420470262793914,304
"ENSG00000127989","MTERF1",489,472,0.0347648261758691,0.0360169491525424,17
"ENSG00000127990","SGCE",35,112,2.2,0.6875,77
"ENSG00000127993","RBM48",510,517,0.0137254901960784,0.0135396518375242,7
"ENSG00000127995","CASD1",1472,1422,0.0339673913043478,0.0351617440225035,50
"ENSG00000128000","ZNF780B",1419,1358,0.0429880197322058,0.0449189985272459,61
"ENSG00000128011","LRFN1",204,290,0.42156862745098,0.296551724137931,86
"ENSG00000128016","ZFP36",16273,15788,0.0298039697658698,0.0307195338231568,485
"ENSG00000128039","SRD5A3",642,523,0.185358255451713,0.227533460803059,119
"ENSG00000128040","SPINK2",44,44,0,0,0
"ENSG00000128045","RASL11B",8,2,NA,NA,6
"ENSG00000128050","PAICS",5260,5139,0.0230038022813688,0.0235454368554193,121
"ENSG00000128052","KDR",22,22,0,0,0
"ENSG00000128059","PPAT",814,737,0.0945945945945946,0.104477611940299,77
"ENSG00000128159","TUBGCP6",2631,2553,0.0296465222348917,0.0305522914218566,78
"ENSG00000128165","ADM2",19,18,0.0526315789473684,0.0555555555555556,1
"ENSG00000128185","DGCR6L",238,237,0.00420168067226891,0.00421940928270042,1
"ENSG00000128191","DGCR8",2024,1680,0.1699604743083,0.204761904761905,344
"ENSG00000128203","ASPHD2",327,249,0.238532110091743,0.313253012048193,78
"ENSG00000128218","VPREB3",2,1,NA,NA,1
"ENSG00000128228","SDF2L1",240,233,0.0291666666666667,0.0300429184549356,7
"ENSG00000128242","GAL3ST1",2,3,NA,NA,1
"ENSG00000128245","YWHAH",4781,4096,0.143275465383811,0.167236328125,685
"ENSG00000128250","RFPL1",0,0,NA,NA,0
"ENSG00000128253","RFPL2",6,6,NA,NA,0
"ENSG00000128254","C22orf24",5,40,7,0.875,35
"ENSG00000128262","POM121L9P",8,5,NA,NA,3
"ENSG00000128266","GNAZ",8,8,NA,NA,0
"ENSG00000128268","MGAT3",81,81,0,0,0
"ENSG00000128271","ADORA2A",50,43,0.14,0.162790697674419,7
"ENSG00000128272","ATF4",4887,4834,0.0108450992428893,0.0109640049648324,53
"ENSG00000128274","A4GALT",3,4,NA,NA,1
"ENSG00000128276","RFPL3",4,4,NA,NA,0
"ENSG00000128283","CDC42EP1",228,216,0.0526315789473684,0.0555555555555556,12
"ENSG00000128284","APOL3",1581,1557,0.015180265654649,0.0154142581888247,24
"ENSG00000128285","MCHR1",0,0,NA,NA,0
"ENSG00000128294","TPST2",1674,1636,0.022700119474313,0.0232273838630807,38
"ENSG00000128298","BAIAP2L2",12,13,0.0833333333333333,0.0769230769230769,1
"ENSG00000128309","MPST",842,821,0.0249406175771971,0.02557856272838,21
"ENSG00000128310","GALR3",10,10,0,0,0
"ENSG00000128311","TST",265,261,0.0150943396226415,0.0153256704980843,4
"ENSG00000128313","APOL5",0,0,NA,NA,0
"ENSG00000128322","IGLL1",266,204,0.233082706766917,0.303921568627451,62
"ENSG00000128335","APOL2",890,865,0.0280898876404494,0.0289017341040462,25
"ENSG00000128340","RAC2",7877,7691,0.0236130506538022,0.0241841112989208,186
"ENSG00000128342","LIF",12,12,0,0,0
"ENSG00000128346","C22orf23",24,23,0.0416666666666667,0.0434782608695652,1
"ENSG00000128383","APOBEC3A",79,78,0.0126582278481013,0.0128205128205128,1
"ENSG00000128394","APOBEC3F",320,443,0.384375,0.27765237020316,123
"ENSG00000128408","RIBC2",44,43,0.0227272727272727,0.0232558139534884,1
"ENSG00000128422","KRT17",67,64,0.0447761194029851,0.046875,3
"ENSG00000128438","TBC1D27P",23,21,0.0869565217391304,0.0952380952380952,2
"ENSG00000128463","EMC4",986,477,0.516227180527383,1.06708595387841,509
"ENSG00000128482","RNF112",6,3,NA,NA,3
"ENSG00000128487","SPECC1",4502,5194,0.153709462461128,0.133230650750866,692
"ENSG00000128510","CPA4",0,0,NA,NA,0
"ENSG00000128512","DOCK4",673,632,0.0609212481426449,0.064873417721519,41
"ENSG00000128513","POT1",1079,1086,0.00648748841519926,0.00644567219152855,7
"ENSG00000128519","TAS2R16",0,0,NA,NA,0
"ENSG00000128524","ATP6V1F",1000,520,0.48,0.923076923076923,480
"ENSG00000128534","LSM8",1228,1825,0.486156351791531,0.327123287671233,597
"ENSG00000128536","CDHR3",4,4,NA,NA,0
"ENSG00000128563","PRKRIP1",798,693,0.131578947368421,0.151515151515152,105
"ENSG00000128564","VGF",7,5,NA,NA,2
"ENSG00000128567","PODXL",118,114,0.0338983050847458,0.0350877192982456,4
"ENSG00000128573","FOXP2",1,1,NA,NA,0
"ENSG00000128578","STRIP2",81,81,0,0,0
"ENSG00000128581","IFT22",83,54,0.349397590361446,0.537037037037037,29
"ENSG00000128585","MKLN1",3665,3439,0.0616643929058663,0.0657167781331782,226
"ENSG00000128590","DNAJB9",634,621,0.0205047318611987,0.0209339774557166,13
"ENSG00000128591","FLNC",178,164,0.0786516853932584,0.0853658536585366,14
"ENSG00000128594","LRRC4",518,518,0,0,0
"ENSG00000128595","CALU",4033,4063,0.0074386312918423,0.0073837066207236,30
"ENSG00000128596","CCDC136",95,93,0.0210526315789474,0.021505376344086,2
"ENSG00000128602","SMO",35,31,0.114285714285714,0.129032258064516,4
"ENSG00000128604","IRF5",5265,5139,0.0239316239316239,0.0245183887915937,126
"ENSG00000128606","LRRC17",39,36,0.0769230769230769,0.0833333333333333,3
"ENSG00000128607","KLHDC10",2148,2113,0.0162942271880819,0.0165641268338855,35
"ENSG00000128609","NDUFA5",1480,1699,0.147972972972973,0.12889935256033,219
"ENSG00000128610","FEZF1",0,0,NA,NA,0
"ENSG00000128617","OPN1SW",46,9,0.804347826086957,4.11111111111111,37
"ENSG00000128626","MRPS12",279,260,0.0681003584229391,0.0730769230769231,19
"ENSG00000128641","MYO1B",23,23,0,0,0
"ENSG00000128645","HOXD1",0,0,NA,NA,0
"ENSG00000128652","HOXD3",0,5,NA,NA,5
"ENSG00000128654","MTX2",454,438,0.0352422907488987,0.0365296803652968,16
"ENSG00000128655","PDE11A",3,3,NA,NA,0
"ENSG00000128656","CHN1",9,11,0.222222222222222,0.181818181818182,2
"ENSG00000128683","GAD1",0,0,NA,NA,0
"ENSG00000128692","EIF2S2P4",31,29,0.0645161290322581,0.0689655172413793,2
"ENSG00000128694","OSGEPL1",485,427,0.119587628865979,0.135831381733021,58
"ENSG00000128699","ORMDL1",2950,2822,0.0433898305084746,0.0453579021970234,128
"ENSG00000128708","HAT1",2412,2357,0.0228026533996683,0.0233347475604582,55
"ENSG00000128709","HOXD9",0,0,NA,NA,0
"ENSG00000128710","HOXD10",3,2,NA,NA,1
"ENSG00000128713","HOXD11",0,0,NA,NA,0
"ENSG00000128714","HOXD13",0,0,NA,NA,0
"ENSG00000128731","HERC2",3500,3452,0.0137142857142857,0.0139049826187717,48
"ENSG00000128739","SNRPN",678,136,0.799410029498525,3.98529411764706,542
"ENSG00000128789","PSMG2",1739,1713,0.0149511213341001,0.0151780502043199,26
"ENSG00000128791","TWSG1",2661,2599,0.0232995114618564,0.0238553289726818,62
"ENSG00000128805","ARHGAP22",193,188,0.0259067357512953,0.0265957446808511,5
"ENSG00000128815","WDFY4",8064,7727,0.0417906746031746,0.0436133039989647,337
"ENSG00000128829","EIF2AK4",3403,3360,0.012635909491625,0.012797619047619,43
"ENSG00000128833","MYO5C",896,837,0.0658482142857143,0.0704898446833931,59
"ENSG00000128849","CGNL1",2,2,NA,NA,0
"ENSG00000128872","TMOD2",1440,1408,0.0222222222222222,0.0227272727272727,32
"ENSG00000128881","TTBK2",2262,1942,0.141467727674624,0.164778578784758,320
"ENSG00000128886","ELL3",21,2,0.904761904761905,9.5,19
"ENSG00000128891","CCDC32",624,490,0.21474358974359,0.273469387755102,134
"ENSG00000128908","INO80",3279,3125,0.046965538273864,0.04928,154
"ENSG00000128915","ICE2",2882,2828,0.0187369882026371,0.0190947666195191,54
"ENSG00000128917","DLL4",7,6,NA,NA,1
"ENSG00000128918","ALDH1A2",21,17,0.19047619047619,0.235294117647059,4
"ENSG00000128923","MINDY2",1541,1435,0.0687865022712524,0.0738675958188153,106
"ENSG00000128928","IVD",3001,2930,0.0236587804065312,0.0242320819112628,71
"ENSG00000128944","KNSTRN",868,850,0.0207373271889401,0.0211764705882353,18
"ENSG00000128951","DUT",2685,2597,0.0327746741154562,0.0338852522140932,88
"ENSG00000128965","CHAC1",13,13,0,0,0
"ENSG00000128973","CLN6",1925,1413,0.265974025974026,0.362349610757254,512
"ENSG00000128989","ARPP19",7093,6981,0.0157902157056253,0.0160435467698038,112
"ENSG00000129003","VPS13C",12909,12546,0.028119916337439,0.0289335246293639,363
"ENSG00000129007","CALML4",444,37,0.916666666666667,11,407
"ENSG00000129009","ISLR",8,5,NA,NA,3
"ENSG00000129028","THAP10",0,0,NA,NA,0
"ENSG00000129038","LOXL1",5,5,NA,NA,0
"ENSG00000129048","ACKR4",18,29,0.611111111111111,0.379310344827586,11
"ENSG00000129055","ANAPC13",968,918,0.0516528925619835,0.0544662309368192,50
"ENSG00000129071","MBD4",2388,2346,0.0175879396984925,0.0179028132992327,42
"ENSG00000129083","COPB1",6198,5530,0.107776702161988,0.120795660036166,668
"ENSG00000129084","PSMA1",2620,733,0.720229007633588,2.5743519781719,1887
"ENSG00000129103","SUMF2",3342,3129,0.0637342908438061,0.0680728667305849,213
"ENSG00000129116","PALLD",360,339,0.0583333333333333,0.0619469026548673,21
"ENSG00000129128","SPCS3",10284,9733,0.0535783741734734,0.0566115277920477,551
"ENSG00000129151","BBOX1",0,0,NA,NA,0
"ENSG00000129152","MYOD1",0,0,NA,NA,0
"ENSG00000129158","SERGEF",210,168,0.2,0.25,42
"ENSG00000129159","KCNC1",7,45,5.42857142857143,0.844444444444444,38
"ENSG00000129167","TPH1",67,61,0.0895522388059701,0.0983606557377049,6
"ENSG00000129170","CSRP3",0,0,NA,NA,0
"ENSG00000129173","E2F8",1075,1005,0.0651162790697674,0.0696517412935323,70
"ENSG00000129187","DCTD",1832,1803,0.0158296943231441,0.0160843039378813,29
"ENSG00000129194","SOX15",71,66,0.0704225352112676,0.0757575757575758,5
"ENSG00000129195","PIMREG",192,185,0.0364583333333333,0.0378378378378378,7
"ENSG00000129197","RPAIN",1419,1269,0.105708245243129,0.118203309692671,150
"ENSG00000129204","USP6",41,41,0,0,0
"ENSG00000129214","SHBG",11,10,0.0909090909090909,0.1,1
"ENSG00000129219","PLD2",906,891,0.0165562913907285,0.0168350168350168,15
"ENSG00000129221","AIPL1",2,2,NA,NA,0
"ENSG00000129226","CD68",227,21,0.907488986784141,9.80952380952381,206
"ENSG00000129235","TXNDC17",362,332,0.0828729281767956,0.0903614457831325,30
"ENSG00000129244","ATP1B2",7,7,NA,NA,0
"ENSG00000129245","FXR2",850,741,0.128235294117647,0.147098515519568,109
"ENSG00000129250","KIF1C",1108,1026,0.0740072202166065,0.0799220272904483,82
"ENSG00000129255","MPDU1",1684,1474,0.124703087885986,0.14246947082768,210
"ENSG00000129292","PHF20L1",5155,4709,0.0865179437439379,0.0947122531322998,446
"ENSG00000129295","LRRC6",82,94,0.146341463414634,0.127659574468085,12
"ENSG00000129315","CCNT1",1427,1410,0.0119131044148563,0.0120567375886525,17
"ENSG00000129317","PUS7L",1852,1757,0.0512958963282937,0.0540694365395561,95
"ENSG00000129347","KRI1",1128,1046,0.0726950354609929,0.0783938814531549,82
"ENSG00000129351","ILF3",11801,11503,0.0252520972798915,0.0259062853168739,298
"ENSG00000129353","SLC44A2",1635,1599,0.0220183486238532,0.0225140712945591,36
"ENSG00000129354","AP1M2",0,0,NA,NA,0
"ENSG00000129355","CDKN2D",383,370,0.0339425587467363,0.0351351351351351,13
"ENSG00000129422","MTUS1",30,30,0,0,0
"ENSG00000129437","KLK14",6,6,NA,NA,0
"ENSG00000129450","SIGLEC9",2247,2192,0.0244770805518469,0.0250912408759124,55
"ENSG00000129451","KLK10",0,0,NA,NA,0
"ENSG00000129455","KLK8",0,0,NA,NA,0
"ENSG00000129460","NGDN",647,633,0.0216383307573416,0.0221169036334913,14
"ENSG00000129465","RIPK3",509,375,0.263261296660118,0.357333333333333,134
"ENSG00000129467","ADCY4",184,166,0.0978260869565217,0.108433734939759,18
"ENSG00000129472","RAB2B",1054,1004,0.047438330170778,0.049800796812749,50
"ENSG00000129473","BCL2L2",934,865,0.0738758029978587,0.0797687861271676,69
"ENSG00000129474","AJUBA",20,19,0.05,0.0526315789473684,1
"ENSG00000129480","DTD2",625,230,0.632,1.71739130434783,395
"ENSG00000129484","PARP2",670,614,0.0835820895522388,0.0912052117263844,56
"ENSG00000129493","HEATR5A",1675,1441,0.139701492537313,0.162387231089521,234
"ENSG00000129514","FOXA1",0,0,NA,NA,0
"ENSG00000129515","SNX6",2982,2933,0.0164319248826291,0.0167064439140811,49
"ENSG00000129518","EAPP",985,963,0.0223350253807107,0.0228452751817238,22
"ENSG00000129521","EGLN3",4,4,NA,NA,0
"ENSG00000129534","MIS18BP1",9013,8806,0.0229668256962166,0.0235066999772882,207
"ENSG00000129535","NRL",52,65,0.25,0.2,13
"ENSG00000129538","RNASE1",82,79,0.0365853658536585,0.0379746835443038,3
"ENSG00000129559","NEDD8",1035,535,0.483091787439614,0.934579439252336,500
"ENSG00000129562","DAD1",1703,1650,0.0311215502055197,0.0321212121212121,53
"ENSG00000129566","TEP1",6229,6077,0.0244019906887141,0.0250123416159289,152
"ENSG00000129595","EPB41L4A",44,21,0.522727272727273,1.0952380952381,23
"ENSG00000129596","CDO1",0,0,NA,NA,0
"ENSG00000129625","REEP5",4195,4053,0.033849821215733,0.0350357759684185,142
"ENSG00000129636","ITFG1",2426,2140,0.117889530090684,0.133644859813084,286
"ENSG00000129646","QRICH2",182,176,0.032967032967033,0.0340909090909091,6
"ENSG00000129654","FOXJ1",4,3,NA,NA,1
"ENSG00000129657","SEC14L1",2783,2677,0.0380883938196191,0.0395965633171461,106
"ENSG00000129667","RHBDF2",3130,3045,0.0271565495207668,0.0279146141215107,85
"ENSG00000129673","AANAT",59,59,0,0,0
"ENSG00000129675","ARHGEF6",9854,9528,0.0330830119748326,0.0342149454240134,326
"ENSG00000129680","MAP7D3",1265,1247,0.0142292490118577,0.0144346431435445,18
"ENSG00000129682","FGF13",4,4,NA,NA,0
"ENSG00000129691","ASH2L",2952,2910,0.0142276422764228,0.0144329896907217,42
"ENSG00000129696","TTI2",435,389,0.105747126436782,0.118251928020566,46
"ENSG00000129744","ART1",4,4,NA,NA,0
"ENSG00000129749","CHRNA10",28,26,0.0714285714285714,0.0769230769230769,2
"ENSG00000129757","CDKN1C",419,409,0.0238663484486874,0.0244498777506112,10
"ENSG00000129810","SGO1",737,560,0.240162822252374,0.316071428571429,177
"ENSG00000129816","TTTY1B",0,0,NA,NA,0
"ENSG00000129824","RPS4Y1",3648,3582,0.0180921052631579,0.0184254606365159,66
"ENSG00000129845","TTTY1",1,1,NA,NA,0
"ENSG00000129862","VCY1B",1,1,NA,NA,0
"ENSG00000129864","VCY",0,0,NA,NA,0
"ENSG00000129873","CDY2B",0,0,NA,NA,0
"ENSG00000129910","CDH15",4,4,NA,NA,0
"ENSG00000129911","KLF16",1029,788,0.234207968901846,0.305837563451777,241
"ENSG00000129925","PGAP6",1534,1423,0.0723598435462842,0.0780042164441321,111
"ENSG00000129932","DOHH",151,140,0.0728476821192053,0.0785714285714286,11
"ENSG00000129933","MAU2",4720,4582,0.0292372881355932,0.030117852466172,138
"ENSG00000129946","SHC2",3,1,NA,NA,2
"ENSG00000129951","PLPPR3",1392,1281,0.0797413793103448,0.0866510538641686,111
"ENSG00000129965","INS-IGF2",0,0,NA,NA,0
"ENSG00000129968","ABHD17A",1102,1132,0.0272232304900181,0.0265017667844523,30
"ENSG00000129988","LBP",12,12,0,0,0
"ENSG00000129990","SYT5",3,2,NA,NA,1
"ENSG00000129991","TNNI3",2,1,NA,NA,1
"ENSG00000129993","CBFA2T3",2459,1933,0.213908092720618,0.272115882048629,526
"ENSG00000130005","GAMT",104,106,0.0192307692307692,0.0188679245283019,2
"ENSG00000130021","PUDP",715,661,0.0755244755244755,0.0816944024205749,54
"ENSG00000130023","ERMARD",951,931,0.0210304942166141,0.0214822771213749,20
"ENSG00000130024","PHF10",3553,3424,0.0363073459048691,0.0376752336448598,129
"ENSG00000130032","PRRG3",13,10,0.230769230769231,0.3,3
"ENSG00000130035","GALNT8",16,1,0.9375,15,15
"ENSG00000130037","KCNA5",41,41,0,0,0
"ENSG00000130038","CRACR2A",1315,1279,0.0273764258555133,0.0281469898358092,36
"ENSG00000130045","NXNL2",0,0,NA,NA,0
"ENSG00000130052","STARD8",1343,1321,0.0163812360387193,0.0166540499621499,22
"ENSG00000130054","FAM155B",0,0,NA,NA,0
"ENSG00000130055","GDPD2",2,2,NA,NA,0
"ENSG00000130066","SAT1",8851,8635,0.0244040221443905,0.02501447596989,216
"ENSG00000130119","GNL3L",2071,6293,2.03862868179623,0.670904179246782,4222
"ENSG00000130147","SH3BP4",371,364,0.0188679245283019,0.0192307692307692,7
"ENSG00000130150","MOSPD2",1739,1712,0.0155261644623347,0.0157710280373832,27
"ENSG00000130158","DOCK6",78,61,0.217948717948718,0.278688524590164,17
"ENSG00000130159","ECSIT",635,612,0.0362204724409449,0.0375816993464052,23
"ENSG00000130164","LDLR",1985,1844,0.0710327455919395,0.0764642082429501,141
"ENSG00000130165","ELOF1",402,393,0.0223880597014925,0.0229007633587786,9
"ENSG00000130167","TSPAN16",159,151,0.050314465408805,0.0529801324503311,8
"ENSG00000130173","ANGPTL8",0,0,NA,NA,0
"ENSG00000130175","PRKCSH",7455,6836,0.0830315224681422,0.0905500292568754,619
"ENSG00000130176","CNN1",4,4,NA,NA,0
"ENSG00000130177","CDC16",2035,1989,0.0226044226044226,0.0231271995977878,46
"ENSG00000130182","ZSCAN10",8,8,NA,NA,0
"ENSG00000130193","THEM6",212,184,0.132075471698113,0.152173913043478,28
"ENSG00000130202","NECTIN2",181,168,0.0718232044198895,0.0773809523809524,13
"ENSG00000130203","APOE",69,65,0.0579710144927536,0.0615384615384615,4
"ENSG00000130204","TOMM40",1093,1074,0.0173833485818847,0.0176908752327747,19
"ENSG00000130208","APOC1",10,7,0.3,0.428571428571429,3
"ENSG00000130222","GADD45G",5,5,NA,NA,0
"ENSG00000130224","LRCH2",0,0,NA,NA,0
"ENSG00000130226","DPP6",0,0,NA,NA,0
"ENSG00000130227","XPO7",3796,3723,0.0192307692307692,0.0196078431372549,73
"ENSG00000130234","ACE2",2,1,NA,NA,1
"ENSG00000130244","FAM98C",364,353,0.0302197802197802,0.0311614730878187,11
"ENSG00000130254","SAFB2",2374,2326,0.0202190395956192,0.0206362854686157,48
"ENSG00000130255","RPL36",3138,3076,0.0197578075207138,0.0201560468140442,62
"ENSG00000130270","ATP8B3",401,390,0.027431421446384,0.0282051282051282,11
"ENSG00000130283","GDF1",0,0,NA,NA,0
"ENSG00000130287","NCAN",3,3,NA,NA,0
"ENSG00000130294","KIF1A",5,7,NA,NA,2
"ENSG00000130299","GTPBP3",413,402,0.026634382566586,0.027363184079602,11
"ENSG00000130300","PLVAP",58,55,0.0517241379310345,0.0545454545454545,3
"ENSG00000130303","BST2",1474,1441,0.0223880597014925,0.0229007633587786,33
"ENSG00000130304","SLC27A1",2396,2240,0.0651085141903172,0.0696428571428571,156
"ENSG00000130305","NSUN5",499,471,0.0561122244488978,0.059447983014862,28
"ENSG00000130307","USHBP1",37,34,0.0810810810810811,0.0882352941176471,3
"ENSG00000130309","COLGALT1",7823,7588,0.0300396267416592,0.0309699525566684,235
"ENSG00000130311","DDA1",666,633,0.0495495495495495,0.0521327014218009,33
"ENSG00000130312","MRPL34",536,520,0.0298507462686567,0.0307692307692308,16
"ENSG00000130313","PGLS",1797,1547,0.139120756816917,0.161603102779573,250
"ENSG00000130332","LSM7",745,729,0.0214765100671141,0.0219478737997256,16
"ENSG00000130338","TULP4",2689,2627,0.0230568984752696,0.023601065854587,62
"ENSG00000130340","SNX9",612,574,0.0620915032679739,0.0662020905923345,38
"ENSG00000130347","RTN4IP1",321,301,0.0623052959501558,0.0664451827242525,20
"ENSG00000130348","QRSL1",1225,1197,0.0228571428571429,0.0233918128654971,28
"ENSG00000130349","MTRES1",262,258,0.0152671755725191,0.0155038759689922,4
"ENSG00000130363","RSPH3",797,779,0.0225846925972397,0.0231065468549422,18
"ENSG00000130368","MAS1",10,10,0,0,0
"ENSG00000130377","ACSBG2",48,48,0,0,0
"ENSG00000130382","MLLT1",3247,3164,0.0255620572836464,0.0262326169405815,83
"ENSG00000130383","FUT5",0,0,NA,NA,0
"ENSG00000130385","BMP15",0,0,NA,NA,0
"ENSG00000130396","AFDN",153,147,0.0392156862745098,0.0408163265306122,6
"ENSG00000130402","ACTN4",11427,10544,0.077273125054695,0.0837443095599393,883
"ENSG00000130413","STK33",1,1,NA,NA,0
"ENSG00000130414","NDUFA10",3282,3845,0.171541742839732,0.146423927178153,563
"ENSG00000130427","EPO",1,1,NA,NA,0
"ENSG00000130429","ARPC1B",10090,307,0.969573835480674,31.8664495114007,9783
"ENSG00000130433","CACNG6",1,1,NA,NA,0
"ENSG00000130449","ZSWIM6",3603,3480,0.0341382181515404,0.0353448275862069,123
"ENSG00000130475","FCHO1",1816,1779,0.020374449339207,0.0207982012366498,37
"ENSG00000130477","UNC13A",6,5,NA,NA,1
"ENSG00000130479","MAP1S",1697,1400,0.175014731879788,0.212142857142857,297
"ENSG00000130487","KLHDC7B",201,203,0.00995024875621891,0.00985221674876847,2
"ENSG00000130508","PXDN",638,621,0.0266457680250784,0.0273752012882448,17
"ENSG00000130511","SSBP4",682,604,0.114369501466276,0.129139072847682,78
"ENSG00000130513","GDF15",40,39,0.025,0.0256410256410256,1
"ENSG00000130517","PGPEP1",2085,2023,0.0297362110311751,0.0306475531389026,62
"ENSG00000130518","IQCN",719,692,0.0375521557719054,0.0390173410404624,27
"ENSG00000130520","LSM4",890,868,0.0247191011235955,0.0253456221198157,22
"ENSG00000130522","JUND",4101,4034,0.0163374786637406,0.0166088249876054,67
"ENSG00000130528","HRC",1,1,NA,NA,0
"ENSG00000130529","TRPM4",38,37,0.0263157894736842,0.027027027027027,1
"ENSG00000130538","OR11H1",0,0,NA,NA,0
"ENSG00000130540","SULT4A1",0,0,NA,NA,0
"ENSG00000130544","ZNF557",770,741,0.0376623376623377,0.039136302294197,29
"ENSG00000130545","CRB3",5,4,NA,NA,1
"ENSG00000130558","OLFM1",11,6,0.454545454545455,0.833333333333333,5
"ENSG00000130559","CAMSAP1",1804,1756,0.0266075388026608,0.0273348519362187,48
"ENSG00000130560","UBAC1",937,917,0.0213447171824973,0.0218102508178844,20
"ENSG00000130561","SAG",14,13,0.0714285714285714,0.0769230769230769,1
"ENSG00000130584","ZBTB46",115,84,0.269565217391304,0.369047619047619,31
"ENSG00000130589","HELZ2",1261,1227,0.0269627279936558,0.0277098614506927,34
"ENSG00000130590","SAMD10",116,113,0.0258620689655172,0.0265486725663717,3
"ENSG00000130592","LSP1",2578,1959,0.24010861132661,0.315977539561,619
"ENSG00000130595","TNNT3",27,28,0.037037037037037,0.0357142857142857,1
"ENSG00000130598","TNNI2",79,76,0.0379746835443038,0.0394736842105263,3
"ENSG00000130600","H19",1,1,NA,NA,0
"ENSG00000130612","CYP2G1P",4,6,NA,NA,2
"ENSG00000130635","COL5A1",44,42,0.0454545454545455,0.0476190476190476,2
"ENSG00000130638","ATXN10",3138,2948,0.0605481198215424,0.0644504748982361,190
"ENSG00000130640","TUBGCP2",3262,3165,0.0297363580625383,0.0306477093206951,97
"ENSG00000130643","CALY",0,0,NA,NA,0
"ENSG00000130649","CYP2E1",99,93,0.0606060606060606,0.0645161290322581,6
"ENSG00000130653","PNPLA7",126,123,0.0238095238095238,0.024390243902439,3
"ENSG00000130656","HBZ",0,8,NA,NA,8
"ENSG00000130669","PAK4",562,550,0.0213523131672598,0.0218181818181818,12
"ENSG00000130675","MNX1",3,2,NA,NA,1
"ENSG00000130684","ZNF337",165,135,0.181818181818182,0.222222222222222,30
"ENSG00000130695","CEP85",2241,2178,0.0281124497991968,0.0289256198347107,63
"ENSG00000130699","TAF4",1746,1704,0.0240549828178694,0.0246478873239437,42
"ENSG00000130700","GATA5",0,0,NA,NA,0
"ENSG00000130701","RBBP8NL",0,0,NA,NA,0
"ENSG00000130702","LAMA5",270,254,0.0592592592592593,0.062992125984252,16
"ENSG00000130703","OSBPL2",1590,1594,0.00251572327044025,0.00250941028858218,4
"ENSG00000130706","ADRM1",842,338,0.598574821852732,1.49112426035503,504
"ENSG00000130707","ASS1",158,153,0.0316455696202532,0.0326797385620915,5
