"rank_change","symbol","rank","padj","gene"
707,"ITM2B",2651,0.000275811205339166,"ENSG00000136156"
-194,"RNU6-199P",2652,0.000275953873881682,"ENSG00000199824"
-844,"PITPNM2-AS1",2653,0.000277319414324837,"ENSG00000251497"
13981,"AL732372.2",2654,0.000277894612557489,"ENSG00000237094"
1709,"RCBTB1",2655,0.000279298071605278,"ENSG00000136144"
-79,"SLC24A3-AS1",2656,0.000279298071605278,"ENSG00000179447"
NA,"AC007262.2",2657,0.000279298071605278,"ENSG00000284959"
3132,"BRMS1L",2658,0.00027948956571031,"ENSG00000100916"
1881,"MUS81",2659,0.000280163207671917,"ENSG00000172732"
1294,"C12orf66",2660,0.000280740546811622,"ENSG00000174206"
1513,"XPOT",2661,0.000280740546811622,"ENSG00000184575"
-303,"HNRNPA1P68",2662,0.000281429511705214,"ENSG00000230946"
1793,"AC079316.1",2663,0.000281429511705214,"ENSG00000258111"
907,"THAP3",2664,0.000281665661037268,"ENSG00000041988"
NA,"TUBB2A",2665,0.000282075220493725,"ENSG00000137267"
947,"OSTF1",2666,0.000284291797149336,"ENSG00000134996"
1239,"ATG2A",2667,0.00028464612146231,"ENSG00000110046"
691,"ZNF169",2668,0.000286135905710386,"ENSG00000175787"
-1145,"ADAM1B",2669,0.00028708565393935,"ENSG00000226469"
2102,"CLIC5",2670,0.00028765507902539,"ENSG00000112782"
-1061,"ASAP2",2671,0.00028776731483114,"ENSG00000151693"
8423,"CATIP",2672,0.00028776731483114,"ENSG00000158428"
-229,"AC067817.1",2673,0.000287985303681318,"ENSG00000253586"
1624,"STX3",2674,0.000288146226703882,"ENSG00000166900"
-1482,"DLSTP1",2675,0.000288771010284054,"ENSG00000181227"
-219,"RN7SKP237",2676,0.000288771010284054,"ENSG00000201533"
1383,"LMTK3",2677,0.000289459079424006,"ENSG00000142235"
5037,"RXRB",2678,0.000289857960943788,"ENSG00000204231"
1612,"TSPAN9",2679,0.000289912949121138,"ENSG00000011105"
722,"DDX55",2680,0.000290690442968675,"ENSG00000111364"
710,"ALG10",2681,0.000290690442968675,"ENSG00000139133"
-1142,"TRAPPC1",2682,0.000290690442968675,"ENSG00000170043"
-231,"EIF4A2P2",2683,0.000290815711691749,"ENSG00000227382"
NA,"AC009152.6",2684,0.000291117710584819,"ENSG00000286849"
985,"AC020661.4",2685,0.000291416672227544,"ENSG00000280036"
-478,"AC135279.2",2686,0.00029222186806652,"ENSG00000255566"
854,"FCER1G",2687,0.000292587379310433,"ENSG00000158869"
6494,"SYNPR",2688,0.000294320086727854,"ENSG00000163630"
12090,"H3-5",2689,0.000294860852499954,"ENSG00000188375"
1956,"FTCDNL1",2690,0.000295082137188638,"ENSG00000226124"
-1884,"MIR99AHG",2691,0.000295617201093145,"ENSG00000215386"
976,"PNRC1",2692,0.000295682414083532,"ENSG00000146278"
-204,"TAS2R46",2693,0.000295682414083532,"ENSG00000226761"
-182,"VPS26BP1",2694,0.000296754208358165,"ENSG00000224895"
-1170,"MCUR1P1",2695,0.000297278071850892,"ENSG00000262402"
-221,"AP003108.4",2696,0.000297278071850892,"ENSG00000279632"
NA,"AL139286.2",2697,0.000297278071850892,"ENSG00000286899"
1852,"STAT3",2698,0.000297411125107149,"ENSG00000168610"
-1170,"IGLV2-28",2699,0.000297411125107149,"ENSG00000253451"
839,"SLAMF6",2700,0.000297672451696591,"ENSG00000162739"
3280,"ACADVL",2701,0.000299781897896509,"ENSG00000072778"
1337,"EDEM3",2702,0.000299781897896509,"ENSG00000116406"
-161,"CALR4P",2703,0.000301123011988012,"ENSG00000227742"
1799,"ATP6V0D1",2704,0.000301235308135067,"ENSG00000159720"
1173,"PLEK",2705,0.000301657247791015,"ENSG00000115956"
1329,"FAM193B",2706,0.000301657247791015,"ENSG00000146067"
-208,"RPEP4",2707,0.000301657247791015,"ENSG00000233010"
896,"CYB5R1",2708,0.000302185004199937,"ENSG00000159348"
2699,"SAP30BP",2709,0.000302485994939956,"ENSG00000161526"
22532,"AC012435.2",2710,0.000302485994939956,"ENSG00000260103"
664,"LINC00528",2711,0.000302707061606171,"ENSG00000269220"
1384,"PIBF1",2712,0.000303878309695061,"ENSG00000083535"
3659,"ZNF497",2713,0.000305299951305809,"ENSG00000174586"
-1622,"MTSS2",2714,0.000306310609406895,"ENSG00000132613"
1913,"SHROOM1",2715,0.000306765679862326,"ENSG00000164403"
1077,"INTS7",2716,0.000307953649925984,"ENSG00000143493"
1813,"PLEKHA5",2717,0.000308298504210931,"ENSG00000052126"
1028,"ZNF41",2718,0.000309365339114107,"ENSG00000147124"
-667,"ATP11A-AS1",2719,0.000309398552333351,"ENSG00000232684"
1161,"TAS2R30",2720,0.000309398552333351,"ENSG00000256188"
-182,"ULK4P2",2721,0.000309546701492769,"ENSG00000260128"
-1336,"PRDX3P2",2722,0.000310368001049832,"ENSG00000231468"
-632,"AC104984.3",2723,0.000311463949352352,"ENSG00000265739"
1650,"HNRNPA3P15",2724,0.000312443962530265,"ENSG00000225636"
-498,"ZSCAN31",2725,0.000312682360387633,"ENSG00000235109"
810,"NDUFB7",2726,0.00031440629524716,"ENSG00000099795"
-1976,"ATP6V1F",2727,0.000314636736722385,"ENSG00000128524"
-157,"ALG13-AS1",2728,0.000314711146711239,"ENSG00000229487"
582,"AC130454.1",2729,0.000315756535532461,"ENSG00000279276"
2295,"DPH6",2730,0.000316071226310322,"ENSG00000134146"
1071,"PLVAP",2731,0.000316392912867468,"ENSG00000130300"
-2107,"HM13-IT1",2732,0.000316455941333192,"ENSG00000235313"
-213,"ZSCAN5DP",2733,0.000316581099601735,"ENSG00000267908"
539,"RIMKLBP1",2734,0.000317727920843756,"ENSG00000189089"
1322,"AC073548.1",2735,0.000318559778264922,"ENSG00000279861"
-208,"AL133480.1",2736,0.000319544079015797,"ENSG00000233367"
407,"TRBV6-1",2737,0.000320502910480127,"ENSG00000211706"
3166,"AC131971.1",2738,0.000321434699082256,"ENSG00000183562"
-441,"ZNF727",2739,0.000322335325259581,"ENSG00000214652"
NA,"AC012588.1",2740,0.000322335325259581,"ENSG00000263677"
572,"C1orf122",2741,0.000322471399851496,"ENSG00000197982"
-738,"AC068491.2",2742,0.000322471399851496,"ENSG00000270190"
677,"AC103591.3",2743,0.000322471399851496,"ENSG00000273338"
NA,"AC017116.2",2744,0.000322483253460592,"ENSG00000285596"
-1667,"TRIM39",2745,0.000322608703207689,"ENSG00000204599"
1227,"CEACAM4",2746,0.000322679919353074,"ENSG00000105352"
5797,"AL391903.2",2747,0.000322679919353074,"ENSG00000274256"
3123,"AC084824.4",2748,0.000322679919353074,"ENSG00000275854"
880,"B2M",2749,0.00032331004828283,"ENSG00000166710"
21806,"ERVK3-1",2750,0.000324472264326168,"ENSG00000142396"
2270,"PRICKLE1",2751,0.000325540352702127,"ENSG00000139174"
-1753,"NKIRAS1",2752,0.000325540352702127,"ENSG00000197885"
2877,"KIF5C",2753,0.000325553706119414,"ENSG00000168280"
1978,"RHBDF2",2754,0.000325833726110499,"ENSG00000129667"
715,"ZNF513",2755,0.000326260028331756,"ENSG00000163795"
-2495,"DEXI",2756,0.00032630375633552,"ENSG00000182108"
-1578,"LYG2",2757,0.000327336809261867,"ENSG00000185674"
1843,"MYO7B",2758,0.000327442284200543,"ENSG00000169994"
642,"ATP5F1E",2759,0.000328632228595478,"ENSG00000124172"
927,"TRGV10",2760,0.000329529515539685,"ENSG00000211694"
5180,"AL117336.1",2761,0.000329876205583796,"ENSG00000269952"
NA,"AC127035.1",2762,0.000332044144337493,"ENSG00000285658"
6258,"TMSB4XP4",2763,0.000332355405392023,"ENSG00000223551"
-246,"DIAPH2-AS1",2764,0.000332355405392023,"ENSG00000236256"
-1527,"CBR3-AS1",2765,0.000332372305765575,"ENSG00000236830"
-1289,"RPL7P18",2766,0.000333159991633984,"ENSG00000243806"
7922,"NDUFB11",2767,0.000333507242648855,"ENSG00000147123"
2740,"ITGA10",2768,0.000333745331179122,"ENSG00000143127"
782,"AC018690.1",2769,0.000334426029301619,"ENSG00000273306"
1259,"PEG13",2770,0.000335873239697389,"ENSG00000282164"
-138,"TTC41P",2771,0.00033636397145457,"ENSG00000214198"
1398,"TRABD",2772,0.000336796151766427,"ENSG00000170638"
-190,"PRKCE-AS1",2773,0.000336942177862028,"ENSG00000228481"
-230,"NDUFAF2P2",2774,0.000336942177862028,"ENSG00000255358"
-259,"TLK2P2",2775,0.000337282911179194,"ENSG00000228828"
4590,"ZBTB48",2776,0.000338606940373562,"ENSG00000204859"
685,"PYGL",2777,0.000339237804277575,"ENSG00000100504"
16733,"HMGN2P3",2778,0.000339237804277575,"ENSG00000230330"
-480,"SUGT1P2",2779,0.000340460754340985,"ENSG00000213842"
-1760,"AL445248.1",2780,0.000341055477908821,"ENSG00000203325"
2140,"MFAP5",2781,0.000341143096643568,"ENSG00000197614"
963,"EFHC1",2782,0.000341821531141298,"ENSG00000096093"
748,"CDC37",2783,0.000341821531141298,"ENSG00000105401"
-199,"SPINK4",2784,0.000345171149858754,"ENSG00000122711"
-157,"AL732366.1",2785,0.000345251641897624,"ENSG00000201592"
1173,"PCNX4",2786,0.000345297412558782,"ENSG00000126773"
8519,"RASL12",2787,0.00034564925407928,"ENSG00000103710"
-327,"ITPRIP",2788,0.000345741168524851,"ENSG00000148841"
6218,"AL391903.1",2789,0.000347385982901739,"ENSG00000218809"
-1233,"BOLA2P2",2790,0.000347385982901739,"ENSG00000271161"
-2690,"FTH1",2791,0.000349580838217445,"ENSG00000167996"
1076,"WDR43",2792,0.000350832169781636,"ENSG00000163811"
790,"CXCR4",2793,0.000352716633733053,"ENSG00000121966"
245,"NPW",2794,0.000352716633733053,"ENSG00000183971"
1097,"EZR",2795,0.000353456515738701,"ENSG00000092820"
1083,"DGKK",2796,0.000355044098554832,"ENSG00000274588"
-252,"WWOX-AS1",2797,0.000357342111902983,"ENSG00000260969"
3516,"SIRT6",2798,0.000357997447854119,"ENSG00000077463"
1121,"DEF8",2799,0.000358774226410363,"ENSG00000140995"
-292,"AC007000.2",2800,0.000358774226410363,"ENSG00000225726"
1817,"AC046134.2",2801,0.000358774226410363,"ENSG00000248932"
NA,"AC018398.2",2802,0.000359681724641558,"ENSG00000288076"
26,"ZNF683",2803,0.000360261767982674,"ENSG00000176083"
-223,"BNIP3P42",2804,0.000360468655821007,"ENSG00000223974"
895,"ZNF84",2805,0.000362388837316717,"ENSG00000198040"
1054,"PROX2",2806,0.000362576682366827,"ENSG00000119608"
5564,"PSMD6-AS2",2807,0.000362576682366827,"ENSG00000239653"
4866,"SLC12A5",2808,0.00036353859036751,"ENSG00000124140"
2581,"RAD50",2809,0.000363542833182029,"ENSG00000113522"
-74,"PNPLA2",2810,0.000363542833182029,"ENSG00000177666"
111,"C1orf112",2811,0.000364307281411541,"ENSG00000000460"
-599,"AL049552.1",2812,0.000364754766367035,"ENSG00000234084"
-202,"AC013356.3",2813,0.00036493108531001,"ENSG00000259364"
-245,"AL022097.1",2814,0.00036495736894719,"ENSG00000270174"
-709,"AC007731.1",2815,0.000365646662344769,"ENSG00000215493"
839,"RBL1",2816,0.000366472186327896,"ENSG00000080839"
-88,"MYL12A",2817,0.000367093446359916,"ENSG00000101608"
1426,"NEMP1",2818,0.000367726603189742,"ENSG00000166881"
-130,"AC073349.2",2819,0.000367877712159472,"ENSG00000234338"
NA,"AP002762.2",2820,0.000370195180388111,"ENSG00000285909"
NA,"AC106743.1",2821,0.000370195180388111,"ENSG00000287106"
1578,"SIGIRR",2822,0.000370516546539268,"ENSG00000185187"
740,"TAS2R14",2823,0.000370787426628537,"ENSG00000212127"
2345,"SLC3A1",2824,0.000370832399078332,"ENSG00000138079"
-45,"AC027763.1",2825,0.000371239221042688,"ENSG00000262503"
3828,"SAMD11",2826,0.00037228887564298,"ENSG00000187634"
705,"AP000766.1",2827,0.000372758520969492,"ENSG00000261098"
-344,"AC211476.2",2828,0.000372758520969492,"ENSG00000272843"
698,"AQP10",2829,0.000372936201622309,"ENSG00000143595"
368,"AC007319.1",2830,0.000372936201622309,"ENSG00000224063"
261,"PSPH",2831,0.0003734987816557,"ENSG00000146733"
1244,"DTX2",2832,0.000373765589830424,"ENSG00000091073"
-218,"AC012568.1",2833,0.000376888372864525,"ENSG00000259202"
64,"DEDD",2834,0.000377411468329654,"ENSG00000158796"
-885,"AP002381.1",2835,0.000377411468329654,"ENSG00000234751"
1067,"GPATCH2L",2836,0.000378303389120796,"ENSG00000089916"
581,"AC027575.1",2837,0.000379189366666134,"ENSG00000265261"
1722,"AC139887.4",2838,0.000379232896168579,"ENSG00000272588"
8384,"GAP43",2839,0.000379367388355283,"ENSG00000172020"
972,"NCF2",2840,0.000379491939365094,"ENSG00000116701"
-217,"CHCHD4P5",2841,0.000379520068891142,"ENSG00000225222"
670,"AC008074.2",2842,0.000380456986085228,"ENSG00000260101"
-241,"AC009044.1",2843,0.000380456986085228,"ENSG00000279991"
1594,"FZR1",2844,0.000380802427856684,"ENSG00000105325"
2117,"CALB2",2845,0.000381192052001254,"ENSG00000172137"
766,"AC012513.3",2846,0.000381384203203087,"ENSG00000279348"
1449,"CCNYL6",2847,0.000381832687685831,"ENSG00000269845"
2888,"TNNT3",2848,0.000382163221260083,"ENSG00000130595"
598,"NDUFB10",2849,0.000383109036540446,"ENSG00000140990"
785,"LTF",2850,0.000384082693719267,"ENSG00000012223"
-151,"AF127577.2",2851,0.000384317931087394,"ENSG00000231201"
2350,"SLC22A16",2852,0.000384339324648226,"ENSG00000004809"
-248,"AC005695.2",2853,0.000385677300174242,"ENSG00000263708"
-241,"AC040934.1",2854,0.000385873123755887,"ENSG00000253347"
2037,"GRB14",2855,0.000386545801666531,"ENSG00000115290"
-456,"RN7SL334P",2856,0.000387203610742701,"ENSG00000244618"
NA,"AC009244.1",2857,0.000387203610742701,"ENSG00000286722"
827,"GADD45A",2858,0.00038737986866144,"ENSG00000116717"
-826,"AC080162.1",2859,0.00038737986866144,"ENSG00000239300"
2728,"LINC02887",2860,0.000387936779576715,"ENSG00000280279"
703,"RTN2",2861,0.000388454858818064,"ENSG00000125744"
-182,"CYCSP2",2862,0.000389601552454805,"ENSG00000259547"
536,"HNRNPH1P1",2863,0.000390292457377483,"ENSG00000220305"
-395,"AC127164.1",2864,0.00039033943416255,"ENSG00000257279"
-218,"SEPTIN7P1",2865,0.000391528283553883,"ENSG00000259090"
177,"TRMT112",2866,0.000391845091102538,"ENSG00000173113"
NA,"AL592546.3",2867,0.000395755263187245,"ENSG00000287857"
971,"ZNF264",2868,0.000397598963511306,"ENSG00000083844"
-1310,"ST20-AS1",2869,0.000398267978274355,"ENSG00000259642"
835,"UBE2H",2870,0.000398827395888225,"ENSG00000186591"
-1228,"AC090772.2",2871,0.000398827395888225,"ENSG00000265204"
330,"ARHGAP25",2872,0.000399841003652071,"ENSG00000163219"
1316,"GMFG",2873,0.000399854492964623,"ENSG00000130755"
648,"AC138470.1",2874,0.000401706718126339,"ENSG00000279103"
3506,"KRT19",2875,0.000401890881446297,"ENSG00000171345"
1903,"UTS2",2876,0.000403259297088299,"ENSG00000049247"
536,"AC046158.4",2877,0.000403813003767024,"ENSG00000279887"
1222,"BTAF1",2878,0.000405006200858041,"ENSG00000095564"
-1671,"AL157402.2",2879,0.000405006200858041,"ENSG00000261573"
1356,"FSCN1",2880,0.000405559064229296,"ENSG00000075618"
570,"TRAF1",2881,0.000407592537666576,"ENSG00000056558"
1910,"CYBC1",2882,0.000407592537666576,"ENSG00000178927"
1326,"GMEB2",2883,0.000408560860593535,"ENSG00000101216"
379,"SMG1P1",2884,0.000408752556399711,"ENSG00000237296"
1298,"IRF3",2885,0.000409707478320468,"ENSG00000126456"
5828,"AC108673.3",2886,0.000411259937204236,"ENSG00000273437"
-1240,"PNRC2P1",2887,0.000411497521199543,"ENSG00000228217"
2094,"AC138409.2",2888,0.0004120766037182,"ENSG00000215158"
-959,"PRDM16",2889,0.00041246723406167,"ENSG00000142611"
-244,"AC102945.1",2890,0.000412543171895911,"ENSG00000253112"
2114,"RAB36",2891,0.000413872536054716,"ENSG00000100228"
NA,"FAM106C",2892,0.000414543099872318,"ENSG00000288235"
-1794,"AC020978.3",2893,0.000414611073407729,"ENSG00000260891"
4062,"MLXIPL",2894,0.000415794890540356,"ENSG00000009950"
991,"HK3",2895,0.000416762571714785,"ENSG00000160883"
6864,"GK4P",2896,0.000416762571714785,"ENSG00000178146"
960,"SPOCK2",2897,0.000419502076918174,"ENSG00000107742"
1298,"TECPR1",2898,0.000419502076918174,"ENSG00000205356"
1125,"AC009716.2",2899,0.000419981209861462,"ENSG00000280205"
736,"CEACAM1",2900,0.000420553253093801,"ENSG00000079385"
3688,"CTRC",2901,0.000420553253093801,"ENSG00000162438"
335,"AC087481.1",2902,0.000420553253093801,"ENSG00000260382"
NA,"AL031320.2",2903,0.000420553253093801,"ENSG00000278206"
1006,"CACNG6",2904,0.000420732041324109,"ENSG00000130433"
-53,"C3orf49",2905,0.000421235997351707,"ENSG00000163632"
1478,"RBM25",2906,0.000421255416023976,"ENSG00000119707"
923,"ZFHX3",2907,0.000421366705388057,"ENSG00000140836"
813,"LARS1",2908,0.000421668973236232,"ENSG00000133706"
41,"LRP5",2909,0.000421668973236232,"ENSG00000162337"
-177,"KCTD4",2910,0.000421668973236232,"ENSG00000180332"
-650,"LAMTOR5-AS1",2911,0.000422394190209551,"ENSG00000224699"
899,"H3-3B",2912,0.000422906662812896,"ENSG00000132475"
455,"CEP70",2913,0.000423118376866808,"ENSG00000114107"
1179,"SH2D3C",2914,0.000424358960674104,"ENSG00000095370"
-1252,"AL713922.2",2915,0.000424358960674104,"ENSG00000276662"
4380,"WASH9P",2916,0.000426146421473646,"ENSG00000279457"
2011,"SYNM",2917,0.000426359300506033,"ENSG00000182253"
539,"ARF5",2918,0.000426957552854483,"ENSG00000004059"
-274,"AC007014.1",2919,0.000426957552854483,"ENSG00000262020"
-2081,"AC013437.1",2920,0.000427065801070713,"ENSG00000257284"
1437,"TIGD1",2921,0.000428517178596512,"ENSG00000221944"
1137,"GNAI2",2922,0.00042866521720827,"ENSG00000114353"
3471,"SLC17A7",2923,0.000428883120711932,"ENSG00000104888"
956,"MARCHF8",2924,0.000429104650075497,"ENSG00000165406"
-50,"ZNF337-AS1",2925,0.000429179209024719,"ENSG00000213742"
558,"PPM1N",2926,0.000429866630058899,"ENSG00000213889"
14185,"UFD1",2927,0.000430987523391606,"ENSG00000070010"
1414,"AC021945.1",2928,0.000430987523391606,"ENSG00000279347"
1833,"AC134407.2",2929,0.00043138908829014,"ENSG00000279573"
-248,"Y_RNA",2930,0.000431411153386017,"ENSG00000253088"
1495,"AL356019.2",2931,0.000431864165621088,"ENSG00000258768"
370,"TTC21B",2932,0.000433500368305288,"ENSG00000123607"
3582,"TTC24",2933,0.00043461692550963,"ENSG00000187862"
-259,"AC010333.1",2934,0.000435106100121095,"ENSG00000259876"
572,"TAS2R31",2935,0.000436661439678608,"ENSG00000256436"
2864,"PALB2",2936,0.000436696207266118,"ENSG00000083093"
-1251,"AC118555.1",2937,0.000436696207266118,"ENSG00000235096"
1910,"PLCD1",2938,0.000436883895492714,"ENSG00000187091"
496,"AC019205.1",2939,0.000436883895492714,"ENSG00000229852"
519,"AC007954.1",2940,0.00043749320642375,"ENSG00000258510"
1001,"KIAA2026",2941,0.000437949422230617,"ENSG00000183354"
3339,"SYNCRIP",2942,0.000439409905966089,"ENSG00000135316"
11284,"TPI1P1",2943,0.000439678954028422,"ENSG00000226415"
-448,"CACNB4",2944,0.000439782696741087,"ENSG00000182389"
-981,"AL354726.1",2945,0.000441489991950695,"ENSG00000236896"
-1426,"RNASEH2B",2946,0.000442342888740479,"ENSG00000136104"
-1706,"FAF1-AS1",2947,0.000442342888740479,"ENSG00000225767"
-366,"PIGCP1",2948,0.00044317924843538,"ENSG00000213713"
1382,"C4orf46",2949,0.000444775737616344,"ENSG00000205208"
-293,"TCF3P1",2950,0.000444775737616344,"ENSG00000236567"
1260,"TRIP13",2951,0.000444986500947249,"ENSG00000071539"
870,"SEMA4A",2952,0.000445085297805868,"ENSG00000196189"
4908,"AC018647.2",2953,0.000446361353043887,"ENSG00000271122"
383,"MFSD13B",2954,0.000446903672664169,"ENSG00000230872"
769,"RPS9",2955,0.000447991680643814,"ENSG00000170889"
-243,"AC073575.1",2956,0.000447991680643814,"ENSG00000258323"
1613,"CD180",2957,0.000449463348954113,"ENSG00000134061"
2732,"ENO3",2958,0.000450257689971605,"ENSG00000108515"
-599,"WDR27",2959,0.000450950770139155,"ENSG00000184465"
2339,"AL021368.2",2960,0.000450950770139155,"ENSG00000272316"
-1099,"FAM209A",2961,0.000451848711316474,"ENSG00000124103"
607,"PURA",2962,0.000451944285307941,"ENSG00000185129"
1946,"EHBP1L1",2963,0.000452186216507421,"ENSG00000173442"
984,"RHOH",2964,0.000455990496427804,"ENSG00000168421"
-563,"NTN1",2965,0.000456242446282777,"ENSG00000065320"
2134,"AP000925.1",2966,0.000456875768852174,"ENSG00000235286"
3658,"CAMK2A",2967,0.000457168156252718,"ENSG00000070808"
-1114,"RNU5D-1",2968,0.000457168156252718,"ENSG00000200169"
NA,"MIR657",2969,0.000457168156252718,"ENSG00000207736"
889,"SLPI",2970,0.000457344590358564,"ENSG00000124107"
-268,"GATD3A",2971,0.000457656382844806,"ENSG00000160221"
845,"S100A9",2972,0.000457783303056107,"ENSG00000163220"
1445,"GCM1",2973,0.000458255662979531,"ENSG00000137270"
1791,"BEX5",2974,0.000458255662979531,"ENSG00000184515"
1247,"NELL2",2975,0.000459296957368243,"ENSG00000184613"
1530,"HEATR5B",2976,0.000459376659647337,"ENSG00000008869"
1869,"RBMS2",2977,0.000459682893172814,"ENSG00000076067"
866,"CAP1",2978,0.000460015511088784,"ENSG00000131236"
-187,"AC092667.1",2979,0.000460015511088784,"ENSG00000230393"
553,"NAA25",2980,0.000460233899338484,"ENSG00000111300"
-1978,"TSHR",2981,0.000461046741220909,"ENSG00000165409"
37,"DEGS2",2982,0.000461296630268054,"ENSG00000168350"
797,"CDK6-AS1",2983,0.000461760816091642,"ENSG00000237819"
1194,"PRKACA",2984,0.000462248758592551,"ENSG00000072062"
NA,"AC011498.4",2985,0.000462310354955585,"ENSG00000267385"
1407,"TMEM161B",2986,0.000462748163053372,"ENSG00000164180"
940,"ITK",2987,0.000465394149108843,"ENSG00000113263"
-316,"DNAH11",2988,0.000465633186841321,"ENSG00000105877"
NA,"AL512625.3",2989,0.000466039940944136,"ENSG00000287168"
3277,"ADH1B",2990,0.000467037203497543,"ENSG00000196616"
-2426,"SNHG26",2991,0.000468076342725763,"ENSG00000228649"
-422,"AL049844.2",2992,0.000469002667777391,"ENSG00000270890"
-105,"KIF6",2993,0.000469964199843811,"ENSG00000164627"
1005,"OTUB2",2994,0.000471358503296827,"ENSG00000089723"
NA,"AC108516.2",2995,0.000471358503296827,"ENSG00000255723"
1365,"KCNK17",2996,0.000472389886381858,"ENSG00000124780"
235,"TRBV19",2997,0.000472986626890534,"ENSG00000211746"
1088,"PSD4",2998,0.000473233212298381,"ENSG00000125637"
1368,"IGHEP2",2999,0.000474095130251741,"ENSG00000254017"
2039,"MICAL1",3000,0.000474842186951367,"ENSG00000135596"
874,"ALG13",3001,0.000475068179245384,"ENSG00000101901"
1225,"STAT5B",3002,0.000475155110479604,"ENSG00000173757"
32,"AL049830.3",3003,0.000475155110479604,"ENSG00000258525"
-2435,"FAN1",3004,0.000479107508185654,"ENSG00000198690"
1205,"SMC5",3005,0.000479107508185654,"ENSG00000198887"
NA,"AC068580.3",3006,0.000479107508185654,"ENSG00000235027"
1655,"CDKN3",3007,0.000486592252607909,"ENSG00000100526"
559,"FCGR1A",3008,0.000486592252607909,"ENSG00000150337"
3896,"CLEC18A",3009,0.000486592252607909,"ENSG00000157322"
11773,"CRLS1",3010,0.000486980788558488,"ENSG00000088766"
-1603,"ARF1P2",3011,0.000487472397180159,"ENSG00000213137"
314,"NKAPP1",3012,0.000487516355556349,"ENSG00000233382"
-575,"ECT2L",3013,0.000489107251544663,"ENSG00000203734"
-1122,"LINC01359",3014,0.000490582598771191,"ENSG00000226891"
-1369,"RNF216-IT1",3015,0.000490582598771191,"ENSG00000237738"
-194,"RN7SL118P",3016,0.000490582598771191,"ENSG00000266420"
7081,"GK-IT1",3017,0.000490649972239352,"ENSG00000229331"
1009,"PLEKHG3",3018,0.000490840710004769,"ENSG00000126822"
723,"TRPV2",3019,0.000491983924947334,"ENSG00000187688"
NA,"AC027243.3",3020,0.000492053284719406,"ENSG00000287503"
-273,"AOX2P",3021,0.000492174798333667,"ENSG00000243478"
1101,"CXCL1",3022,0.000492848364487966,"ENSG00000163739"
1443,"AC123768.2",3023,0.000492848364487966,"ENSG00000262728"
750,"MGAT1",3024,0.000493559272622248,"ENSG00000131446"
-354,"AC133552.3",3025,0.000494371210303022,"ENSG00000262700"
3495,"SIAH2-AS1",3026,0.000495666260916868,"ENSG00000244265"
16001,"MCM8",3027,0.000496044592666008,"ENSG00000125885"
-910,"AL513365.1",3028,0.000496044592666008,"ENSG00000223583"
661,"DGKG",3029,0.000496520042925981,"ENSG00000058866"
842,"MANSC1",3030,0.0005007288456329,"ENSG00000111261"
145,"SPATA21",3031,0.0005007288456329,"ENSG00000187144"
1245,"UBE2R2",3032,0.000501607634744885,"ENSG00000107341"
1291,"TGFB1",3033,0.000501903167443601,"ENSG00000105329"
817,"CREB5",3034,0.000502894602554616,"ENSG00000146592"
1509,"MYLK4",3035,0.00050335798041211,"ENSG00000145949"
3878,"TRMT61B",3036,0.000503399882186942,"ENSG00000171103"
1975,"NBEAL2",3037,0.000504532406485824,"ENSG00000160796"
1977,"AC010542.5",3038,0.000504532406485824,"ENSG00000277978"
1071,"RNF181",3039,0.000505677992490247,"ENSG00000168894"
-274,"MATR3",3040,0.000506373342404161,"ENSG00000015479"
3423,"PSMB4",3041,0.000506373342404161,"ENSG00000159377"
1677,"KCNK5",3042,0.000507280607343908,"ENSG00000164626"
5577,"MLPH",3043,0.000507405001356398,"ENSG00000115648"
-1307,"AL353662.1",3044,0.00050856960612737,"ENSG00000233668"
6564,"ZNF695",3045,0.000509236699743361,"ENSG00000197472"
1425,"RIT1",3046,0.000509274352195962,"ENSG00000143622"
555,"RNVU1-30",3047,0.000509274352195962,"ENSG00000206828"
1247,"MGAM2",3048,0.000509274352195962,"ENSG00000257743"
142,"TRDV1",3049,0.000509463072709338,"ENSG00000211804"
-300,"PCDHGB2",3050,0.000509675456178194,"ENSG00000253910"
-821,"AC138951.1",3051,0.00051138862982883,"ENSG00000233974"
-1583,"NUTM2G",3052,0.00051262393648857,"ENSG00000188152"
93,"SCGB2B2",3053,0.00051262393648857,"ENSG00000205209"
10910,"RAB1C",3054,0.000513061840010982,"ENSG00000233111"
375,"AL356273.3",3055,0.000514349694347504,"ENSG00000279838"
-111,"MEF2C-AS1",3056,0.000515707363502634,"ENSG00000248309"
828,"FURIN",3057,0.000515811765760562,"ENSG00000140564"
1234,"OSCAR",3058,0.000518071210026477,"ENSG00000170909"
362,"GRIK5",3059,0.000519736870283345,"ENSG00000105737"
735,"SLC66A2",3060,0.000519736870283345,"ENSG00000122490"
1652,"CPLANE1",3061,0.000520063131098607,"ENSG00000197603"
-253,"AC016394.1",3062,0.00052026324547818,"ENSG00000272599"
3220,"PRKAA2",3063,0.000520556434478816,"ENSG00000162409"
1884,"TCTEX1D1",3064,0.000520913968615769,"ENSG00000152760"
624,"AC007601.1",3065,0.000521161385278506,"ENSG00000175604"
1073,"ZC3H12A",3066,0.000521360554641593,"ENSG00000163874"
3308,"CEP83",3067,0.000521470583167379,"ENSG00000173588"
-200,"RPL26P35",3068,0.000521771254523652,"ENSG00000244229"
