"padj","gene","symbol","rank","rank_change"
0.000174865136125089,"ENSG00000240057","AC078785.1",3783,9371
0.000174998536894666,"ENSG00000178057","NDUFAF3",3784,1913
0.000175991039496271,"ENSG00000171560","FGA",3785,19
0.000176014683906294,"ENSG00000175161","CADM2",3786,-2112
0.000176327120694814,"ENSG00000238198","LRIG2-DT",3787,-56
0.000177521161340183,"ENSG00000258380","AL356805.1",3788,6988
0.000177577714143994,"ENSG00000167077","MEI1",3789,-2061
0.000177907682455216,"ENSG00000267557","AC008474.1",3790,406
0.000178057346537554,"ENSG00000187783","TMEM72",3791,2058
0.000178073568506484,"ENSG00000131831","RAI2",3792,-1736
0.00017821411006477,"ENSG00000143493","INTS7",3793,-1077
0.000178976574810706,"ENSG00000255790","AC078950.1",3794,326
0.000179533764878861,"ENSG00000122490","SLC66A2",3795,-735
0.000179605005598947,"ENSG00000198162","MAN1A2",3796,-1164
0.000180145412920555,"ENSG00000196169","KIF19",3797,-1520
0.000180268266618757,"ENSG00000254112","AP003467.2",3798,2373
0.000180290182529356,"ENSG00000114113","RBP2",3799,391
0.000180290182529356,"ENSG00000272439","RNU6-91P",3800,395
0.000180408717641416,"ENSG00000258890","CEP95",3801,5992
0.000180698033295753,"ENSG00000130300","PLVAP",3802,-1071
0.000181099562097788,"ENSG00000279020","C18orf15",3803,382
0.00018185790817043,"ENSG00000152689","RASGRP3",3804,-401
0.000181945271576151,"ENSG00000246250","AC087521.2",3805,1689
0.000182276538442037,"ENSG00000157578","LCA5L",3806,381
0.000182376468518828,"ENSG00000234361","AL391863.2",3807,375
0.000182795408339737,"ENSG00000230613","HM13-AS1",3808,2502
0.000182795408339737,"ENSG00000240103","AC132825.1",3809,7088
0.000182845234771236,"ENSG00000232963","HMGN2P20",3810,4714
0.000182980571289808,"ENSG00000132475","H3-3B",3811,-899
0.000183348040583457,"ENSG00000116701","NCF2",3812,-972
0.000183645493131912,"ENSG00000225975","LINC01534",3813,2047
0.000183895616773003,"ENSG00000279996","AC004491.1",3814,-652
0.000184210791205051,"ENSG00000279724","AC005086.3",3815,2300
0.000184227565791481,"ENSG00000259674","AC092868.1",3816,291
0.000184360194537033,"ENSG00000163220","S100A9",3817,-845
0.000184360194537033,"ENSG00000237441","RGL2",3818,-1200
0.000184511004484612,"ENSG00000252355","RN7SKP287",3819,3381
0.000184675856517816,"ENSG00000137822","TUBGCP4",3820,-1677
0.000184675856517816,"ENSG00000262140","AC010653.1",3821,441
0.000184984744909699,"ENSG00000196189","SEMA4A",3822,-870
0.000185136899095195,"ENSG00000227056","RPL6P2",3823,2748
0.000186117168193284,"ENSG00000267049","AC002398.1",3824,11158
0.000186121867527278,"ENSG00000142512","SIGLEC10",3825,-415
0.000186540098763646,"ENSG00000205810","KLRC3",3826,9239
0.000186797344841888,"ENSG00000197020","ZNF100",3827,-1197
0.000186797344841888,"ENSG00000204894","AC104692.1",3828,4958
0.000186797344841888,"ENSG00000237972","TUBG1P",3829,-2025
0.000187236275263232,"ENSG00000140836","ZFHX3",3830,-923
0.000187696894803129,"ENSG00000186635","ARAP1",3831,-243
0.000187890203616393,"ENSG00000212452","SNORD69",3832,12432
0.000188771695297193,"ENSG00000220201","ZGLP1",3833,11881
0.000188894842429975,"ENSG00000267648","AC060766.5",3834,38795
0.000188983316341537,"ENSG00000135540","NHSL1",3835,-125
0.000189173411158087,"ENSG00000231113","AL035587.1",3836,10162
0.000189828538474778,"ENSG00000103005","USB1",3837,-1204
0.000189849202955392,"ENSG00000093009","CDC45",3838,-551
0.000189930451760184,"ENSG00000083844","ZNF264",3839,-971
0.000190644055031642,"ENSG00000159307","SCUBE1",3840,-480
0.000190788316802718,"ENSG00000206647","AC007240.1",3841,468
0.00019155657875512,"ENSG00000268058","BNIP3P40",3842,499
0.000192255484984732,"ENSG00000100243","CYB5R3",3843,-1220
0.000192255484984732,"ENSG00000131236","CAP1",3844,-866
0.000192255484984732,"ENSG00000236559","BCL2L1-AS1",3845,4016
0.000192766892192679,"ENSG00000116984","MTR",3846,-1666
0.000192766892192679,"ENSG00000137601","NEK1",3847,-757
0.000192772914313521,"ENSG00000248693","LINC02100",3848,2402
0.000193823794240778,"ENSG00000259594","AC023034.1",3849,87
0.000194180228199873,"ENSG00000227712","AL359915.1",3850,2211
0.000194334388927526,"ENSG00000146592","CREB5",3851,-817
0.000194345039343396,"ENSG00000259712","AC023906.5",3852,3369
0.000194684518418695,"ENSG00000279636","LINC00216",3853,-2033
0.0001952158890358,"ENSG00000262823","AC127521.1",3854,1136
0.000195406905980844,"ENSG00000131389","SLC6A6",3855,-754
0.000195522254993678,"ENSG00000187764","SEMA4D",3856,-1380
0.000195663490709385,"ENSG00000107742","SPOCK2",3857,-960
0.000196130048890435,"ENSG00000213150","AL512430.1",3858,2429
0.000196262848984436,"ENSG00000124107","SLPI",3859,-889
0.00019697142001684,"ENSG00000119608","PROX2",3860,-1054
0.00019697142001684,"ENSG00000155252","PI4K2A",3861,665
0.000197196771886913,"ENSG00000231384","AC007919.2",3862,485
0.000197205409960013,"ENSG00000280649","AC245100.7",3863,338
0.0001973184420238,"ENSG00000278987","AL031009.1",3864,-264
0.00019759923913576,"ENSG00000114021","NIT2",3865,948
0.000197639827061989,"ENSG00000040633","PHF23",3866,-743
0.000197639827061989,"ENSG00000118976","OTUD4P1",3867,1550
0.000197843844257987,"ENSG00000163811","WDR43",3868,-1076
0.000198374309013501,"ENSG00000186081","KRT5",3869,-1759
0.000198374309013501,"ENSG00000236200","KDM4A-AS1",3870,4229
0.000198677381645236,"ENSG00000244610","RN7SL756P",3871,2239
0.000199171895997933,"ENSG00000111261","MANSC1",3872,-842
0.000199781251537198,"ENSG00000163006","CCDC138",3873,-1978
0.000199849838193864,"ENSG00000274659","LINC02371",3874,4370
0.000200110807147687,"ENSG00000101901","ALG13",3875,-874
0.000200110807147687,"ENSG00000259984","AL928711.1",3876,34015
0.000200640842659231,"ENSG00000078399","HOXA9",3877,-1748
0.000201467537666246,"ENSG00000115956","PLEK",3878,-1173
0.000202754256200471,"ENSG00000274588","DGKK",3879,-1083
0.000203139690484403,"ENSG00000165406","MARCHF8",3880,-956
0.000203188080936276,"ENSG00000256188","TAS2R30",3881,-1161
0.000203188080936276,"ENSG00000265801","AC069366.2",3882,491
0.000203188080936276,"ENSG00000274466","MIR1273H",3883,12416
0.000203276410124712,"ENSG00000261386","AC027682.4",3884,-1877
0.000203466805986065,"ENSG00000140564","FURIN",3885,-828
0.000203648634770124,"ENSG00000160883","HK3",3886,-991
0.000204221018021269,"ENSG00000205978","NYNRIN",3887,-616
0.000204328062772717,"ENSG00000170379","TCAF2",3888,-672
0.000204389392781639,"ENSG00000145020","AMT",3889,2533
0.000204426633224114,"ENSG00000168263","KCNV2",3890,376
0.000204722503460172,"ENSG00000275110","AL928646.1",3891,6736
0.000204829310171224,"ENSG00000092820","EZR",3892,-1097
0.000205103889264325,"ENSG00000135506","OS9",3893,-515
0.000205869745831846,"ENSG00000242683","RPL12P21",3894,2149
0.000206317383072262,"ENSG00000128000","ZNF780B",3895,-1291
0.000206647687390141,"ENSG00000260318","COX6CP1",3896,10749
0.000206663025421343,"ENSG00000158526","TSR2",3897,-2039
0.000207046479288156,"ENSG00000201121","RNY1P12",3898,4754
0.000207313067818069,"ENSG00000242321","RPL23AP40",3899,416
0.000208899444696428,"ENSG00000262873","AC127496.5",3900,2551
0.00020907498322704,"ENSG00000147421","HMBOX1",3901,1216
0.00020933489144906,"ENSG00000278861","AC117503.2",3902,680
0.000209463174336,"ENSG00000089916","GPATCH2L",3903,-1067
0.000209830725529413,"ENSG00000214184","GCC2-AS1",3904,501
0.000209898013435986,"ENSG00000282499","TRBV25-1",3905,77
0.000210224486346387,"ENSG00000110046","ATG2A",3906,-1239
0.000210712061928764,"ENSG00000234545","FAM133B",3907,-313
0.000210971049556037,"ENSG00000202058","RN7SKP80",3908,2188
0.000211365426510521,"ENSG00000181544","FANCB",3909,-2584
0.000212010351583482,"ENSG00000130433","CACNG6",3910,-1006
0.000212402275447544,"ENSG00000170629","DPY19L2P2",3911,-1867
0.000212482442443779,"ENSG00000279145","AC011912.1",3912,1103
0.000212668439988629,"ENSG00000229816","DDX50P1",3913,-1833
0.000212894268956754,"ENSG00000225479","PLCB1-IT1",3914,426
0.000213012564801063,"ENSG00000244490","RWDD4P1",3915,528
0.000213106129056133,"ENSG00000214018","RRM2P3",3916,-110
0.000213399224561037,"ENSG00000118680","MYL12B",3917,-723
0.000213444209762376,"ENSG00000256576","LINC02361",3918,-1384
0.000213444209762376,"ENSG00000264769","AC145207.8",3919,12231
0.000213547496484874,"ENSG00000140995","DEF8",3920,-1121
0.000213577277474254,"ENSG00000202314","SNORD6",3921,36396
0.000213683170399098,"ENSG00000134954","ETS1",3922,-767
0.00021377968478916,"ENSG00000173077","DELEC1",3923,1712
0.00021377968478916,"ENSG00000253550","AC016065.2",3924,482
0.000214107180067591,"ENSG00000237827","RPS15AP29",3925,-622
0.000214489414738226,"ENSG00000002330","BAD",3926,12081
0.000214489414738226,"ENSG00000113263","ITK",3927,-940
0.000214804388587852,"ENSG00000133048","CHI3L1",3928,-1309
0.000215242389546935,"ENSG00000258951","KRT18P7",3929,-53
0.000215309470559001,"ENSG00000230657","PRB4",3930,2278
0.000215309470559001,"ENSG00000270802","AC005776.1",3931,441
0.000215317427511622,"ENSG00000277948","AC007435.1",3932,498
0.000215517234738636,"ENSG00000212205","Y_RNA",3933,442
0.000216269712717609,"ENSG00000112146","FBXO9",3934,-329
0.000216276774766112,"ENSG00000207003","RNU6-611P",3935,12739
0.000216291141343051,"ENSG00000201620","RNA5SP51",3936,491
0.00021629446497752,"ENSG00000126267","COX6B1",3937,-711
0.000217048311497544,"ENSG00000214954","LRRC69",3938,1082
0.000217164896495484,"ENSG00000169641","LUZP1",3939,-1500
0.000217173872381243,"ENSG00000276724","AC123768.3",3940,390
0.00021732459866419,"ENSG00000218313","AL139274.1",3941,-18
0.000217470611956987,"ENSG00000183354","KIAA2026",3942,-1001
0.00021750279713467,"ENSG00000256243","RPL7AP3",3943,2366
0.000217686750580539,"ENSG00000261167","AC107027.3",3944,-1568
0.000218604863715964,"ENSG00000160271","RALGDS",3945,15359
0.00021882255113961,"ENSG00000234773","AC012618.3",3946,-626
0.000219049011175163,"ENSG00000116273","PHF13",3947,-683
0.000219822684364506,"ENSG00000168421","RHOH",3948,-984
0.000219860705466819,"ENSG00000149541","B3GAT3",3949,-1553
0.000219860705466819,"ENSG00000163737","PF4",3950,-1354
0.000220241691303041,"ENSG00000173145","NOC3L",3951,-1440
0.000220403135845132,"ENSG00000055813","CCDC85A",3952,22676
0.000220403891695309,"ENSG00000243273","AC020636.1",3953,-2400
0.000220530411483252,"ENSG00000174206","C12orf66",3954,-1294
0.00022087802213741,"ENSG00000011243","AKAP8L",3955,1336
0.00022087802213741,"ENSG00000159128","IFNGR2",3956,-238
0.00022087802213741,"ENSG00000265452","MIR3682",3957,14772
0.00022087802213741,"ENSG00000280274","AC009145.4",3958,482
0.00022089179887718,"ENSG00000126773","PCNX4",3959,-1173
0.00022089179887718,"ENSG00000167778","SPRYD3",3960,-860
0.000221988823809251,"ENSG00000281896","AC018638.8",3961,16008
0.000222439894665331,"ENSG00000081665","ZNF506",3962,-19
0.000222735804650404,"ENSG00000251322","SHANK3",3963,-632
0.000222775224538443,"ENSG00000171466","ZNF562",3964,-1906
0.000223120916814837,"ENSG00000213005","PTTG3P",3965,-240
0.000223120916814837,"ENSG00000255670","AC007619.1",3966,3342
0.00022478078415037,"ENSG00000259521","INO80-AS1",3967,648
0.000224891093299462,"ENSG00000184545","DUSP8",3968,-1664
0.000224906284801518,"ENSG00000252132","RNU6-795P",3969,491
0.000226059746617801,"ENSG00000213062","Z99572.1",3970,30074
0.000226778108988666,"ENSG00000012822","CALCOCO1",3971,-1418
0.000227080115155718,"ENSG00000279948","AC008895.1",3972,-2024
0.000228280108386927,"ENSG00000105352","CEACAM4",3973,-1227
0.000228280108386927,"ENSG00000268117","VN1R84P",3974,487
0.000228300443081912,"ENSG00000269873","AC245884.10",3975,3496
0.000228322507644059,"ENSG00000221829","FANCG",3976,7101
0.000228742096841497,"ENSG00000269054","AC012313.6",3977,903
0.000229254904586407,"ENSG00000166965","RCCD1",3978,19
0.000229573954406245,"ENSG00000126777","KTN1",3979,-1382
0.000230506722806011,"ENSG00000248125","AC008700.1",3980,439
0.000231319796441094,"ENSG00000212126","TAS2R50",3981,646
0.000231335345046811,"ENSG00000270409","AC090950.1",3982,-112
0.000232092859779321,"ENSG00000070081","NUCB2",3983,-1336
0.000232273232750519,"ENSG00000115085","ZAP70",3984,-1644
0.000232273232750519,"ENSG00000169752","NRG4",3985,-1673
0.000232563197460793,"ENSG00000265987","AC011933.4",3986,4482
0.000233119892232481,"ENSG00000274387","AC097634.2",3987,2406
0.000233119892232481,"ENSG00000274620","MIR378J",3988,5885
0.000233242249728642,"ENSG00000189376","C8orf76",3989,21083
0.00023381330588997,"ENSG00000239079","AP002762.1",3990,2256
0.000234011116846784,"ENSG00000168496","FEN1",3991,-544
0.000234221505358166,"ENSG00000280441","FP236383.3",3992,4150
0.000234795294731421,"ENSG00000230797","YY2",3993,2742
0.000235480710787159,"ENSG00000119383","PTPA",3994,1194
0.000235591714369093,"ENSG00000267649","AC010327.5",3995,288
0.000235791316824646,"ENSG00000244296","RN7SL168P",3996,510
0.00023589149659739,"ENSG00000166780","BMERB1",3997,-2478
0.00023715415847825,"ENSG00000264630","PRKCA-AS1",3998,888
0.000237165006313958,"ENSG00000089723","OTUB2",3999,-1005
0.000237622540717943,"ENSG00000105696","TMEM59L",4000,-2613
0.00023767332134302,"ENSG00000260281","ITFG1-AS1",4001,10574
0.00023797018869719,"ENSG00000172650","AGAP5",4002,10046
0.000238054047928225,"ENSG00000065357","DGKA",4003,-1646
0.000238135448568557,"ENSG00000100266","PACSIN2",4004,-1410
0.000238320656484432,"ENSG00000278638","AC244093.5",4005,697
0.00023837089884184,"ENSG00000255492","H3P33",4006,466
0.000238437773636717,"ENSG00000113141","IK",4007,-490
0.000238462128930561,"ENSG00000250959","GLUD1P3",4008,4442
0.000238849639825366,"ENSG00000238711","RNY4P25",4009,5018
0.000238849639825366,"ENSG00000280004","AC005086.4",4010,478
0.000238973283059197,"ENSG00000187066","TMEM262",4011,2416
0.000239377699452104,"ENSG00000233672","RNASEH2B-AS1",4012,-809
0.000239710134216812,"ENSG00000151304","SRFBP1",4013,-859
0.000240003189371732,"ENSG00000221946","FXYD7",4014,3817
0.000240399393998282,"ENSG00000164530","PI16",4015,-2015
0.000240399393998282,"ENSG00000171425","ZNF581",4016,-840
0.000241633003853955,"ENSG00000219294","PIP5K1P1",4017,4846
0.000241633003853955,"ENSG00000226148","SLC25A39P1",4018,2396
0.000241764066387218,"ENSG00000137285","TUBB2B",4019,-2111
0.000241805869779078,"ENSG00000102103","PQBP1",4020,-407
0.000242722634248546,"ENSG00000265033","RN7SL262P",4021,469
0.000242846246460287,"ENSG00000275902","AC139530.3",4022,NA
0.000243040332527466,"ENSG00000231616","AL354733.2",4023,1188
0.000243040332527466,"ENSG00000280205","AC009716.2",4024,-1125
0.000243135597408858,"ENSG00000120526","NUDCD1",4025,-744
0.000243607535159384,"ENSG00000261505","AL031714.1",4026,41113
0.000244924183736581,"ENSG00000126822","PLEKHG3",4027,-1009
0.000244924183736581,"ENSG00000172531","PPP1CA",4028,-338
0.00024657847542305,"ENSG00000282164","PEG13",4029,-1259
0.000246879510025543,"ENSG00000081277","PKP1",4030,-1777
0.00024839312651592,"ENSG00000087258","GNAO1",4031,-2313
0.000248607515920561,"ENSG00000220848","RPS18P9",4032,15776
0.000248607515920561,"ENSG00000257097","CLIP1-AS1",4033,-192
0.00024928604432991,"ENSG00000135226","UGT2B28",4034,252
0.000249651521606638,"ENSG00000146067","FAM193B",4035,-1329
0.000249791329153352,"ENSG00000111796","KLRB1",4036,1017
0.000249791329153352,"ENSG00000119950","MXI1",4037,-867
0.000249882135919182,"ENSG00000206985","RNU6-198P",4038,514
0.000250240715021153,"ENSG00000116406","EDEM3",4039,-1337
0.000250247907897701,"ENSG00000265093","RN7SL246P",4040,-615
0.00025031963523612,"ENSG00000104880","ARHGEF18",4041,5919
0.00025031963523612,"ENSG00000214761","HNRNPA1P15",4042,301
0.0002511361848985,"ENSG00000100897","DCAF11",4043,1138
0.000251190488421295,"ENSG00000134253","TRIM45",4044,-1402
0.000252454469289753,"ENSG00000232713","RPS12P3",4045,2548
0.000252594404525365,"ENSG00000186409","CCDC30",4046,7292
0.000252594404525365,"ENSG00000196865","NHLRC2",4047,-1495
0.000253025928417333,"ENSG00000154839","SKA1",4048,352
0.000253501298975862,"ENSG00000121318","TAS2R10",4049,2154
0.000256029185916644,"ENSG00000157106","SMG1",4050,-1520
0.000256178329432193,"ENSG00000138095","LRPPRC",4051,-972
0.000256467634156566,"ENSG00000230426","LINC01036",4052,12573
0.000256836311799323,"ENSG00000189159","JPT1",4053,-927
0.000256836311799323,"ENSG00000213719","CLIC1",4054,-769
0.000256837329320742,"ENSG00000251988","RNU4ATAC18P",4055,678
0.000257212875171296,"ENSG00000188365","AC092171.1",4056,-1540
0.000257359407363411,"ENSG00000279861","AC073548.1",4057,-1322
0.000257676011130445,"ENSG00000115084","SLC35F5",4058,2225
0.000257708817236577,"ENSG00000114353","GNAI2",4059,-1137
0.000258596088724156,"ENSG00000142235","LMTK3",4060,-1383
0.00025984272112792,"ENSG00000214425","LRRC37A4P",4061,-665
0.000260153410719712,"ENSG00000233214","AC002511.2",4062,-2606
0.000260529200758519,"ENSG00000177732","SOX12",4063,-945
0.000260630283612519,"ENSG00000163399","ATP1A1",4064,20467
0.000260857803965228,"ENSG00000165996","HACD1",4065,-310
0.000260868598508184,"ENSG00000120800","UTP20",4066,-755
0.000260922583175687,"ENSG00000151422","FER",4067,-1868
0.000260977962560605,"ENSG00000154447","SH3RF1",4068,-2613
0.000261000435428737,"ENSG00000275576","AL049539.1",4069,722
0.00026125347034294,"ENSG00000115163","CENPA",4070,-576
0.000261421163762764,"ENSG00000267078","AC015802.1",4071,22239
0.000261567462425503,"ENSG00000224463","RPL39P14",4072,304
0.000261910451642182,"ENSG00000053438","NNAT",4073,4324
0.00026237212408053,"ENSG00000274712","AC005332.4",4074,-637
0.000262540010075531,"ENSG00000234072","AC074117.1",4075,307
0.000262643180142773,"ENSG00000091073","DTX2",4076,-1244
0.000262739785165881,"ENSG00000232564","MRTFA-AS1",4077,46
0.000263107964956356,"ENSG00000242170","RN7SL329P",4078,616
0.000263807333217088,"ENSG00000253330","AC024451.2",4079,94
0.000263847146059338,"ENSG00000153802","TMPRSS11D",4080,430
0.000263863258895309,"ENSG00000178338","ZNF354B",4081,-1965
0.000264070863043978,"ENSG00000133983","COX16",4082,4517
0.000264105364459719,"ENSG00000254166","CASC19",4083,13222
0.000264251499482476,"ENSG00000275956","AC104446.2",4084,-8
0.000266218625107546,"ENSG00000107521","HPS1",4085,-1581
0.000266375250807059,"ENSG00000125637","PSD4",4086,-1088
0.000266440932755463,"ENSG00000241162","RN7SL617P",4087,586
0.000266890187800678,"ENSG00000211778","TRAV4",4088,95
0.000267024310504225,"ENSG00000225796","MTND4P23",4089,500
0.000267046035507245,"ENSG00000232926","AC000078.1",4090,1263
0.00026714840858352,"ENSG00000129167","TPH1",4091,-408
0.00026714840858352,"ENSG00000266801","AC009137.2",4092,399
0.000267155789013061,"ENSG00000095370","SH2D3C",4093,-1179
0.000267374713424502,"ENSG00000139351","SYCP3",4094,-3321
0.000267585629322863,"ENSG00000240793","UBA52P8",4095,2056
0.000268003456144863,"ENSG00000083535","PIBF1",4096,-1384
0.000268047327511539,"ENSG00000112992","NNT",4097,-1909
0.000268110807097812,"ENSG00000223650","UHRF2P1",4098,1471
0.000268421919083629,"ENSG00000100191","SLC5A4",4099,-451
0.000268448242873671,"ENSG00000095564","BTAF1",4100,-1222
0.000268448242873671,"ENSG00000105612","DNASE2",4101,-108
0.000268448242873671,"ENSG00000220695","Z86062.1",4102,4071
0.000268448242873671,"ENSG00000278513","AC091046.2",4103,640
0.000269064135189741,"ENSG00000174437","ATP2A2",4104,1408
0.000269229767819824,"ENSG00000254595","AC084337.1",4105,-654
0.000269925029444709,"ENSG00000134897","BIVM",4106,-305
0.000270433503375334,"ENSG00000269365","AC120349.1",4107,16778
0.000270920558346868,"ENSG00000108219","TSPAN14",4108,-866
0.000270920558346868,"ENSG00000224746","AC015987.1",4109,3594
0.000271046338996248,"ENSG00000168894","RNF181",4110,-1071
0.000271046338996248,"ENSG00000265490","AP001178.2",4111,2318
0.000271518610382538,"ENSG00000254988","AP002498.1",4112,5422
0.000272282829873001,"ENSG00000239415","AP001469.3",4113,-1541
0.000272424063553102,"ENSG00000235284","SNORD62A",4114,2504
0.000272424063553102,"ENSG00000258527","ASB9P1",4115,-35
0.000272503233206847,"ENSG00000252061","RNU6-415P",4116,14297
0.000272503233206847,"ENSG00000260646","AL031705.1",4117,2578
0.000272607853077772,"ENSG00000235347","Z84478.1",4118,-549
0.000272617248149371,"ENSG00000232439","RPL18AP7",4119,2613
0.000273064490522595,"ENSG00000255449","AP002812.5",4120,1889
0.000274110884580045,"ENSG00000221855","TAS2R41",4121,-1010
0.000274722081668554,"ENSG00000248008","NRAV",4122,3081
0.000275207903409705,"ENSG00000163739","CXCL1",4123,-1101
0.000275459232926261,"ENSG00000164543","STK17A",4124,-1533
0.000275459232926261,"ENSG00000185344","ATP6V0A2",4125,-831
0.000275459232926261,"ENSG00000275318","AL136981.2",4126,553
0.000275936500748569,"ENSG00000274251","AP003419.2",4127,2499
0.000276046169044922,"ENSG00000148680","HTR7",4128,295
0.000276206125277271,"ENSG00000224855","OPA1-AS1",4129,-1024
0.000276206125277271,"ENSG00000234742","AC144530.1",4130,6322
0.000276423571735934,"ENSG00000115661","STK16",4131,-1506
0.000276423571735934,"ENSG00000253986","AC104561.3",4132,15510
0.000276508369071822,"ENSG00000130703","OSBPL2",4133,-2885
0.000277372088242014,"ENSG00000279942","AL353597.3",4134,-960
0.000277404803178184,"ENSG00000134057","CCNB1",4135,-555
0.000277404803178184,"ENSG00000270084","GAS5-AS1",4136,41
0.000278221355221466,"ENSG00000157343","ARMC12",4137,-1899
0.000278221355221466,"ENSG00000267030","AC011498.2",4138,NA
0.000278442806350795,"ENSG00000163874","ZC3H12A",4139,-1073
0.000278442806350795,"ENSG00000174403","MIR1-1HG-AS1",4140,58
0.000278536245197462,"ENSG00000166295","ANAPC16",4141,-359
0.000279141439401128,"ENSG00000251675","AC010260.1",4142,7655
0.000279234124978509,"ENSG00000233723","LINC01122",4143,1956
0.000279234124978509,"ENSG00000278818","Metazoa_SRP",4144,1384
0.000279264785061655,"ENSG00000083097","DOP1A",4145,-1729
0.000280111801066383,"ENSG00000241243","RN7SL629P",4146,553
0.000280129645725911,"ENSG00000208772","SNORD94",4147,22698
0.000280344712036584,"ENSG00000116809","ZBTB17",4148,-1545
0.000280620212225929,"ENSG00000231607","DLEU2",4149,7122
0.000280620212225929,"ENSG00000251224","CNOT10-AS1",4150,492
0.000280620212225929,"ENSG00000252578","RNU6-135P",4151,387
0.000280921524438677,"ENSG00000167536","DHRS13",4152,-146
0.000281275042701725,"ENSG00000251520","AL162431.2",4153,2407
0.000281518501229542,"ENSG00000235619","RPL36AP33",4154,2567
0.00028216776011977,"ENSG00000128335","APOL2",4155,-1507
0.00028216776011977,"ENSG00000256947","AP002518.2",4156,317
0.000282518116765269,"ENSG00000255158","AC131934.1",4157,1670
0.000282552874236474,"ENSG00000096006","CRISP3",4158,-801
0.000282552874236474,"ENSG00000228769","ABCF2P2",4159,470
0.000282967915268805,"ENSG00000260244","AC104083.1",4160,NA
0.000283101492118246,"ENSG00000272834","AL022238.2",4161,6346
0.000283147342598499,"ENSG00000251175","GSTCD-AS1",4162,4609
0.000283776489446757,"ENSG00000227197","AC009365.3",4163,760
0.000283875711127638,"ENSG00000148341","SH3GLB2",4164,-2289
0.000283875711127638,"ENSG00000187951","AC091057.1",4165,-3095
0.000283912784523491,"ENSG00000221102","SNORA11B",4166,494
0.000284407268035613,"ENSG00000058799","YIPF1",4167,-949
0.000284619655124935,"ENSG00000165502","RPL36AL",4168,-724
0.000284872970929629,"ENSG00000104903","LYL1",4169,-1611
0.000285091624114374,"ENSG00000170638","TRABD",4170,-1398
0.000285091624114374,"ENSG00000278971","AC091305.1",4171,494
0.000285227666653524,"ENSG00000241219","AC078785.2",4172,419
0.000285256619183176,"ENSG00000121851","POLR3GL",4173,5965
0.000285377630614462,"ENSG00000184575","XPOT",4174,-1513
0.000286071396451498,"ENSG00000253649","PRSS51",4175,6104
0.000286108366617266,"ENSG00000158717","RNF166",4176,-527
0.000286262802027852,"ENSG00000153107","ANAPC1",4177,-936
0.000287021369280024,"ENSG00000072062","PRKACA",4178,-1194
0.000287021369280024,"ENSG00000115504","EHBP1",4179,-2184
0.000287158152918849,"ENSG00000103507","BCKDK",4180,-1686
0.00028730152463264,"ENSG00000223668","EEF1A1P24",4181,15265
0.00028730152463264,"ENSG00000226394","AC093423.1",4182,7406
0.00028736072412111,"ENSG00000126456","IRF3",4183,-1298
0.000288149388407784,"ENSG00000211921","IGHD5-12",4184,2002
0.000288189276910287,"ENSG00000267764","AC093567.1",4185,5832
0.000289003176024831,"ENSG00000280137","AC116348.4",4186,35162
0.000289617973120925,"ENSG00000161249","DMKN",4187,-2216
0.000289726910605016,"ENSG00000267199","AP001029.2",4188,2949
0.000289769430174454,"ENSG00000130755","GMFG",4189,-1316
0.00028979144477886,"ENSG00000224706","RPS17P13",4190,405
0.000291370653414364,"ENSG00000139194","RBP5",4191,8626
0.000291435239268338,"ENSG00000250057","AC114781.2",4192,16668
0.000291846356176624,"ENSG00000272356","AL080317.2",4193,-304
0.000291857995919454,"ENSG00000111348","ARHGDIB",4194,-763
0.000292852118896617,"ENSG00000206739","Y_RNA",4195,14804
0.000293073716340917,"ENSG00000205356","TECPR1",4196,-1298
0.00029322399119318,"ENSG00000268987","AC011462.3",4197,503
0.000293389496216298,"ENSG00000225450","AL021707.1",4198,4908
0.000293389496216298,"ENSG00000237737","DCTN1-AS1",4199,2461
0.000294096399747158,"ENSG00000077152","UBE2T",4200,404
0.000294096399747158,"ENSG00000225793","TMEM30A-DT",4201,3440
0.000294465429452656,"ENSG00000226979","LTA",4202,-844
0.000295290068945437,"ENSG00000105251","SHD",4203,1378
0.000295389516237628,"ENSG00000118503","TNFAIP3",4204,-1012
0.000295541178980185,"ENSG00000164338","UTP15",4205,-701
0.000295602783033365,"ENSG00000277496","AL357033.4",4206,-1017
0.000295934081978316,"ENSG00000266900","AC027514.1",4207,5150
0.000295934081978316,"ENSG00000279410","AC099494.1",4208,-2559
0.000296588534672393,"ENSG00000101216","GMEB2",4209,-1326
0.000296595393511917,"ENSG00000198887","SMC5",4210,-1205
0.000297841633922813,"ENSG00000071539","TRIP13",4211,-1260
0.000297841633922813,"ENSG00000088812","ATRN",4212,-1590
0.000297841633922813,"ENSG00000204315","FKBPL",4213,-897
0.000298261445222352,"ENSG00000228801","AC064807.1",4214,2971
0.000299181443311795,"ENSG00000165832","TRUB1",4215,-969
0.000299181443311795,"ENSG00000251330","AC114939.1",4216,2324
0.000299181443311795,"ENSG00000279562","AC090617.8",4217,468
0.000299450078323951,"ENSG00000220349","Z85996.1",4218,410
0.000299729567697877,"ENSG00000118785","SPP1",4219,-2290
0.000300132750337614,"ENSG00000125257","ABCC4",4220,-946
0.000300178476107256,"ENSG00000143196","DPT",4221,4906
0.000300178476107256,"ENSG00000184613","NELL2",4222,-1247
0.000300178476107256,"ENSG00000259617","AC020661.3",4223,4504
