"padj","gene","symbol","rank","rank_change"
2.58893146035079e-06,"ENSG00000264853","AC011933.2",1752,-918
2.60450173882313e-06,"ENSG00000169891","REPS2",1753,-741
2.60618187126634e-06,"ENSG00000278811","LINC00624",1754,-860
2.60658863135375e-06,"ENSG00000142513","ACP4",1755,2373
2.61370244407813e-06,"ENSG00000115020","PIKFYVE",1756,-763
2.61505798742085e-06,"ENSG00000186891","TNFRSF18",1757,-614
2.6295484149008e-06,"ENSG00000138658","ZGRF1",1758,-873
2.64968936714808e-06,"ENSG00000146147","MLIP",1759,-1048
2.65691434809524e-06,"ENSG00000247774","PCED1B-AS1",1760,-792
2.66013171819424e-06,"ENSG00000100490","CDKL1",1761,8205
2.66047393656384e-06,"ENSG00000256973","AC053513.2",1762,2011
2.6623284911933e-06,"ENSG00000257243","AC020612.1",1763,151
2.66254564631118e-06,"ENSG00000239257","RPL23AP1",1764,NA
2.66624445435157e-06,"ENSG00000085415","SEH1L",1765,-346
2.69052870284286e-06,"ENSG00000263381","MIR5584",1766,86
2.69392215561138e-06,"ENSG00000152969","JAKMIP1",1767,11401
2.71537837026491e-06,"ENSG00000260257","AL035071.1",1768,-619
2.7219652003927e-06,"ENSG00000188186","LAMTOR4",1769,-748
2.7219652003927e-06,"ENSG00000269535","AC010320.4",1770,246
2.72790419390952e-06,"ENSG00000078043","PIAS2",1771,-781
2.73660025260654e-06,"ENSG00000183762","KREMEN1",1772,-564
2.7477607674874e-06,"ENSG00000160213","CSTB",1773,-531
2.75517612419425e-06,"ENSG00000143951","WDPCP",1774,305
2.75698098206727e-06,"ENSG00000233912","AC026202.2",1775,841
2.77065565854635e-06,"ENSG00000135436","FAM186B",1776,-270
2.7837090741842e-06,"ENSG00000111913","RIPOR2",1777,-638
2.7837090741842e-06,"ENSG00000159556","ISL2",1778,416
2.80302791448763e-06,"ENSG00000125910","S1PR4",1779,-526
2.81181047300833e-06,"ENSG00000175197","DDIT3",1780,648
2.81181047300833e-06,"ENSG00000269688","AC008982.2",1781,4230
2.8187690443678e-06,"ENSG00000229590","MSX2P1",1782,NA
2.85939331698703e-06,"ENSG00000241169","FO393419.2",1783,2308
2.88420346085378e-06,"ENSG00000254856","NDUFA3P2",1784,3470
2.88874843685639e-06,"ENSG00000246422","DIAPH1-AS1",1785,700
2.9059661457003e-06,"ENSG00000151952","TMEM132D",1786,-558
2.91274186475266e-06,"ENSG00000129007","CALML4",1787,3683
2.94902780106045e-06,"ENSG00000227170","AF178030.1",1788,175
2.95748258304098e-06,"ENSG00000163738","MTHFD2L",1789,-619
2.96203794719684e-06,"ENSG00000138442","WDR12",1790,-789
2.96314062625914e-06,"ENSG00000075407","ZNF37A",1791,-618
2.96618540074129e-06,"ENSG00000188529","SRSF10",1792,-630
2.98261587132779e-06,"ENSG00000239883","PARGP1",1793,2155
2.99968887760703e-06,"ENSG00000082146","STRADB",1794,-518
3.01284307407583e-06,"ENSG00000254065","AC024451.3",1795,1847
3.02174913117985e-06,"ENSG00000167797","CDK2AP2",1796,-729
3.03761509255004e-06,"ENSG00000089639","GMIP",1797,-703
3.03761509255004e-06,"ENSG00000231587","SNORD62B",1798,12865
3.03761509255004e-06,"ENSG00000243403","AC090543.2",1799,4804
3.0454906334733e-06,"ENSG00000105255","FSD1",1800,-930
3.0454906334733e-06,"ENSG00000142046","TMEM91",1801,2832
3.05197008554383e-06,"ENSG00000200502","Y_RNA",1802,5553
3.05320719154499e-06,"ENSG00000234494","SP2-AS1",1803,-330
3.05525948129057e-06,"ENSG00000100522","GNPNAT1",1804,-900
3.06008944237975e-06,"ENSG00000251131","AC025171.3",1805,3386
3.06072859210953e-06,"ENSG00000262209","PCDHGB3",1806,30
3.06261743770773e-06,"ENSG00000071553","ATP6AP1",1807,-715
3.08160419985392e-06,"ENSG00000230163","AL122010.1",1808,NA
3.09379084992377e-06,"ENSG00000251497","PITPNM2-AS1",1809,844
3.15008997319829e-06,"ENSG00000240974","RPS27AP10",1810,173
3.17157457167642e-06,"ENSG00000125534","PPDPF",1811,-704
3.17627700670613e-06,"ENSG00000196628","TCF4",1812,-827
3.20679753079009e-06,"ENSG00000103266","STUB1",1813,568
3.20679753079009e-06,"ENSG00000229531","RABGAP1L-AS1",1814,2571
3.20679753079009e-06,"ENSG00000265195","MIR4312",1815,3480
3.21256373559855e-06,"ENSG00000224707","E2F3-IT1",1816,2344
3.2318467840894e-06,"ENSG00000225313","AL513327.1",1817,-1207
3.23252711019618e-06,"ENSG00000198055","GRK6",1818,-823
3.23342016807233e-06,"ENSG00000024526","DEPDC1",1819,-932
3.24166311900551e-06,"ENSG00000105821","DNAJC2",1820,-683
3.24255640440235e-06,"ENSG00000261056","AC079416.2",1821,1275
3.25780813046397e-06,"ENSG00000275832","ARHGAP23",1822,-427
3.27962452484386e-06,"ENSG00000073060","SCARB1",1823,-892
3.28045604904616e-06,"ENSG00000234066","TAS2R62P",1824,-610
3.28601075693393e-06,"ENSG00000161298","ZNF382",1825,-388
3.29757247429308e-06,"ENSG00000145491","ROPN1L",1826,-637
3.29757247429308e-06,"ENSG00000159069","FBXW5",1827,-587
3.29757247429308e-06,"ENSG00000205542","TMSB4X",1828,-452
3.29915112676714e-06,"ENSG00000279428","AC087164.2",1829,189
3.30369722217575e-06,"ENSG00000229990","AC022400.2",1830,553
3.35317149581904e-06,"ENSG00000159840","ZYX",1831,-296
3.35665047674079e-06,"ENSG00000188820","CALHM6",1832,26273
3.36708375923877e-06,"ENSG00000283787","PRR33",1833,-905
3.37122940381318e-06,"ENSG00000119725","ZNF410",1834,3473
3.37126577490525e-06,"ENSG00000066230","SLC9A3",1835,2774
3.37126577490525e-06,"ENSG00000172081","MOB3A",1836,-500
3.37194909842859e-06,"ENSG00000226824","AC006001.2",1837,-1374
3.3754491548204e-06,"ENSG00000279456","AL353763.1",1838,-133
3.38685995060308e-06,"ENSG00000199568","RNU5A-1",1839,2322
3.39632997798876e-06,"ENSG00000173567","ADGRF3",1840,5250
3.41150787994517e-06,"ENSG00000265656","AC106037.3",1841,4669
3.42772793287569e-06,"ENSG00000247708","STX18-AS1",1842,678
3.43218597013336e-06,"ENSG00000276672","AL161891.1",1843,-820
3.45976935420432e-06,"ENSG00000226899","AL731577.1",1844,1296
3.45976935420432e-06,"ENSG00000261329","AC016597.1",1845,3597
3.48985647164393e-06,"ENSG00000172977","KAT5",1846,3699
3.49371631236181e-06,"ENSG00000131408","NR1H2",1847,-646
3.49371631236181e-06,"ENSG00000147679","UTP23",1848,-437
3.50172140143999e-06,"ENSG00000120129","DUSP1",1849,-744
3.50172140143999e-06,"ENSG00000185000","DGAT1",1850,-844
3.51008813754896e-06,"ENSG00000276248","AL442125.1",1851,-740
3.51180583540989e-06,"ENSG00000164933","SLC25A32",1852,6447
3.51488539710274e-06,"ENSG00000204463","BAG6",1853,-835
3.52690273387156e-06,"ENSG00000200169","RNU5D-1",1854,1114
3.52717957035243e-06,"ENSG00000260790","AC092338.2",1855,-636
3.53054003973571e-06,"ENSG00000267375","AC008649.2",1856,1423
3.54120770112932e-06,"ENSG00000187987","ZSCAN23",1857,1798
3.54864694451892e-06,"ENSG00000133321","PLAAT4",1858,-590
3.55554230456064e-06,"ENSG00000279342","AP000866.6",1859,-777
3.55629364428494e-06,"ENSG00000265871","MIR3174",1860,1270
3.58929283847218e-06,"ENSG00000105254","TBCB",1861,-738
3.59557860872493e-06,"ENSG00000124103","FAM209A",1862,1099
3.64165459245099e-06,"ENSG00000179632","MAF1",1863,-270
3.67374965846107e-06,"ENSG00000124126","PREX1",1864,-500
3.70021283760156e-06,"ENSG00000134419","RPS15A",1865,27330
3.70501752115379e-06,"ENSG00000113916","BCL6",1866,-489
3.71319611542917e-06,"ENSG00000156650","KAT6B",1867,-677
3.71423384178737e-06,"ENSG00000252975","Y_RNA",1868,2648
3.73549321660116e-06,"ENSG00000201801","RNU5E-4P",1869,3168
3.74020656102745e-06,"ENSG00000245694","CRNDE",1870,-649
3.75933111809151e-06,"ENSG00000279315","AL158212.4",1871,665
3.7883570592689e-06,"ENSG00000170312","CDK1",1872,-668
3.79477201603607e-06,"ENSG00000146859","TMEM140",1873,-223
3.80744873550531e-06,"ENSG00000259398","AC090970.1",1874,4951
3.82159851590443e-06,"ENSG00000261072","AC084783.1",1875,149
3.83154745452504e-06,"ENSG00000132612","VPS4A",1876,4574
3.83587082258606e-06,"ENSG00000254034","INTS9-AS1",1877,4478
3.83587082258606e-06,"ENSG00000269954","AC022239.1",1878,28007
3.84761515074861e-06,"ENSG00000267254","ZNF790-AS1",1879,2982
3.85431497898968e-06,"ENSG00000130766","SESN2",1880,-552
3.85431497898968e-06,"ENSG00000156711","MAPK13",1881,-560
3.88043954148506e-06,"ENSG00000259972","AC009120.2",1882,1207
3.88651937410741e-06,"ENSG00000127824","TUBA4A",1883,-587
3.8892177662699e-06,"ENSG00000279977","AC008764.10",1884,239
3.90786641295508e-06,"ENSG00000171049","FPR2",1885,-544
3.91245620400719e-06,"ENSG00000157014","TATDN2",1886,10461
3.91245620400719e-06,"ENSG00000259985","AC017100.1",1887,100
3.91638482493332e-06,"ENSG00000254162","AC009812.3",1888,1434
3.91638482493332e-06,"ENSG00000284395","PERCC1",1889,2749
3.91915690176243e-06,"ENSG00000174697","LEP",1890,-745
3.92088753056779e-06,"ENSG00000162894","FCMR",1891,-769
3.92234319677425e-06,"ENSG00000226891","LINC01359",1892,1122
3.92542016581581e-06,"ENSG00000213440","H2AZP1",1893,4106
3.95392972897975e-06,"ENSG00000232648","AC107214.1",1894,1297
3.9691695697492e-06,"ENSG00000248476","BACH1-IT1",1895,1803
3.97008013087684e-06,"ENSG00000225761","AL596247.1",1896,7608
3.99434773563499e-06,"ENSG00000260293","AC106820.4",1897,-239
4.00851853651702e-06,"ENSG00000171634","BPTF",1898,-933
4.01700185757414e-06,"ENSG00000198015","MRPL42",1899,-778
4.02880313034134e-06,"ENSG00000227200","AL162724.1",1900,106
4.03395747605984e-06,"ENSG00000251586","TET2-AS1",1901,11356
4.042431370113e-06,"ENSG00000268051","AC008395.1",1902,1419
4.06123338153262e-06,"ENSG00000274841","Metazoa_SRP",1903,1448
4.06258177110042e-06,"ENSG00000135525","MAP7",1904,-232
4.08078010699191e-06,"ENSG00000234709","UPF3AP3",1905,1403
4.0975033285604e-06,"ENSG00000258044","AC073569.1",1906,682
4.09988476963512e-06,"ENSG00000136169","SETDB2",1907,-450
4.09988476963512e-06,"ENSG00000142065","ZFP14",1908,-1073
4.11124635418813e-06,"ENSG00000155926","SLA",1909,-677
4.11561205950999e-06,"ENSG00000073861","TBX21",1910,-666
4.14593478376552e-06,"ENSG00000223361","FTH1P10",1911,-1100
4.16935382706255e-06,"ENSG00000235419","AC010149.1",1912,2426
4.21047294092074e-06,"ENSG00000248866","USP46-DT",1913,4475
4.23384169067981e-06,"ENSG00000201198","RNU6-879P",1914,1400
4.23510562637416e-06,"ENSG00000228506","AL513550.1",1915,8413
4.23510562637416e-06,"ENSG00000229325","ACAP2-IT1",1916,3525
4.25473054646938e-06,"ENSG00000198826","ARHGAP11A",1917,-1018
4.27146643313524e-06,"ENSG00000248746","ACTN3",1918,-594
4.3054640645466e-06,"ENSG00000178764","ZHX2",1919,-861
4.31140262652843e-06,"ENSG00000127954","STEAP4",1920,-220
4.31140262652843e-06,"ENSG00000279762","AC005899.8",1921,1456
4.31286968657065e-06,"ENSG00000166432","ZMAT1",1922,-220
4.31557737659092e-06,"ENSG00000239697","TNFSF12",1923,2122
4.32355439397194e-06,"ENSG00000268201","AC020915.1",1924,2578
4.3447224967451e-06,"ENSG00000213188","YBX1P4",1925,6298
4.37987148497862e-06,"ENSG00000258337","AC130895.1",1926,225
4.38043397139677e-06,"ENSG00000160352","ZNF714",1927,-438
4.38653668850584e-06,"ENSG00000135605","TEC",1928,-467
4.43730941132079e-06,"ENSG00000047457","CP",1929,-130
4.48813050206318e-06,"ENSG00000142611","PRDM16",1930,959
4.49374431802681e-06,"ENSG00000175416","CLTB",1931,-487
4.54950822950971e-06,"ENSG00000260733","AC046158.1",1932,167
4.57495148246744e-06,"ENSG00000228423","AL357552.2",1933,1487
4.60771584102179e-06,"ENSG00000270210","AC104695.2",1934,-663
4.66002413162316e-06,"ENSG00000234995","RPS3AP28",1935,80
4.67716940776837e-06,"ENSG00000253667","AC100821.1",1936,-1055
4.68606661359163e-06,"ENSG00000135074","ADAM19",1937,-575
4.69948809005691e-06,"ENSG00000088881","EBF4",1938,-771
4.72676848297233e-06,"ENSG00000075711","DLG1",1939,-305
4.75457980089381e-06,"ENSG00000258744","AL132800.1",1940,7856
4.76257171058149e-06,"ENSG00000105048","TNNT1",1941,-1059
4.76257171058149e-06,"ENSG00000107443","CCNJ",1942,-588
4.76257171058149e-06,"ENSG00000161203","AP2M1",1943,-679
4.76257171058149e-06,"ENSG00000220205","VAMP2",1944,-70
4.77017642567785e-06,"ENSG00000224007","USP12P2",1945,162
4.77818373392829e-06,"ENSG00000229671","LINC01150",1946,1131
4.7867317542836e-06,"ENSG00000238286","SLC35E1P1",1947,2615
4.80545482276722e-06,"ENSG00000253385","AP003696.1",1948,1444
4.83288997125112e-06,"ENSG00000027869","SH2D2A",1949,-873
4.84740422350922e-06,"ENSG00000234751","AP002381.1",1950,885
4.85868788211928e-06,"ENSG00000161958","FGF11",1951,40260
4.89063767915236e-06,"ENSG00000258968","AL049830.4",1952,324
4.9332913252501e-06,"ENSG00000272398","CD24",1953,-495
4.94213302733844e-06,"ENSG00000225513","AL158824.1",1954,2416
5.01938259849468e-06,"ENSG00000269836","AC020913.3",1955,21688
5.05079593707385e-06,"ENSG00000164109","MAD2L1",1956,-840
5.11891006369193e-06,"ENSG00000119535","CSF3R",1957,-924
5.12562619696084e-06,"ENSG00000168334","XIRP1",1958,-1454
5.12562619696084e-06,"ENSG00000168878","SFTPB",1959,-1813
5.13688382423022e-06,"ENSG00000125630","POLR1B",1960,146
5.15430780661468e-06,"ENSG00000186951","PPARA",1961,-401
5.16009671823356e-06,"ENSG00000130958","SLC35D2",1962,41005
5.16414292389759e-06,"ENSG00000243193","PRKAR2B-AS1",1963,203
5.18359801936105e-06,"ENSG00000236896","AL354726.1",1964,981
5.20609356207179e-06,"ENSG00000159905","ZNF221",1965,-678
5.20609356207179e-06,"ENSG00000260689","HNRNPA3P11",1966,1339
5.23322485981054e-06,"ENSG00000269439","AC010618.3",1967,4751
5.24858895003506e-06,"ENSG00000211450","SELENOH",1968,29141
5.25046048880291e-06,"ENSG00000119048","UBE2B",1969,-1205
5.29123137362569e-06,"ENSG00000167554","ZNF610",1970,305
5.29130394147153e-06,"ENSG00000262810","AC090617.4",1971,1529
5.29179148289149e-06,"ENSG00000142186","SCYL1",1972,-675
5.35386325982322e-06,"ENSG00000267532","MIR497HG",1973,43301
5.39015233438965e-06,"ENSG00000112159","MDN1",1974,-556
5.40417285231691e-06,"ENSG00000128829","EIF2AK4",1975,-752
5.40417285231691e-06,"ENSG00000139572","GPR84",1976,-522
5.42618996083902e-06,"ENSG00000108556","CHRNE",1977,-1038
5.43741819828467e-06,"ENSG00000154485","MMP21",1978,6991
5.43741819828467e-06,"ENSG00000175274","TP53I11",1979,-613
5.43741819828467e-06,"ENSG00000199872","RNU6-942P",1980,1568
5.43741819828467e-06,"ENSG00000257169","AC125612.1",1981,151
5.50032464705958e-06,"ENSG00000227638","HNRNPA1P14",1982,-431
5.52265113478185e-06,"ENSG00000034053","APBA2",1983,-874
5.53967795938729e-06,"ENSG00000183977","PP2D1",1984,2323
5.54335330622909e-06,"ENSG00000155846","PPARGC1B",1985,-1378
5.55786374929803e-06,"ENSG00000248641","HMGA1P2",1986,128
5.55900839075634e-06,"ENSG00000227329","AL139396.1",1987,2445
5.57604241931911e-06,"ENSG00000225711","AL512326.3",1988,182
5.58981368962064e-06,"ENSG00000259499","AC090519.1",1989,1488
5.60788734783218e-06,"ENSG00000157617","C2CD2",1990,147
5.61423826659165e-06,"ENSG00000242931","RPL7P49",1991,288
5.66399291217563e-06,"ENSG00000031691","CENPQ",1992,-119
5.67605012096829e-06,"ENSG00000232931","LINC00342",1993,-644
5.67644210288389e-06,"ENSG00000137575","SDCBP",1994,-529
5.68362053506534e-06,"ENSG00000197128","ZNF772",1995,-679
5.68871965435008e-06,"ENSG00000118729","CASQ2",1996,-1281
5.70185702510014e-06,"ENSG00000002016","RAD52",1997,637
5.70343791986582e-06,"ENSG00000233716","MTFR2P1",1998,187
5.70637301572193e-06,"ENSG00000114395","CYB561D2",1999,2747
5.73731712388094e-06,"ENSG00000215305","VPS16",2000,-353
5.73934617210037e-06,"ENSG00000060491","OGFR",2001,-688
5.78372330168198e-06,"ENSG00000130821","SLC6A8",2002,-472
5.78372330168198e-06,"ENSG00000174885","NLRP6",2003,-1089
5.78372330168198e-06,"ENSG00000270190","AC068491.2",2004,738
5.78372330168198e-06,"ENSG00000279021","AC092139.1",2005,-850
5.81636392746762e-06,"ENSG00000242372","EIF6",2006,4822
5.83426598819018e-06,"ENSG00000116679","IVNS1ABP",2007,-781
5.83426598819018e-06,"ENSG00000146243","IRAK1BP1",2008,-333
5.83426598819018e-06,"ENSG00000223525","RABGAP1L-IT1",2009,192
5.84419661412261e-06,"ENSG00000274554","AC083806.2",2010,205
5.86584389416032e-06,"ENSG00000134463","ECHDC3",2011,-705
5.89712715371655e-06,"ENSG00000214188","ST7-OT4",2012,134
5.90830365832418e-06,"ENSG00000111328","CDK2AP1",2013,5191
5.90910416600884e-06,"ENSG00000241535","CBX5P1",2014,127
5.92073341919339e-06,"ENSG00000279331","RBM12B-AS1",2015,176
5.95936152380596e-06,"ENSG00000241537","AC134050.1",2016,191
6.05534334827423e-06,"ENSG00000183604","SMG1P5",2017,-205
6.0737981083709e-06,"ENSG00000267690","LDLRAD4-AS1",2018,2670
6.08759525291695e-06,"ENSG00000179455","MKRN3",2019,193
6.08759525291695e-06,"ENSG00000242282","AC108488.1",2020,NA
6.09564095955369e-06,"ENSG00000229988","HBBP1",2021,12196
6.10182863680249e-06,"ENSG00000129559","NEDD8",2022,11990
6.10663305219592e-06,"ENSG00000120254","MTHFD1L",2023,-188
6.10663305219592e-06,"ENSG00000155307","SAMSN1",2024,-746
6.11001400192781e-06,"ENSG00000170160","CCDC144A",2025,-641
6.11003090358363e-06,"ENSG00000272112","AC011374.2",2026,NA
6.11003090358363e-06,"ENSG00000279981","AC018445.4",2027,282
6.11487479091455e-06,"ENSG00000124787","RPP40",2028,-203
6.12562317990832e-06,"ENSG00000272970","AC107294.2",2029,5206
6.1256338956504e-06,"ENSG00000229413","AC018638.1",2030,1548
6.15587424731786e-06,"ENSG00000274364","AL110115.1",2031,186
6.16567963077572e-06,"ENSG00000235299","MRPL53P1",2032,539
6.16567963077572e-06,"ENSG00000239300","AC080162.1",2033,826
6.16567963077572e-06,"ENSG00000266111","AC068025.2",2034,166
6.17318188768923e-06,"ENSG00000068831","RASGRP2",2035,-980
6.17318188768923e-06,"ENSG00000118596","SLC16A7",2036,-752
6.17318188768923e-06,"ENSG00000264707","L3MBTL4-AS1",2037,278
6.17318188768923e-06,"ENSG00000281021","AL078581.4",2038,2395
6.17318188768923e-06,"ENSG00000283426","SMBD1P",2039,NA
6.20605409899328e-06,"ENSG00000163596","ICA1L",2040,-417
6.20605409899328e-06,"ENSG00000207457","RNU6-476P",2041,14367
6.20605409899328e-06,"ENSG00000263531","AC130324.1",2042,3
6.22834910568277e-06,"ENSG00000198355","PIM3",2043,-686
6.25728574205978e-06,"ENSG00000207223","Y_RNA",2044,7684
6.27095483262687e-06,"ENSG00000143226","FCGR2A",2045,-270
6.28365624950843e-06,"ENSG00000257654","AC125603.1",2046,3
6.29986723733875e-06,"ENSG00000145423","SFRP2",2047,-1039
6.30654656884161e-06,"ENSG00000154920","EME1",2048,-1016
6.33270124396072e-06,"ENSG00000274210","RNVU1-27",2049,-362
6.337569566408e-06,"ENSG00000139180","NDUFA9",2050,20229
6.36188469473916e-06,"ENSG00000159335","PTMS",2051,-756
6.36788856092744e-06,"ENSG00000232684","ATP11A-AS1",2052,667
6.39360794979694e-06,"ENSG00000127561","SYNGR3",2053,-1134
6.40702930737662e-06,"ENSG00000143862","ARL8A",2054,-827
6.41931793504609e-06,"ENSG00000205544","TMEM256",2055,21257
6.41931793504609e-06,"ENSG00000240065","PSMB9",2056,-839
6.45456733844385e-06,"ENSG00000232762","AL355483.2",2057,164
6.51225992092645e-06,"ENSG00000205584","AC211476.1",2058,181
6.54491827434418e-06,"ENSG00000137078","SIT1",2059,-497
6.57467292484269e-06,"ENSG00000167676","PLIN4",2060,-568
6.58193301586932e-06,"ENSG00000279227","AC009303.4",2061,-757
6.58311210167718e-06,"ENSG00000278972","AC015920.1",2062,179
6.59898985406448e-06,"ENSG00000166938","DIS3L",2063,-482
6.61261922414156e-06,"ENSG00000198049","AVPR1B",2064,120
6.64589499281615e-06,"ENSG00000223692","DIP2A-IT1",2065,6750
6.68506460568849e-06,"ENSG00000224790","AP000704.1",2066,2884
6.68506460568849e-06,"ENSG00000279235","AC011944.2",2067,1492
6.7119345042011e-06,"ENSG00000091651","ORC6",2068,-975
6.73009985961325e-06,"ENSG00000250155","AC008957.1",2069,7169
6.73203534411363e-06,"ENSG00000186889","TMEM17",2070,10688
6.85231667010362e-06,"ENSG00000126432","PRDX5",2071,-502
6.90221284297929e-06,"ENSG00000110245","APOC3",2072,-880
6.9053506756015e-06,"ENSG00000151704","KCNJ1",2073,414
6.91797134649363e-06,"ENSG00000228097","MTATP6P11",2074,-1381
6.91834203114431e-06,"ENSG00000112195","TREML2",2075,-917
6.94926575782983e-06,"ENSG00000183696","UPP1",2076,-1270
6.95957550154131e-06,"ENSG00000171757","LRRC34",2077,1233
6.96967537881747e-06,"ENSG00000114933","INO80D",2078,-950
6.98120623402229e-06,"ENSG00000243970","PPIEL",2079,34424
7.00225432909346e-06,"ENSG00000198574","SH2D1B",2080,-618
7.02624020815555e-06,"ENSG00000228763","LIMS1-AS1",2081,9855
7.06118417702064e-06,"ENSG00000207697","MIR573",2082,4304
7.06118417702064e-06,"ENSG00000226647","AL365356.1",2083,175
7.07122006103119e-06,"ENSG00000264895","AC006141.1",2084,-974
7.09773711673203e-06,"ENSG00000118412","CASP8AP2",2085,-833
7.11664913343211e-06,"ENSG00000237705","AC008937.2",2086,5251
7.12668939853781e-06,"ENSG00000198346","ZNF813",2087,-1431
7.17088006360644e-06,"ENSG00000105507","CABP5",2088,-758
7.17178403699592e-06,"ENSG00000197776","KLHDC1",2089,-1767
7.17178403699592e-06,"ENSG00000233967","AL359715.1",2090,405
7.17178403699592e-06,"ENSG00000265739","AC104984.3",2091,632
7.17178403699592e-06,"ENSG00000271503","CCL5",2092,-593
7.17766246179361e-06,"ENSG00000219395","HSPA8P15",2093,20
7.22057334815727e-06,"ENSG00000261451","AC104964.2",2094,-1022
7.23283531382575e-06,"ENSG00000230826","AL390774.2",2095,192
7.24355966645168e-06,"ENSG00000171643","S100Z",2096,-231
7.26896292752147e-06,"ENSG00000257605","MYG1-AS1",2097,19844
7.33739791716343e-06,"ENSG00000215068","AC025171.2",2098,371
7.33739791716343e-06,"ENSG00000225000","AC010082.1",2099,196
7.3596555937122e-06,"ENSG00000063015","SEZ6",2100,2200
7.3604300258489e-06,"ENSG00000213793","ZNF888",2101,-547
7.37406536337325e-06,"ENSG00000233538","AC017104.2",2102,2938
7.37928211160521e-06,"ENSG00000180228","PRKRA",2103,-662
7.37928211160521e-06,"ENSG00000234428","AC023051.1",2104,8656
7.41283853242817e-06,"ENSG00000178177","LCORL",2105,-972
7.41283853242817e-06,"ENSG00000215493","AC007731.1",2106,709
7.48353249566266e-06,"ENSG00000170396","ZNF804A",2107,-679
7.50398999581957e-06,"ENSG00000180953","ST20",2108,3123
7.52696427665685e-06,"ENSG00000174197","MGA",2109,-938
7.55295406865422e-06,"ENSG00000132510","KDM6B",2110,-888
7.55295406865422e-06,"ENSG00000260744","AC007494.2",2111,301
7.56836333917731e-06,"ENSG00000139370","SLC15A4",2112,-929
7.57427507482891e-06,"ENSG00000067829","IDH3G",2113,-864
7.57427507482891e-06,"ENSG00000125734","GPR108",2114,-1120
7.61246890016818e-06,"ENSG00000147155","EBP",2115,5234
7.61246890016818e-06,"ENSG00000206177","HBM",2116,-580
7.62458003478153e-06,"ENSG00000130528","HRC",2117,-1251
7.64972512075056e-06,"ENSG00000223583","AL513365.1",2118,910
7.65497338526901e-06,"ENSG00000186871","ERCC6L",2119,-1243
7.66839376355215e-06,"ENSG00000283125","AC022726.2",2120,1396
7.67338422336956e-06,"ENSG00000215417","MIR17HG",2121,-1288
7.68191696505205e-06,"ENSG00000157212","PAXIP1",2122,-1350
7.70440325193265e-06,"ENSG00000172247","C1QTNF4",2123,-167
7.72161796204961e-06,"ENSG00000226533","BTBD9-AS1",2124,2962
7.73111496696775e-06,"ENSG00000235408","SNORA71B",2125,1272
7.73781159734972e-06,"ENSG00000240591","AL096701.3",2126,2756
7.75123339755729e-06,"ENSG00000125686","MED1",2127,-532
7.7555483865707e-06,"ENSG00000240053","LY6G5B",2128,42385
7.7555483865707e-06,"ENSG00000258316","KLF17P1",2129,300
7.7617942504367e-06,"ENSG00000124198","ARFGEF2",2130,-892
7.76771064787494e-06,"ENSG00000274840","AC132807.2",2131,137
7.79942763433774e-06,"ENSG00000005189","REXO5",2132,-1119
7.79942763433774e-06,"ENSG00000124256","ZBP1",2133,-981
7.79942763433774e-06,"ENSG00000271100","AP000753.3",2134,195
7.80508413680776e-06,"ENSG00000118298","CA14",2135,7147
7.80508413680776e-06,"ENSG00000236483","MTND2P40",2136,1413
7.82679713097079e-06,"ENSG00000164713","BRI3",2137,-595
7.87139743158727e-06,"ENSG00000071127","WDR1",2138,-590
7.93693005588678e-06,"ENSG00000160808","MYL3",2139,-1665
7.98088644595222e-06,"ENSG00000154898","CCDC144CP",2140,-291
7.98088644595222e-06,"ENSG00000168824","NSG1",2141,-1082
8.00666651692296e-06,"ENSG00000151967","SCHIP1",2142,77
8.0464810400226e-06,"ENSG00000117593","DARS2",2143,-816
8.06173992955301e-06,"ENSG00000275835","TUBGCP5",2144,493
8.07652220712689e-06,"ENSG00000223946","AL513008.1",2145,9223
8.11209862167645e-06,"ENSG00000109956","B3GAT1",2146,-1154
8.11209862167645e-06,"ENSG00000173039","RELA",2147,-908
8.13939319199769e-06,"ENSG00000259042","AC244502.3",2148,1214
8.14380696149314e-06,"ENSG00000243260","RN7SL558P",2149,316
8.21270173627704e-06,"ENSG00000233072","RPS15AP6",2150,2438
8.22738015626497e-06,"ENSG00000217041","AL512430.2",2151,180
8.22977308398876e-06,"ENSG00000163221","S100A12",2152,-553
8.25731787914942e-06,"ENSG00000233750","CICP27",2153,-1826
8.2596206574975e-06,"ENSG00000229120","CYCSP4",2154,234
8.2596206574975e-06,"ENSG00000233431","LINC02596",2155,-726
8.26305958150171e-06,"ENSG00000131165","CHMP1A",2156,-757
8.29966291267005e-06,"ENSG00000213523","SRA1",2157,-824
8.34400150120997e-06,"ENSG00000160131","VMA21",2158,-899
8.38316162830622e-06,"ENSG00000082805","ERC1",2159,-529
8.38316162830622e-06,"ENSG00000184113","CLDN5",2160,-651
8.38728730207917e-06,"ENSG00000197249","SERPINA1",2161,-581
8.40969662309528e-06,"ENSG00000123353","ORMDL2",2162,3864
8.43328642252956e-06,"ENSG00000162994","CLHC1",2163,304
8.43328642252956e-06,"ENSG00000200814","RNU6-595P",2164,19622
8.47013010705284e-06,"ENSG00000164088","PPM1M",2165,-658
8.48741187382509e-06,"ENSG00000148290","SURF1",2166,-469
8.48741187382509e-06,"ENSG00000182154","MRPL41",2167,-787
