"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000255418",0,0,0,44,1,36,0.00671472016750727,"LINC02718",7949,2923
"ENSG00000234003",2,0,1,31,16,44,0.00671867352898154,"MTATP6P27",7950,-1081
"ENSG00000136546",5,8,10,1,0,1,0.00672207678999881,"SCN7A",7951,-5901
"ENSG00000168827",195,342,387,1480,2268,1708,0.00672207678999881,"GFM1",7952,-1930
"ENSG00000226012",3,6,28,2,0,1,0.00672207678999881,"AP001434.1",7953,-3957
"ENSG00000055070",1876,2061,5377,2664,2424,2267,0.00672371700146015,"SZRD1",7954,1127
"ENSG00000120370",53,27,91,283,382,325,0.00672724787358149,"GORAB",7955,-1015
"ENSG00000250220",0,2,0,23,20,57,0.00672724787358149,"AC053527.2",7956,2034
"ENSG00000111678",348,561,164,143,78,227,0.00673447935414747,"C12orf57",7957,12050
"ENSG00000095321",994,770,938,704,687,251,0.00675051341025613,"CRAT",7958,-1040
"ENSG00000116260",2895,3227,34545,3255,4552,2978,0.00675400543162734,"QSOX1",7959,-1497
"ENSG00000143028",24,14,7,4,4,0,0.00676107748745933,"SYPL2",7960,-4839
"ENSG00000172425",4,0,1,39,30,55,0.00677286172538089,"TTC36",7961,-4703
"ENSG00000180336",0,0,5,33,24,68,0.00678051316418833,"MEIOC",7962,-973
"ENSG00000138433",1059,1385,4709,952,1612,1292,0.00678285038750267,"CIR1",7963,-1606
"ENSG00000206732",0,0,0,12,19,14,0.00678285038750267,"RNU6-936P",7964,1002
"ENSG00000165272",436,186,236,239,60,71,0.00678474260433998,"AQP3",7965,-1493
"ENSG00000116095",181,261,468,1317,1507,1451,0.00678566091234201,"PLEKHA3",7966,-1536
"ENSG00000243314",0,0,0,9,16,22,0.00678566091234201,"AC106707.2",7967,1014
"ENSG00000124019",12,4,54,166,197,243,0.00679022065518109,"FAM124B",7968,-1307
"ENSG00000019485",125,78,64,2047,315,1205,0.00679274114879842,"PRDM11",7969,-1917
"ENSG00000254109",0,0,0,48,7,8,0.00679601634524382,"RBPMS-AS1",7970,5290
"ENSG00000169692",555,1246,6857,1195,853,761,0.00679618362370551,"AGPAT2",7971,-1231
"ENSG00000169826",2925,3151,14925,2847,4485,2281,0.00679625295589557,"CSGALNACT2",7972,-877
"ENSG00000130313",915,1426,3019,1123,1547,1073,0.0068124782654481,"PGLS",7973,-1385
"ENSG00000278816",0,0,0,11,17,17,0.00681604897315113,"AL121890.5",7974,9658
"ENSG00000197635",638,116,111,158,28,13,0.00682272921369556,"DPP4",7975,-1347
"ENSG00000281420",0,0,0,17,56,2,0.00683554875516431,"AP001052.1",7976,16728
"ENSG00000198924",44,92,57,523,498,476,0.00683985276980429,"DCLRE1A",7977,-1553
"ENSG00000170961",0,0,0,15,7,29,0.00684084397425653,"HAS2",7978,3801
"ENSG00000266402",0,2,0,27,19,49,0.00684311842088289,"SNHG25",7979,9606
"ENSG00000167874",41,98,385,98,38,30,0.00684667254334209,"TMEM88",7980,-2257
"ENSG00000180229",33,2,66,416,83,1734,0.00684667254334209,"HERC2P3",7981,-151
"ENSG00000220446",0,0,0,11,18,16,0.00684667254334209,"AL121978.1",7982,995
"ENSG00000227256",0,0,4,37,19,50,0.00684667254334209,"MIS18A-AS1",7983,1967
"ENSG00000264493",0,0,0,11,18,16,0.00684667254334209,"MIR4298",7984,13664
"ENSG00000163563",7252,23799,139217,2976,18037,596,0.00684960621206029,"MNDA",7985,-1050
"ENSG00000064205",5,60,28,10,5,8,0.00685233085303189,"CCN5",7986,-2991
"ENSG00000260698",9,8,28,109,62,273,0.00685998423437072,"AL591848.2",7987,-598
"ENSG00000188868",8,12,25,84,93,134,0.00687554869228988,"ZNF563",7988,-1187
"ENSG00000250068",0,1,0,38,9,23,0.00687814988345097,"AL445187.1",7989,1086
"ENSG00000226705",1,0,0,31,23,11,0.0068852338807509,"SDCBPP1",7990,26839
"ENSG00000246627",21,1,11,224,93,243,0.0068916418134488,"CACNA1C-AS1",7991,125
"ENSG00000108788",1108,1457,5903,1176,1869,936,0.00689200760986361,"MLX",7992,-1859
"ENSG00000160991",2540,2639,23986,3899,2515,2594,0.00689200760986361,"ORAI2",7993,-1047
"ENSG00000248256",0,0,0,15,15,14,0.00689461154539096,"OCIAD1-AS1",7994,28600
"ENSG00000188883",0,0,0,21,15,10,0.0068955535194894,"KLRG2",7995,675
"ENSG00000279631",11,12,10,91,58,285,0.00689648861803665,"AL158211.5",7996,-730
"ENSG00000116044",2344,2262,5586,2428,3195,2538,0.0068967555103301,"NFE2L2",7997,-1074
"ENSG00000253214",2,15,232,0,9,0,0.00690640347344362,"AC079209.1",7998,-4158
"ENSG00000280033",13,6,35,220,141,80,0.00690781052767419,"AC116407.4",7999,1211
"ENSG00000205037",6,2,1,44,98,38,0.0069098088136315,"AC134312.1",8000,-1509
"ENSG00000230068",15,0,0,160,334,298,0.0069098088136315,"CDC42-IT1",8001,627
"ENSG00000251485",0,0,0,21,7,21,0.0069098088136315,"NRBF2P6",8002,7658
"ENSG00000133131",130,31,78,51,15,6,0.0069169359707221,"MORC4",8003,-1699
"ENSG00000166126",26,5,14,287,73,279,0.00692025283008491,"AMN",8004,8667
"ENSG00000166888",13274,8021,34291,12021,13613,8133,0.00693365404298317,"STAT6",8005,-2696
"ENSG00000253057",0,0,0,24,6,21,0.00693425170132875,"RN7SKP57",8006,945
"ENSG00000227257",0,0,0,15,11,19,0.00694469398480213,"AL158827.1",8007,998
"ENSG00000072694",587,136,208,158,133,27,0.0069536005301466,"FCGR2B",8008,-3937
"ENSG00000137509",1467,2100,20449,1992,2554,1764,0.00695860695318274,"PRCP",8009,-1039
"ENSG00000225190",2079,1938,8521,2353,2674,1971,0.00695860695318274,"PLEKHM1",8010,-1809
"ENSG00000132485",532,866,1170,4122,4144,4853,0.00695937844856732,"ZRANB2",8011,-1974
"ENSG00000279616",0,4,0,66,28,57,0.00696047970237933,"AL096817.1",8012,-2042
"ENSG00000198857",0,0,0,45,10,6,0.00696881394331423,"HSD3BP5",8013,855
"ENSG00000200742",0,0,0,9,23,15,0.00696941793279,"Y_RNA",8014,870
"ENSG00000272078",164,36,95,35,16,56,0.0069740407680289,"AL139423.1",8015,5862
"ENSG00000235082",1,2,6,29,52,34,0.00697760109489914,"SUMO1P3",8016,12225
"ENSG00000213180",1,0,0,12,21,31,0.00697880134485588,"RPL36AP48",8017,10237
"ENSG00000177675",7,51,415,20,35,18,0.006981272260458,"CD163L1",8018,-1982
"ENSG00000252481",1,7,13,0,0,0,0.00698402494372473,"SCARNA13",8019,NA
"ENSG00000014216",4394,5252,25767,5793,5976,4892,0.00698592362371264,"CAPN1",8020,-1931
"ENSG00000232352",0,0,0,13,12,20,0.00698592362371264,"SEMA3B-AS1",8021,804
"ENSG00000247903",59,42,161,419,417,1046,0.00698592362371264,"AC024896.1",8022,-7831
"ENSG00000142945",136,43,77,565,1219,745,0.00698616258606256,"KIF2C",8023,-1590
"ENSG00000167670",299,151,365,2184,1566,1196,0.00698617328128208,"CHAF1A",8024,-2885
"ENSG00000234409",0,5,0,75,45,59,0.00698679147808339,"CCDC188",8025,1239
"ENSG00000166165",141,68,279,41,96,95,0.00698701491939022,"CKB",8026,-4685
"ENSG00000177380",74,62,38,33,35,12,0.00698707450809032,"PPFIA3",8027,-1661
"ENSG00000225762",0,2,0,23,20,55,0.00698707450809032,"LINC01389",8028,6178
"ENSG00000263740",5,4,8,49,38,82,0.00699166817780041,"RN7SL4P",8029,7070
"ENSG00000259254",0,0,0,7,37,11,0.00699417971559785,"AC022405.1",8030,897
"ENSG00000198959",529,1412,392,465,23,74,0.00699435123786651,"TGM2",8031,-2350
"ENSG00000129038",21,79,329,57,5,20,0.00699502122303855,"LOXL1",8032,-3325
"ENSG00000226937",2,0,1,24,26,31,0.00699502450264188,"CEP164P1",8033,-905
"ENSG00000268912",6,0,34,190,216,150,0.00701225059616621,"AC012313.5",8034,-2632
"ENSG00000178460",8,2,6,55,85,45,0.00701732464138478,"MCMDC2",8035,-516
"ENSG00000152128",32,4,16,218,101,576,0.00702467653772233,"TMEM163",8036,-604
"ENSG00000253961",1,0,0,30,15,17,0.00702467653772233,"AC009563.1",8037,1099
"ENSG00000280109",0,0,0,53,9,5,0.00702521756669112,"PLAC4",8038,8451
"ENSG00000237007",0,0,0,5,15,36,0.00702988936800604,"KRT18P52",8039,890
"ENSG00000243323",9,1,31,157,81,264,0.00703151520326105,"PTPRVP",8040,5798
"ENSG00000122591",147,212,431,1219,2072,1097,0.00703195743846007,"FAM126A",8041,-1641
"ENSG00000162636",330,207,609,1476,3832,2142,0.00703753412400435,"FAM102B",8042,-2027
"ENSG00000198046",2,11,32,869,8,328,0.00705291350279079,"ZNF667",8043,-921
"ENSG00000204161",319,436,219,119,44,229,0.00706393264380528,"TMEM273",8044,-1474
"ENSG00000206824",0,0,0,13,9,26,0.00706557022828079,"Y_RNA",8045,719
"ENSG00000181798",0,0,2,37,12,36,0.00706785593147354,"LINC00471",8046,1654
"ENSG00000260764",0,0,0,13,17,14,0.00706785593147354,"AC007224.1",8047,3659
"ENSG00000143368",1787,1683,4575,2191,2319,1971,0.00706931362585166,"SF3B4",8048,-1282
"ENSG00000215154",26,28,6,313,240,270,0.00706931362585166,"AC141586.1",8049,-1506
"ENSG00000117155",82,174,117,643,1026,1740,0.0070693619998962,"SSX2IP",8050,-1765
"ENSG00000186312",96,63,134,757,619,364,0.0070693619998962,"CA5BP1",8051,-4464
"ENSG00000235248",0,0,0,23,5,25,0.00707479919815497,"OR13C1P",8052,913
"ENSG00000144362",10,0,26,224,89,226,0.00708868965052482,"PHOSPHO2",8053,-4283
"ENSG00000230943",0,0,0,19,18,9,0.00709284266532741,"LINC02541",8054,12802
"ENSG00000210112",1,1,1,6,29,80,0.00709998004482735,"MT-TM",8055,-2590
"ENSG00000176720",77,168,40,64,12,17,0.00710956913464899,"BOK",8056,-2745
"ENSG00000199530",0,0,0,14,27,8,0.00711135817619392,"Y_RNA",8057,3521
"ENSG00000106948",23042,11536,18381,12343,13930,5812,0.00711335088374338,"AKNA",8058,-1473
"ENSG00000159111",1025,1466,1322,763,872,1097,0.00711335088374338,"MRPL10",8059,-1445
"ENSG00000149792",549,711,1422,544,520,824,0.00711579608796665,"MRPL49",8060,527
"ENSG00000262313",0,0,0,8,20,19,0.00711584789685797,"AC127496.3",8061,967
"ENSG00000200714",0,0,0,13,26,9,0.0071159767516704,"Y_RNA",8062,959
"ENSG00000224764",0,0,0,13,26,9,0.0071159767516704,"AL353768.1",8063,959
"ENSG00000231942",2,0,1,35,26,21,0.00712856455898978,"HNRNPA1P36",8064,144
"ENSG00000237586",0,0,1,10,6,80,0.00713449834146402,"AC090192.1",8065,2897
"ENSG00000106246",200,233,673,234,104,253,0.00714176845909974,"PTCD1",8066,32375
"ENSG00000161914",218,145,191,135,77,143,0.00714653072411022,"ZNF653",8067,718
"ENSG00000255240",7,0,4,91,22,157,0.00715023983409049,"AP001636.3",8068,5113
"ENSG00000230749",0,0,0,4,2,92,0.00716027213410813,"MEIS1-AS2",8069,10677
"ENSG00000213380",326,414,1184,513,280,401,0.00717104310080846,"COG8",8070,26007
"ENSG00000151023",40,22,15,6,1,12,0.00717268027053136,"ENKUR",8071,-2463
"ENSG00000207701",0,0,0,17,12,15,0.00717501522598594,"MIR597",8072,1005
"ENSG00000206687",0,0,0,8,10,35,0.00718045675399256,"RNU1-109P",8073,910
"ENSG00000156535",37,55,14,65,644,2104,0.00718497341927671,"CD109",8074,-1510
"ENSG00000250075",0,4,0,41,39,62,0.00718950735600252,"AC104806.2",8075,7727
"ENSG00000133193",595,610,1017,577,706,662,0.00719216470443833,"FAM104A",8076,1078
"ENSG00000177692",2,0,4,20,32,66,0.00719442826975091,"DNAJC28",8077,6371
"ENSG00000270764",0,0,0,21,8,18,0.00719957015272029,"AC005070.1",8078,845
"ENSG00000234432",1,9,19,102,47,271,0.00721629844719186,"AC092171.3",8079,-2413
"ENSG00000225822",0,0,0,10,19,16,0.00722063838687673,"UBXN7-AS1",8080,3631
"ENSG00000172399",22,11,42,5,0,9,0.00722700753855968,"MYOZ2",8081,-4388
"ENSG00000264572",0,0,0,16,19,10,0.00723302266823606,"MIR4296",8082,1002
"ENSG00000279278",18,31,108,627,222,329,0.0072409621206592,"AC245060.6",8083,-789
"ENSG00000227992",2,4,4,47,32,38,0.00724251558054757,"AC108463.1",8084,3335
"ENSG00000213864",0,0,0,6,23,21,0.00724936902115609,"EEF1B2P2",8085,14721
"ENSG00000175701",52,57,97,47,26,54,0.00725053371290089,"MTLN",8086,-442
"ENSG00000239263",0,0,0,73,7,3,0.00725352748660358,"RBM43P1",8087,693
"ENSG00000243544",10,2,10,66,125,54,0.00725352748660358,"RN7SL172P",8088,5600
"ENSG00000111863",62,27,86,32,7,1,0.00726545944960467,"ADTRP",8089,-2315
"ENSG00000140553",1397,1039,4849,1256,1082,1620,0.00726545944960467,"UNC45A",8090,-1853
"ENSG00000156587",2315,1312,3560,1955,1333,1926,0.00726557631471425,"UBE2L6",8091,-1476
"ENSG00000203760",21,20,23,133,159,129,0.00726557631471425,"CENPW",8092,-1484
"ENSG00000258172",5,1,0,68,27,86,0.00727568524095576,"AC073655.1",8093,11006
"ENSG00000214629",0,0,0,31,5,18,0.00728445500696944,"RPSAP6",8094,8096
"ENSG00000174514",7,11,49,153,148,173,0.00728869828589627,"MFSD4A",8095,1990
"ENSG00000163975",23,14,74,430,151,247,0.00729062548717395,"MELTF",8096,2011
"ENSG00000265939",0,0,0,18,14,12,0.00729485379542955,"UBE2CP2",8097,1006
"ENSG00000205622",1,8,5,77,47,57,0.00729668212192567,"AP001042.1",8098,4810
"ENSG00000222345",0,0,0,22,8,17,0.00730106807125481,"SNORD19C",8099,18783
"ENSG00000100221",5513,1591,4610,2594,2261,1857,0.0073015540415979,"JOSD1",8100,-1297
"ENSG00000266918",4,0,9,60,78,37,0.00730332105388677,"AC091132.3",8101,-1223
"ENSG00000257017",1007,428,23036,1545,46,35,0.00731713141063148,"HP",8102,-1023
"ENSG00000281376",35,34,17,11,7,16,0.0073241847073446,"ABALON",8103,3433
"ENSG00000242247",1178,1303,3648,939,1711,1261,0.00732887156389932,"ARFGAP3",8104,-771
"ENSG00000156463",12,22,10,3,0,5,0.00732995827346851,"SH3RF2",8105,-4078
"ENSG00000180509",144,346,3166,335,203,21,0.00733357173145064,"KCNE1",8106,-1722
"ENSG00000255741",1,0,0,22,10,34,0.00733357173145064,"AP000808.1",8107,7548
"ENSG00000279407",25,1,8,199,206,210,0.00733805109964549,"AC007191.1",8108,-2457
"ENSG00000228063",0,0,0,51,1,28,0.00735472387196131,"LYPLAL1-DT",8109,20142
"ENSG00000248734",17,13,38,127,118,154,0.0073566226592594,"AC008906.1",8110,3476
"ENSG00000213463",188,153,150,1128,1019,1087,0.0073577038927781,"SYNJ2BP",8111,-4828
"ENSG00000222594",0,0,0,20,7,21,0.0073639281750952,"RN7SKP235",8112,847
"ENSG00000092978",55,116,148,506,689,722,0.00737384226054103,"GPATCH2",8113,-2220
"ENSG00000081386",71,149,125,971,544,1020,0.00737576124771113,"ZNF510",8114,-1572
"ENSG00000096996",1560,1054,473,178,574,523,0.00738871007916287,"IL12RB1",8115,-2058
"ENSG00000105373",15953,10228,5984,6208,4399,6803,0.00739300911185164,"NOP53",8116,-1371
"ENSG00000137094",53,72,93,49,57,52,0.00739382035278497,"DNAJB5",8117,-3050
"ENSG00000266127",0,0,8,39,266,11,0.00739382035278497,"ZNF415P1",8118,-1562
"ENSG00000088325",391,110,148,1732,3221,2390,0.00739524768959913,"TPX2",8119,-2772
"ENSG00000206755",0,0,0,11,17,16,0.00739524768959913,"SNORA30",8120,7620
"ENSG00000226279",0,0,0,11,17,16,0.00739524768959913,"RPL12P10",8121,7937
"ENSG00000245025",3,19,31,117,149,256,0.00739524768959913,"AC107959.1",8122,17628
"ENSG00000155256",1142,773,2946,1351,972,933,0.00739592698258954,"ZFYVE27",8123,-2358
"ENSG00000151729",144,209,172,166,49,46,0.00739787733610255,"SLC25A4",8124,-3540
"ENSG00000126756",789,836,1620,676,845,1022,0.00739888564234037,"UXT",8125,1374
"ENSG00000270832",7,0,0,70,143,69,0.00739893062128941,"AC092120.2",8126,-3108
"ENSG00000161896",13,13,16,2,6,0,0.00739945921822596,"IP6K3",8127,-5637
"ENSG00000166848",1866,1552,4736,1631,1866,2266,0.00740331921222068,"TERF2IP",8128,670
"ENSG00000103942",55,54,66,330,1276,258,0.00740760853825745,"HOMER2",8129,-524
"ENSG00000168679",30,4,46,153,465,262,0.00740944300199338,"SLC16A4",8130,1067
"ENSG00000261011",1,12,6,0,0,0,0.0074125866584998,"AL136982.4",8131,NA
"ENSG00000172638",151,211,862,254,193,139,0.00743022316139154,"EFEMP2",8132,-2544
"ENSG00000268205",264,325,395,1437,1965,1917,0.00743022316139154,"AC005261.1",8133,-1732
"ENSG00000235008",0,0,0,9,13,25,0.00743923524288417,"AL023775.1",8134,1075
"ENSG00000148158",274,321,564,2169,3922,1350,0.00744713782439477,"SNX30",8135,-1376
"ENSG00000088543",132,204,68,97,54,28,0.00744790796856177,"C3orf18",8136,-2943
"ENSG00000127530",0,0,0,9,27,12,0.0074494459486205,"OR7C1",8137,6861
"ENSG00000196268",136,128,302,1176,639,1587,0.00745279258002656,"ZNF493",8138,-331
"ENSG00000180304",2106,3175,10864,2454,3240,3019,0.00745633879462976,"OAZ2",8139,-3448
"ENSG00000173898",25,15,85,224,227,436,0.00745682429122323,"SPTBN2",8140,6007
"ENSG00000178750",0,0,3,27,24,32,0.00745682429122323,"STX19",8141,1851
"ENSG00000207053",0,0,0,11,15,18,0.007461756959414,"RNU6-937P",8142,15145
"ENSG00000088833",1647,2284,13763,2488,2525,1653,0.00746316957126663,"NSFL1C",8143,-1123
"ENSG00000177963",1495,1697,6565,1960,1921,1823,0.00746316957126663,"RIC8A",8144,-2551
"ENSG00000228451",23,9,8,133,104,307,0.00746316957126663,"SDAD1P1",8145,-1596
"ENSG00000234036",0,3,2,42,27,29,0.00746316957126663,"TXNP6",8146,7704
"ENSG00000179055",0,0,0,23,5,24,0.00746410924299001,"OR13D1",8147,1019
"ENSG00000265879",0,0,0,15,18,11,0.00746577008642848,"MIR4748",8148,8003
"ENSG00000162923",6536,4778,12244,5560,6948,6526,0.00747535625923212,"WDR26",8149,-1596
"ENSG00000225673",0,0,0,22,5,25,0.00747966499985437,"AC104164.1",8150,922
"ENSG00000230370",0,0,0,12,13,19,0.00747966499985437,"RPL23AP52",8151,3653
"ENSG00000269956",105,59,372,77,106,47,0.00748747997875931,"MKNK1-AS1",8152,-4465
"ENSG00000261399",2,0,0,13,35,54,0.00749055376104776,"AL031710.1",8153,-1391
"ENSG00000165125",2,9,7,24,123,131,0.00749407322316565,"TRPV6",8154,2354
"ENSG00000092148",586,710,2678,7320,7362,6348,0.00749972559451446,"HECTD1",8155,-1991
"ENSG00000143322",262,261,987,3159,2033,2876,0.00750114539181828,"ABL2",8156,-2053
"ENSG00000274105",4,12,0,139,134,125,0.00750312023042679,"AC084824.3",8157,-2500
"ENSG00000247735",1,0,2,26,19,31,0.00751275851935265,"AC120114.1",8158,1076
"ENSG00000154832",1545,1368,3478,2214,1456,1399,0.00751356343672466,"CXXC1",8159,-2934
"ENSG00000164953",32,4,31,197,157,467,0.00751393290922759,"TMEM67",8160,-3329
"ENSG00000175894",14,15,9,0,0,4,0.0075167234918091,"TSPEAR",8161,-1843
"ENSG00000198452",0,0,0,20,1,60,0.00751956612944806,"OR14L1P",8162,718
"ENSG00000223624",0,0,0,14,10,21,0.00752207254925082,"AL033528.1",8163,634
"ENSG00000279539",4,7,14,51,67,83,0.00753213467215541,"AC006486.2",8164,-1280
"ENSG00000235413",6,0,0,70,72,72,0.00753379348604838,"KRT18P63",8165,3126
"ENSG00000251667",0,0,0,51,28,1,0.00753379348604838,"BRCC3P1",8166,-564
"ENSG00000279569",0,0,1,19,14,26,0.00754132855464876,"AC020763.4",8167,5159
"ENSG00000082996",1253,2291,9592,1147,2552,1371,0.00754252632937205,"RNF13",8168,-597
"ENSG00000112183",4,3,36,2,0,0,0.0075469729168429,"RBM24",8169,-5927
"ENSG00000248719",2,0,0,23,24,41,0.0075469729168429,"AC021127.1",8170,15172
"ENSG00000253042",0,0,0,21,10,14,0.0075469729168429,"SNORA70",8171,977
"ENSG00000228434",4,8,18,77,66,77,0.00754796801754457,"AC004951.1",8172,4703
"ENSG00000116652",8,0,1,103,40,125,0.00754829380590043,"DLEU2L",8173,-2440
"ENSG00000166596",0,0,0,19,4,33,0.00755388229296663,"CFAP52",8174,3329
"ENSG00000138138",175,389,543,1929,1967,2434,0.00755542551638944,"ATAD1",8175,-1786
"ENSG00000008382",321,206,416,179,238,50,0.00756240704278003,"MPND",8176,5330
"ENSG00000122432",10,19,106,200,562,429,0.00756240704278003,"SPATA1",8177,3772
"ENSG00000276916",2,2,7,33,30,73,0.00756240704278003,"AL442125.2",8178,4158
"ENSG00000133818",208,421,70,73,128,19,0.00756324028760802,"RRAS2",8179,-972
"ENSG00000226987",3,1,6,17,51,89,0.00757159447064616,"AL157938.1",8180,2996
"ENSG00000103126",1709,1943,2777,2408,1260,1148,0.00757573452016341,"AXIN1",8181,-2700
"ENSG00000156011",16,20,124,432,453,281,0.00757749415304754,"PSD3",8182,6967
"ENSG00000250260",0,0,1,15,14,33,0.00759387929260916,"AC113382.2",8183,1253
"ENSG00000214102",0,0,0,11,19,14,0.00760654202721498,"WEE2",8184,992
"ENSG00000107874",539,722,2322,710,733,757,0.00760885089237537,"CUEDC2",8185,-995
"ENSG00000111358",178,160,195,848,1330,1005,0.00761182918482252,"GTF2H3",8186,-2303
"ENSG00000176893",3,27,2,0,1,1,0.00761182918482252,"OR51G2",8187,35257
"ENSG00000233597",9,4,6,77,39,104,0.00761420725274151,"AC133435.1",8188,7863
"ENSG00000198093",29,34,79,199,262,363,0.00762070675603475,"ZNF649",8189,-1999
"ENSG00000198909",3463,3680,14624,3170,5350,2042,0.00762070675603475,"MAP3K3",8190,-787
"ENSG00000251799",0,0,0,13,4,43,0.00762396127733583,"Y_RNA",8191,847
"ENSG00000255320",22,13,14,187,107,130,0.00762396127733583,"AP000759.1",8192,32096
"ENSG00000185515",88,66,324,713,1201,923,0.00762443307565191,"BRCC3",8193,-1582
"ENSG00000188693",0,0,0,11,12,22,0.00762455453253207,"CYP51A1-AS1",8194,858
"ENSG00000240823",1,2,0,35,34,20,0.00762969840330775,"RN7SL23P",8195,1907
"ENSG00000200455",0,0,0,8,20,18,0.00763166200617571,"RNU6-1112P",8196,955
"ENSG00000168264",1496,896,1423,6258,8618,8639,0.00763683311954398,"IRF2BP2",8197,-3337
"ENSG00000225907",0,0,0,24,11,11,0.00764107928461767,"RPS27P16",8198,965
"ENSG00000185621",35,23,34,112,277,584,0.00764261097107728,"LMLN",8199,-1366
"ENSG00000120500",0,0,14,126,100,57,0.00766036237357525,"ARR3",8200,2977
"ENSG00000261003",0,1,0,22,8,40,0.00766036237357525,"AL008628.1",8201,1129
"ENSG00000103245",492,444,648,450,522,380,0.00766708944086712,"CIAO3",8202,-508
"ENSG00000254633",17,0,14,0,0,0,0.00767342618604893,"AL512590.2",8203,NA
"ENSG00000078304",3959,2841,9794,3398,4561,3646,0.0076798257994995,"PPP2R5C",8204,-2050
"ENSG00000100644",9134,5316,31164,6433,10245,4175,0.00768059200607879,"HIF1A",8205,-302
"ENSG00000158805",1196,1466,2262,1759,1269,1343,0.00768239891068634,"ZNF276",8206,-1633
"ENSG00000111537",194,130,0,21,9,9,0.00768639399604349,"IFNG",8207,-2254
"ENSG00000173465",228,367,330,285,173,204,0.00768982306013088,"ZNRD2",8208,-1132
"ENSG00000165802",1805,1678,639,1044,586,440,0.00769473716118617,"NSMF",8209,-2313
"ENSG00000178449",167,276,452,215,98,226,0.00769839476041224,"COX14",8210,7676
"ENSG00000198393",140,315,124,1479,1940,2343,0.00769895755811761,"ZNF26",8211,-2252
"ENSG00000270906",0,5,9,36,72,90,0.00770381901681652,"MTND4P35",8212,37140
"ENSG00000280353",4,0,7,35,45,82,0.00771132831388869,"AC011466.4",8213,1112
"ENSG00000090889",87,16,36,333,1029,517,0.00772250505550165,"KIF4A",8214,-2303
"ENSG00000240344",110,158,327,874,1111,872,0.00772921563636454,"PPIL3",8215,14
"ENSG00000002834",5382,6022,36169,6416,7879,5381,0.0077298356627,"LASP1",8216,-198
"ENSG00000188732",25,25,22,188,242,127,0.00773029025900625,"FAM221A",8217,2869
"ENSG00000134602",695,800,1049,3968,3953,5588,0.00773080489649782,"STK26",8218,-2784
"ENSG00000206228",3,2,2,17,53,51,0.00773465202168081,"HNRNPA1P4",8219,35464
"ENSG00000260488",0,0,0,8,27,13,0.00773465202168081,"AC007216.1",8220,936
"ENSG00000268119",10,20,14,588,50,121,0.00773615783415712,"AC010615.2",8221,8243
"ENSG00000256223",45,50,57,389,207,474,0.00774235954022066,"ZNF10",8222,-2092
"ENSG00000062598",2185,1357,11812,1868,2465,1483,0.00774496765601895,"ELMO2",8223,-541
"ENSG00000149743",227,277,645,369,251,181,0.00774728833658103,"TRPT1",8224,-4879
"ENSG00000276926",0,0,0,40,4,15,0.00774728833658103,"MIR6797",8225,13294
"ENSG00000249119",0,3,24,60,190,170,0.00774920194366284,"MTND6P4",8226,13757
"ENSG00000100024",62,33,400,41,66,36,0.00775449385711135,"UPB1",8227,-2641
"ENSG00000127081",24,63,200,798,533,636,0.00775552736681665,"ZNF484",8228,-19
"ENSG00000136261",380,329,386,2073,1823,3082,0.00776929227446742,"BZW2",8229,-3525
"ENSG00000111046",4,10,2,0,0,0,0.00778200306582364,"MYF6",8230,-4065
"ENSG00000184840",1697,2766,5022,2617,2676,2183,0.00778477231851301,"TMED9",8231,-722
"ENSG00000227409",0,0,0,10,22,13,0.00778540519473338,"ZMYM4-AS1",8232,975
"ENSG00000167220",180,82,414,135,84,138,0.00778677554198273,"HDHD2",8233,5919
"ENSG00000159733",612,535,131,295,47,39,0.00779562479192847,"ZFYVE28",8234,-1894
"ENSG00000206743",0,0,0,7,19,21,0.00779855772160597,"RNU6-484P",8235,952
"ENSG00000182057",9,0,4,83,56,101,0.00780705794238701,"OGFRP1",8236,31855
"ENSG00000214413",213,192,433,1166,1195,1466,0.00780714998908272,"BBIP1",8237,-1732
"ENSG00000248790",0,0,0,19,6,24,0.00782355657018456,"AC097103.1",8238,939
"ENSG00000256325",2,0,0,13,55,33,0.00783961203101604,"AC025423.1",8239,3582
"ENSG00000188451",2,3,1,73,83,8,0.00784089316697207,"SRP72P2",8240,1535
"ENSG00000196954",1729,4999,19425,3106,3664,3060,0.00784127898068064,"CASP4",8241,-3933
"ENSG00000277840",3,7,0,168,26,115,0.00785115465774416,"AC026368.1",8242,-674
"ENSG00000138639",191,416,4117,264,439,32,0.00785921132044901,"ARHGAP24",8243,-142
"ENSG00000257875",0,0,0,39,3,19,0.00785921132044901,"AC089998.3",8244,3233
"ENSG00000108840",3817,1880,4863,2898,1993,2665,0.00786059717530735,"HDAC5",8245,-2205
"ENSG00000224238",4,0,0,50,39,47,0.00786287279801636,"WARS2-IT1",8246,-2270
"ENSG00000234093",1,3,2,23,26,61,0.00786393363465086,"RPS15AP11",8247,27412
"ENSG00000261766",2,4,0,32,41,79,0.00786393363465086,"AC133550.3",8248,2187
"ENSG00000201863",0,0,0,19,10,15,0.00787095437336993,"AC098591.1",8249,3665
