"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000171320",13,2,16,319,556,270,2.39438293763224e-07,"ESCO2",1187,-491
"ENSG00000214110",26,9,264,0,0,0,2.41686531869386e-07,"LDHAP4",1188,NA
"ENSG00000266931",24,25,30,0,0,0,2.52336062324756e-07,"AC092651.1",1189,NA
"ENSG00000280374",1,0,0,113,142,201,2.53501798846812e-07,"AC019080.5",1190,-116
"ENSG00000064490",949,800,2387,579,418,425,2.54612620615867e-07,"RFXANK",1191,-368
"ENSG00000005486",2514,1780,9421,940,942,555,2.56100624196209e-07,"RHBDD2",1192,-391
"ENSG00000181227",5,6,14,229,128,190,2.61495081953235e-07,"DLSTP1",1193,1482
"ENSG00000203326",30,34,56,577,389,445,2.61698493419499e-07,"ZNF525",1194,-394
"ENSG00000171443",350,400,1456,176,185,147,2.62104423960991e-07,"ZNF524",1195,-139
"ENSG00000261659",0,0,0,65,107,121,2.63281386218263e-07,"Z92544.1",1196,5154
"ENSG00000171159",1190,1257,1805,474,387,613,2.64883965803793e-07,"C9orf16",1197,-329
"ENSG00000176973",76,186,595,19,37,34,2.64883965803793e-07,"FAM89B",1198,4242
"ENSG00000254538",0,2,0,204,168,125,2.64883965803793e-07,"AC027018.1",1199,-109
"ENSG00000094804",42,31,64,534,892,541,2.65455146561576e-07,"CDC6",1200,142
"ENSG00000155792",20,57,26,1146,907,1611,2.65455146561576e-07,"DEPTOR",1201,-274
"ENSG00000172869",266,337,497,3431,3727,4558,2.65923131697712e-07,"DMXL1",1202,-575
"ENSG00000260194",0,0,0,85,79,99,2.66027152723528e-07,"AC007496.1",1203,60
"ENSG00000234678",20,15,33,292,340,262,2.68950096028452e-07,"ELF3-AS1",1204,22405
"ENSG00000189423",8,0,6,346,199,341,2.69503108306966e-07,"USP32P3",1205,-85
"ENSG00000145414",58,40,109,906,652,764,2.74201705627262e-07,"NAF1",1206,1078
"ENSG00000156172",9,9,7,357,155,295,2.74201705627262e-07,"C8orf37",1207,278
"ENSG00000261573",1,0,6,364,150,116,2.77230062618191e-07,"AL157402.2",1208,1671
"ENSG00000104915",1603,2361,7527,812,1014,630,2.79631314375949e-07,"STX10",1209,-371
"ENSG00000213085",220,181,111,29,23,31,2.8652365859973e-07,"CFAP45",1210,-444
"ENSG00000180626",8,15,45,374,402,442,2.87748170189339e-07,"ZNF594",1211,-201
"ENSG00000197372",45,44,61,544,656,718,2.90878544049964e-07,"ZNF675",1212,874
"ENSG00000251323",4,2,0,223,141,237,2.91125925034003e-07,"LINC02728",1213,-500
"ENSG00000088726",86,224,177,9,5,26,2.96111655328523e-07,"TMEM40",1214,-280
"ENSG00000166527",89,674,13017,25,63,67,2.96111655328523e-07,"CLEC4D",1215,-494
"ENSG00000272054",13,11,15,242,196,292,2.97104915464825e-07,"AC007390.1",1216,-585
"ENSG00000119866",287,69,140,5418,5640,7975,2.99270856917303e-07,"BCL11A",1217,554
"ENSG00000007312",985,881,830,315,149,159,3.02819438192983e-07,"CD79B",1218,4935
"ENSG00000233268",2,0,1,119,177,104,3.05178159161929e-07,"AL691449.1",1219,953
"ENSG00000183137",34,44,133,1061,1002,2306,3.052545438597e-07,"CEP57L1",1220,17
"ENSG00000186529",4007,2191,7427,407,22,32,3.052545438597e-07,"CYP4F3",1221,-411
"ENSG00000129173",10,0,16,461,1005,402,3.05363776201483e-07,"E2F8",1222,-782
"ENSG00000146826",1296,1094,2973,662,730,437,3.05363776201483e-07,"MAP11",1223,-278
"ENSG00000177576",324,940,2905,159,201,162,3.05363776201483e-07,"C18orf32",1224,31901
"ENSG00000245275",8,1,38,699,636,840,3.05363776201483e-07,"SAP30L-AS1",1225,6428
"ENSG00000064547",5203,2565,5337,1433,654,523,3.06921830665405e-07,"LPAR2",1226,-499
"ENSG00000106443",228,179,346,2228,2914,3014,3.06921830665405e-07,"PHF14",1227,-440
"ENSG00000279425",37,16,20,684,547,840,3.06921830665405e-07,"AC092279.2",1228,-663
"ENSG00000058804",103,138,134,1496,2481,2110,3.07418492993734e-07,"NDC1",1229,-591
"ENSG00000197168",5,2,4,119,128,144,3.07930749220085e-07,"NEK5",1230,116
"ENSG00000252498",0,0,0,71,91,104,3.10367076124878e-07,"RNU6-1016P",1231,2637
"ENSG00000248318",2,2,0,299,96,168,3.14374014503711e-07,"AC104958.1",1232,192
"ENSG00000239040",0,0,0,65,161,87,3.17835567032369e-07,"Y_RNA",1233,3904
"ENSG00000059728",53841,16499,93179,11261,4852,3050,3.1948406290096e-07,"MXD1",1234,-412
"ENSG00000113303",352,173,644,16,0,22,3.1948406290096e-07,"BTNL8",1235,-559
"ENSG00000182795",49,61,61,13,8,10,3.1948406290096e-07,"C1orf116",1236,-535
"ENSG00000233674",0,0,0,66,105,101,3.1948406290096e-07,"AL451062.1",1237,73
"ENSG00000236830",2,4,5,147,164,87,3.1948406290096e-07,"CBR3-AS1",1238,1527
"ENSG00000012174",76,72,93,932,1083,872,3.21158741335848e-07,"MBTPS2",1239,-575
"ENSG00000166321",36,26,32,436,686,747,3.21294708173481e-07,"NUDT13",1240,-403
"ENSG00000225767",0,0,0,80,84,88,3.21506408563945e-07,"FAF1-AS1",1241,1706
"ENSG00000188739",6,4,12,136,158,170,3.2377265693258e-07,"RBM34",1242,2766
"ENSG00000131242",1640,1176,2644,704,264,386,3.25787383137516e-07,"RAB11FIP4",1243,5522
"ENSG00000232940",5,1,1,127,219,210,3.25978182414357e-07,"HCG25",1244,2621
"ENSG00000035499",31,22,32,398,852,503,3.28775327733895e-07,"DEPDC1B",1245,-523
"ENSG00000258448",0,0,0,91,63,212,3.28775327733895e-07,"AL442663.2",1246,39
"ENSG00000112561",1988,2385,7096,824,584,180,3.3209830984026e-07,"TFEB",1247,-411
"ENSG00000169184",18,33,20,2969,1405,323,3.32915123173177e-07,"MN1",1248,-219
"ENSG00000237872",3,0,0,183,142,161,3.35742042896059e-07,"POU5F1P4",1249,160
"ENSG00000259103",0,0,0,93,63,139,3.35905602457347e-07,"AF107885.2",1250,61
"ENSG00000283122",2,0,0,281,105,209,3.35905602457347e-07,"HYMAI",1251,-183
"ENSG00000278615",19,32,196,3,3,4,3.37043244177263e-07,"C11orf98",1252,29508
"ENSG00000185760",75,69,38,2625,1171,2494,3.37937716733725e-07,"KCNQ5",1253,-848
"ENSG00000139908",33,26,29,600,444,441,3.38650178011285e-07,"TSSK4",1254,3456
"ENSG00000185238",55,92,97,1340,925,1132,3.41529044222227e-07,"PRMT3",1255,-514
"ENSG00000263089",2,0,2,110,142,96,3.42811993557623e-07,"AC007114.2",1256,468
"ENSG00000279416",2,0,4,105,117,133,3.43895565467494e-07,"AC099689.3",1257,299
"ENSG00000234444",64,142,90,2355,2176,1816,3.45421970037031e-07,"ZNF736",1258,-650
"ENSG00000280190",0,0,0,61,101,130,3.47920442456184e-07,"AC027279.4",1259,46
"ENSG00000261438",10,29,86,0,0,0,3.4799339244255e-07,"AL157394.1",1260,NA
"ENSG00000182866",5129,6194,1524,588,104,126,3.49954937023473e-07,"LCK",1261,-456
"ENSG00000163395",55,30,42,1,0,3,3.50972464836153e-07,"IGFN1",1262,-951
"ENSG00000112893",234,94,283,2743,3923,3626,3.5260165403265e-07,"MAN2A1",1263,3017
"ENSG00000261105",0,0,0,118,60,97,3.53230467777578e-07,"LMO7-AS1",1264,3573
"ENSG00000166762",5,16,25,511,245,885,3.53650076803441e-07,"CATSPER2",1265,6539
"ENSG00000115286",464,531,700,256,168,124,3.5526199773145e-07,"NDUFS7",1266,18665
"ENSG00000137193",6837,5579,17256,2963,824,1370,3.56568301983519e-07,"PIM1",1267,-417
"ENSG00000259116",4,3,0,197,172,232,3.58357764052479e-07,"AL049869.2",1268,749
"ENSG00000228140",24,68,141,11,8,5,3.61049958318993e-07,"AL031283.1",1269,-345
"ENSG00000132002",34411,11044,8804,1969,1546,2377,3.6124242318234e-07,"DNAJB1",1270,-480
"ENSG00000122484",138,209,451,4164,2361,4206,3.65505031700528e-07,"RPAP2",1271,-467
"ENSG00000185236",3582,2557,7374,2037,1373,1418,3.73252320313882e-07,"RAB11B",1272,-392
"ENSG00000232344",0,0,1,160,132,100,3.75812468222029e-07,"AC087163.1",1273,487
"ENSG00000240695",4,1,0,179,153,313,3.75895459845128e-07,"AC117382.1",1274,-374
"ENSG00000229619",29,46,58,664,1636,652,3.81549417092432e-07,"MBNL1-AS1",1275,-350
"ENSG00000161911",717,859,144,20,15,60,3.84585809571987e-07,"TREML1",1276,-533
"ENSG00000284237",0,0,0,71,73,377,3.87187818794129e-07,"LINC02767",1277,-27
"ENSG00000130943",2,0,6,123,132,244,3.88496274761671e-07,"PKDREJ",1278,-78
"ENSG00000161921",4457,3155,13318,196,717,40,3.88700199588578e-07,"CXCL16",1279,-417
"ENSG00000280069",8,12,3,275,744,373,3.91613473914233e-07,"AC127024.8",1280,-538
"ENSG00000149806",5454,9571,8830,2255,1566,2626,3.96037747895195e-07,"FAU",1281,2285
"ENSG00000204623",94,92,133,1317,958,1279,3.96037747895195e-07,"ZNRD1ASP",1282,-752
"ENSG00000157193",164,182,202,3901,2692,1838,3.97425371894538e-07,"LRP8",1283,-861
"ENSG00000234745",178632,132373,254521,33070,39338,7250,4.06932704077615e-07,"HLA-B",1284,-205
"ENSG00000186714",0,0,0,111,65,81,4.11416043744942e-07,"CCDC73",1285,1006
"ENSG00000189149",2,0,2,101,123,107,4.12060344401908e-07,"CRYM-AS1",1286,619
"ENSG00000167633",849,550,205,36,1,3,4.16413303455757e-07,"KIR3DL1",1287,-223
"ENSG00000228386",2,1,2,77,136,303,4.17523718781786e-07,"AL031668.1",1288,782
"ENSG00000166532",157,110,177,1905,1604,2273,4.18844264896661e-07,"RIMKLB",1289,-570
"ENSG00000183019",530,3692,128400,329,549,71,4.20397766320197e-07,"MCEMP1",1290,85
"ENSG00000174744",896,1220,3520,499,590,485,4.22675380091024e-07,"BRMS1",1291,-555
"ENSG00000266074",79,48,52,2983,927,15386,4.22994634466889e-07,"BAHCC1",1292,-193
"ENSG00000138182",33,88,34,1250,2590,2365,4.29376036707948e-07,"KIF20B",1293,-514
"ENSG00000241461",0,0,0,88,66,97,4.3342485470105e-07,"RN7SL182P",1294,94
"ENSG00000176046",45,116,75,10,11,12,4.36256527172263e-07,"NUPR1",1295,13476
"ENSG00000162892",652,264,360,43,2,5,4.38323341962745e-07,"IL24",1296,4636
"ENSG00000227855",6,0,1,399,154,484,4.40002261980525e-07,"DPY19L2P3",1297,-772
"ENSG00000141551",6604,5797,18184,4201,3243,2617,4.43322361942967e-07,"CSNK1D",1298,-586
"ENSG00000230751",0,0,0,126,54,102,4.43424844969339e-07,"AC007036.2",1299,990
"ENSG00000240288",12,3,22,216,461,654,4.4618236182589e-07,"GHRLOS",1300,3848
"ENSG00000213041",0,0,0,65,100,89,4.46247100843751e-07,"AC093422.1",1301,1288
"ENSG00000136874",151,105,186,2049,1535,2768,4.4843184706963e-07,"STX17",1302,8442
"ENSG00000185189",444,372,403,154,86,79,4.4843184706963e-07,"NRBP2",1303,-329
"ENSG00000102265",5571,5474,24549,2467,2055,858,4.51985783159779e-07,"TIMP1",1304,-490
"ENSG00000167508",1319,872,1188,417,297,345,4.52572296290696e-07,"MVD",1305,-608
"ENSG00000145075",18,17,44,0,0,0,4.56168808286793e-07,"CCDC39",1306,NA
"ENSG00000177700",569,853,1014,351,286,299,4.56703533207599e-07,"POLR2L",1307,-516
"ENSG00000145649",1078,7083,398,165,55,21,4.59266419182918e-07,"GZMA",1308,-386
"ENSG00000235369",0,0,0,62,92,110,4.59266419182918e-07,"RPL36AP15",1309,82
"ENSG00000161920",240,357,1192,114,146,108,4.59829150992324e-07,"MED11",1310,-420
"ENSG00000220506",1,0,0,131,108,137,4.60922064665269e-07,"AL136310.1",1311,161
"ENSG00000131781",25,50,70,641,618,579,4.62748353402508e-07,"FMO5",1312,127
"ENSG00000267136",10,0,10,283,414,547,4.63715299911171e-07,"AP005131.1",1313,-802
"ENSG00000275302",4723,5185,226,188,35,16,4.73608532426796e-07,"CCL4",1314,-440
"ENSG00000266987",0,0,0,59,108,99,4.7464628801625e-07,"AC104984.5",1315,86
"ENSG00000268516",26,12,18,989,337,466,4.76302825670761e-07,"AC020915.2",1316,-563
"ENSG00000164054",5887,7084,34471,3148,2536,1715,4.79651606795115e-07,"SHISA5",1317,-375
"ENSG00000141480",30758,18433,83414,6255,9430,2313,4.85145921576836e-07,"ARRB2",1318,-721
"ENSG00000197616",16,32,308,0,1,1,4.85145921576836e-07,"MYH6",1319,-1011
"ENSG00000064270",96,58,59,8,4,12,4.86976599489081e-07,"ATP2C2",1320,-545
"ENSG00000138080",28,63,122,893,1294,1041,4.88163580640823e-07,"EMILIN1",1321,-482
"ENSG00000080345",246,448,1042,7785,6363,7219,4.90564326730847e-07,"RIF1",1322,-664
"ENSG00000232373",2,1,0,118,113,195,4.95142855885307e-07,"MTCYBP3",1323,98
"ENSG00000171291",24,43,125,1086,873,1858,4.99640651609247e-07,"ZNF439",1324,-45
"ENSG00000104324",1987,1538,8260,938,645,503,5.05609649097905e-07,"CPQ",1325,-416
"ENSG00000149781",9014,11181,38966,5364,4742,4908,5.10096698058024e-07,"FERMT3",1326,-523
"ENSG00000171222",568,1031,2543,404,314,347,5.10096698058024e-07,"SCAND1",1327,-352
"ENSG00000265185",0,2,0,166,225,108,5.11978874407019e-07,"SNORD3B-1",1328,-113
"ENSG00000241685",413,824,5254,115,213,156,5.12320724234252e-07,"ARPC1A",1329,4014
"ENSG00000135976",80,42,41,1749,1016,2275,5.1492103953419e-07,"ANKRD36",1330,-22
"ENSG00000008323",5,11,20,212,216,377,5.20105783721641e-07,"PLEKHG6",1331,1314
"ENSG00000177990",5,2,24,1922,90,1517,5.20898395850101e-07,"DPY19L2",1332,208
"ENSG00000162849",12,1,10,157,3056,675,5.249783525571e-07,"KIF26B",1333,-271
"ENSG00000213445",12205,7919,24531,6434,4260,3737,5.249783525571e-07,"SIPA1",1334,-654
"ENSG00000268364",0,0,0,97,41,651,5.249783525571e-07,"SMC5-AS1",1335,-26
"ENSG00000137409",3844,3619,8311,2448,2171,1359,5.2852787115768e-07,"MTCH1",1336,-745
"ENSG00000132819",13051,6329,6605,1659,976,293,5.28539427449459e-07,"RBM38",1337,-318
"ENSG00000198814",1951,1824,13466,438,822,497,5.32155421499899e-07,"GK",1338,-810
"ENSG00000124782",747,490,784,7549,9584,11634,5.32341224277015e-07,"RREB1",1339,-160
"ENSG00000279077",2,0,0,119,197,156,5.32341224277015e-07,"AC023090.2",1340,185
"ENSG00000272168",9,4,6,1461,287,139,5.36566118101643e-07,"CASC15",1341,-58
"ENSG00000110719",13487,16259,64083,5456,6070,1949,5.37671329764425e-07,"TCIRG1",1342,-561
"ENSG00000244187",169,321,1117,98,56,87,5.48821091302749e-07,"TMEM141",1343,4510
"ENSG00000230876",1,0,0,3,581,4546,5.57083473222946e-07,"LINC00486",1344,1890
"ENSG00000126895",16,8,9,417,282,227,5.58918539015006e-07,"AVPR2",1345,343
"ENSG00000197275",0,0,0,83,81,68,5.59660608907709e-07,"RAD54B",1346,1103
"ENSG00000205710",190,130,47,14,11,11,5.62117174847015e-07,"C17orf107",1347,4001
"ENSG00000249790",15789,5726,1656,72,3,278,5.64653843148085e-07,"AC092490.1",1348,-477
"ENSG00000211595",68,42,112,9,5,0,5.664245833661e-07,"IGKJ3",1349,42377
"ENSG00000258900",16,20,38,0,0,0,5.6773918005412e-07,"HNRNPCP1",1350,NA
"ENSG00000236562",71,11,113,4,2,1,5.70301873033828e-07,"IFITM3P1",1351,-1259
"ENSG00000134571",194,271,1639,57,77,82,5.7116719444413e-07,"MYBPC3",1352,-836
"ENSG00000271278",0,0,0,74,95,68,5.74433870326397e-07,"ELOCP33",1353,100
"ENSG00000197111",23491,9883,22040,4675,5070,5149,5.74667709789402e-07,"PCBP2",1354,5788
"ENSG00000221184",0,0,0,72,87,74,5.74667709789402e-07,"AL513534.1",1355,4042
"ENSG00000257883",0,0,0,5,1400,458,5.74667709789402e-07,"AC125603.2",1356,-66
"ENSG00000088727",29,17,35,417,327,500,5.8053629342901e-07,"KIF9",1357,-76
"ENSG00000273245",2,0,2,98,105,118,5.8053629342901e-07,"AC092653.1",1358,662
"ENSG00000271064",2,0,0,118,169,169,5.83254414757563e-07,"AC027644.2",1359,3233
"ENSG00000179593",16,369,2172,14,2,0,5.90606703630713e-07,"ALOX15B",1360,-551
"ENSG00000105750",10,30,23,398,499,529,5.92693122775816e-07,"ZNF85",1361,-378
"ENSG00000229989",4,8,0,1299,202,756,5.92948423504721e-07,"MIR181A1HG",1362,-69
"ENSG00000166311",643,797,1627,417,481,326,6.03352999806441e-07,"SMPD1",1363,-603
"ENSG00000185897",63,11,1299,8,2,1,6.03352999806441e-07,"FFAR3",1364,-487
"ENSG00000197863",19,29,27,372,378,484,6.05865078100516e-07,"ZNF790",1365,-492
"ENSG00000200091",0,0,0,53,98,132,6.0605454028783e-07,"RN7SKP163",1366,94
"ENSG00000225092",2,0,0,106,184,357,6.06887016062607e-07,"AL355336.1",1367,-225
"ENSG00000259236",0,0,0,68,72,110,6.09408549169268e-07,"GOLGA8VP",1368,3246
"ENSG00000124098",8821,8598,3102,946,1222,953,6.11917542766328e-07,"FAM210B",1369,-474
"ENSG00000082269",29,84,77,1518,1377,889,6.14374423117108e-07,"FAM135A",1370,-421
"ENSG00000245261",31,13,36,0,0,0,6.14374423117108e-07,"AL133375.1",1371,NA
"ENSG00000258274",0,0,0,111,59,78,6.16737737269343e-07,"AC012085.2",1372,1873
"ENSG00000131759",3478,4386,14124,1330,2030,744,6.17512320969989e-07,"RARA",1373,-276
"ENSG00000189430",326,217,131,42,29,12,6.22483747532114e-07,"NCR1",1374,-1091
"ENSG00000236526",0,0,0,94,49,248,6.25391592816655e-07,"AL035448.1",1375,38
"ENSG00000023892",5059,4091,10755,2850,2036,2795,6.30785255422125e-07,"DEF6",1376,-670
"ENSG00000261002",0,0,0,76,75,76,6.3140945221199e-07,"AC036103.1",1377,2522
"ENSG00000241429",10,4,2,213,310,406,6.31638925850368e-07,"EEF1A1P25",1378,3873
"ENSG00000071859",1279,1119,2011,666,549,312,6.38480329096978e-07,"FAM50A",1379,-653
"ENSG00000259335",0,0,0,64,80,95,6.47561609651719e-07,"HNRNPMP1",1380,90
"ENSG00000159086",225,273,590,3770,2757,3283,6.49734616219571e-07,"PAXBP1",1381,-821
"ENSG00000243414",47,61,286,1,11,1,6.51160998537283e-07,"TICAM2",1382,21358
"ENSG00000261837",0,0,0,58,111,84,6.51160998537283e-07,"AC046158.2",1383,1062
"ENSG00000174370",2,4,1,128,373,120,6.55391109828991e-07,"C11orf45",1384,367
"ENSG00000230530",0,4,3,109,203,127,6.65000588085161e-07,"LIMD1-AS1",1385,8973
"ENSG00000231468",0,0,0,56,106,91,6.71540548295306e-07,"PRDX3P2",1386,1336
"ENSG00000186187",78,81,92,2175,871,2868,6.73320872615881e-07,"ZNRF1",1387,-207
"ENSG00000152684",543,440,1786,255,243,246,6.74164582152834e-07,"PELO",1388,-358
"ENSG00000154548",9,6,19,300,238,137,6.74272904148194e-07,"SRSF12",1389,789
"ENSG00000232187",64,75,340,18,27,9,6.77507608076895e-07,"FTH1P7",1390,-1321
"ENSG00000238795",22,27,23,0,0,0,6.7809827481095e-07,"SCARNA12",1391,NA
"ENSG00000099834",15,3,4,695,413,265,6.88130970019391e-07,"CDHR5",1392,-890
"ENSG00000134551",0,0,0,55,86,138,6.92133688625579e-07,"PRH2",1393,1879
"ENSG00000242474",3,4,0,277,125,343,6.95602647067026e-07,"AC093627.5",1394,12326
"ENSG00000182117",1010,2376,8303,468,627,567,7.02423489001557e-07,"NOP10",1395,-393
"ENSG00000198546",272,228,313,110,97,99,7.0303021528516e-07,"ZNF511",1396,12180
"ENSG00000198429",27,13,17,344,621,1194,7.07058638287942e-07,"ZNF69",1397,-518
"ENSG00000266371",0,0,1,103,104,208,7.07207260609935e-07,"AC079915.1",1398,-490
"ENSG00000064666",11806,12079,56761,3186,3958,743,7.09839251818631e-07,"CNN2",1399,-372
"ENSG00000236364",2,0,0,134,131,156,7.16422767692608e-07,"AL358115.1",1400,-69
"ENSG00000172348",13,44,82,3,3,1,7.20573395399474e-07,"RCAN2",1401,-991
"ENSG00000198851",9865,6098,2231,919,166,220,7.23376763050708e-07,"CD3E",1402,-458
"ENSG00000141449",2,2,6,90,123,227,7.28474819528112e-07,"GREB1L",1403,786
"ENSG00000234975",94,59,152,16,31,13,7.28777899951654e-07,"FTH1P2",1404,-1378
"ENSG00000203879",6319,4260,19010,3196,1991,1866,7.29411268690813e-07,"GDI1",1405,-672
"ENSG00000132639",37,8,432,1,0,0,7.33056556692957e-07,"SNAP25",1406,-971
"ENSG00000166860",57,67,75,952,701,776,7.33180517612145e-07,"ZBTB39",1407,-629
"ENSG00000213137",0,0,0,84,69,70,7.37745499233025e-07,"ARF1P2",1408,1603
"ENSG00000167470",6028,5972,14548,4397,2798,3371,7.37869833386281e-07,"MIDN",1409,-567
"ENSG00000179361",2357,913,3112,523,619,523,7.41268403601713e-07,"ARID3B",1410,-554
"ENSG00000266965",0,0,0,82,55,135,7.42491634652459e-07,"AC090220.1",1411,110
"ENSG00000156170",49,67,155,1471,779,1537,7.42942536345356e-07,"NDUFAF6",1412,-326
"ENSG00000235937",0,0,0,91,71,64,7.42942536345356e-07,"RPL21P30",1413,1057
"ENSG00000110203",245,800,9646,59,11,0,7.59993689040332e-07,"FOLR3",1414,-488
"ENSG00000123159",497,394,477,158,96,152,7.59993689040332e-07,"GIPC1",1415,-782
"ENSG00000139970",337,196,256,43,79,32,7.59993689040332e-07,"RTN1",1416,-1058
"ENSG00000278505",0,0,0,161,37,143,7.63192901812994e-07,"C17orf78",1417,109
"ENSG00000261868",6,0,1,235,205,227,7.63610791114454e-07,"MFSD1P1",1418,466
"ENSG00000266017",0,0,0,47,105,139,7.71399964502826e-07,"MIR4477B",1419,9249
"ENSG00000111729",372,458,1896,20,102,8,7.72311737266452e-07,"CLEC4A",1420,30857
"ENSG00000255513",46,49,11,0,0,0,7.72311737266452e-07,"AC005363.1",1421,NA
"ENSG00000119703",2,5,0,196,181,380,7.72892124438457e-07,"ZC2HC1C",1422,98
"ENSG00000269934",4,4,7,144,113,99,7.75222360579511e-07,"AL353593.1",1423,7167
"ENSG00000213714",25,49,163,6,11,6,7.79892756519861e-07,"FAM209B",1424,-805
"ENSG00000249028",0,0,0,105,54,83,7.86240262032183e-07,"AC004672.1",1425,118
"ENSG00000234500",2,1,3,84,102,106,7.87592517301683e-07,"AC008267.3",1426,15348
"ENSG00000119862",190,255,735,58,30,95,7.92186430452545e-07,"LGALSL",1427,-512
"ENSG00000112984",37,11,24,551,1280,579,7.98174293094272e-07,"KIF20A",1428,19
"ENSG00000218596",0,0,0,127,41,137,8.02365670350269e-07,"AL162578.1",1429,2520
"ENSG00000093217",20,8,11,325,412,292,8.07767166481094e-07,"XYLB",1430,-78
"ENSG00000197779",70,103,261,1645,1507,2221,8.08952787995016e-07,"ZNF81",1431,2797
"ENSG00000199733",0,0,0,82,81,60,8.08970666514548e-07,"RNA5SP307",1432,1150
"ENSG00000007350",864,273,115,47,16,11,8.11526381868031e-07,"TKTL1",1433,-480
"ENSG00000132953",265,185,237,3146,3364,2829,8.11994193452824e-07,"XPO4",1434,-550
"ENSG00000105810",586,532,193,18521,11990,51604,8.12447541909412e-07,"CDK6",1435,-672
"ENSG00000170946",30,29,66,396,450,415,8.19948394550612e-07,"DNAJC24",1436,9583
"ENSG00000174776",6,2,2,43,600,1636,8.22996316336453e-07,"WDR49",1437,102
"ENSG00000211789",51,135,37,4,0,0,8.24225691584283e-07,"TRAV12-2",1438,79
"ENSG00000277734",5801,5980,1994,783,138,165,8.24488376045201e-07,"TRAC",1439,-203
"ENSG00000235159",0,0,0,57,76,136,8.34679470210472e-07,"AL121672.2",1440,98
"ENSG00000270296",0,0,0,41,159,118,8.36678292360131e-07,"STX8P1",1441,984
"ENSG00000231697",2,0,0,166,110,146,8.47584399870925e-07,"NANOGP5",1442,-125
"ENSG00000142252",129,237,430,58,88,70,8.52081344178545e-07,"GEMIN7",1443,21824
"ENSG00000142227",4484,5519,6277,2023,2269,2296,8.52876571351267e-07,"EMP3",1444,-504
"ENSG00000162391",1,0,0,249,81,115,8.53604872969652e-07,"FAM151A",1445,176
"ENSG00000272449",76,113,64,19,11,8,8.53604872969652e-07,"AL139246.5",1446,-513
"ENSG00000177082",38,21,64,474,529,466,8.53989829713115e-07,"WDR73",1447,6036
"ENSG00000135821",66709,24220,131211,19893,12671,13290,8.56862078533716e-07,"GLUL",1448,-507
"ENSG00000279528",18,19,30,0,0,0,8.64470918278689e-07,"AC115618.3",1449,NA
"ENSG00000185338",135,245,188,58,22,28,8.68494298649212e-07,"SOCS1",1450,-634
"ENSG00000230735",0,0,0,57,102,78,8.74796075357823e-07,"AC093423.2",1451,1910
"ENSG00000103502",1509,1643,3989,970,1070,994,8.75394553356592e-07,"CDIPT",1452,-361
"ENSG00000166523",813,7131,39797,85,455,9,8.77635014196444e-07,"CLEC4E",1453,-462
"ENSG00000123552",43,62,59,1016,615,1191,8.82018329423561e-07,"USP45",1454,-429
"ENSG00000267348",2,3,1,112,173,90,8.85499608059094e-07,"GEMIN7-AS1",1455,3610
"ENSG00000158825",4217,2347,22170,52,534,19,8.91949796369019e-07,"CDA",1456,-449
"ENSG00000180530",121,155,374,2768,2851,7635,8.98486151092251e-07,"NRIP1",1457,-839
"ENSG00000106723",318,295,636,4025,3517,5785,9.04040492946835e-07,"SPIN1",1458,-637
"ENSG00000225401",0,0,0,69,63,101,9.04040492946835e-07,"TGIF2P1",1459,2039
"ENSG00000119771",16,10,26,173,2488,803,9.09765099642844e-07,"KLHL29",1460,501
"ENSG00000187994",573,579,1478,312,253,371,9.17365041298001e-07,"RINL",1461,-704
"ENSG00000241839",3560,5880,23891,1567,2304,1136,9.27177490635693e-07,"PLEKHO2",1462,12
"ENSG00000278989",2,2,0,161,85,191,9.37957321943655e-07,"AP001148.1",1463,102
"ENSG00000234788",0,0,0,81,97,53,9.40809699359698e-07,"HSPA8P3",1464,158
"ENSG00000084764",217,117,1252,57,47,17,9.41746154233541e-07,"MAPRE3",1465,-646
"ENSG00000125510",179,261,3046,64,74,46,9.41746154233541e-07,"OPRL1",1466,20804
"ENSG00000140022",24,77,51,2959,737,1968,9.41746154233541e-07,"STON2",1467,-613
"ENSG00000085224",624,861,1724,9217,9581,11673,9.4573546409815e-07,"ATRX",1468,-736
"ENSG00000188152",12,2,13,248,266,205,9.4573546409815e-07,"NUTM2G",1469,1583
"ENSG00000259668",6,0,6,132,328,228,9.45747362705851e-07,"AC066613.1",1470,2980
"ENSG00000040275",27,47,55,493,969,644,9.50459920410068e-07,"SPDL1",1471,-658
"ENSG00000115507",132,116,12,3,1,4,9.50665671689509e-07,"OTX1",1472,-493
"ENSG00000201028",0,0,0,63,86,71,9.52296486583764e-07,"RNU6-151P",1473,2882
"ENSG00000234185",1,0,0,124,107,99,9.54533526855713e-07,"AC068533.3",1474,1645
"ENSG00000138587",4,0,3,120,114,211,9.59424895463782e-07,"MNS1",1475,1009
"ENSG00000243753",643,488,542,217,152,151,9.61631283502326e-07,"HLA-L",1476,1810
"ENSG00000243806",0,0,0,43,222,90,9.74347259526969e-07,"RPL7P18",1477,1289
"ENSG00000100365",5126,12651,54470,990,1748,3108,9.77755570484117e-07,"NCF4",1478,-395
