"padj","gene","symbol","rank","rank_change"
1.21407328998508e-06,"ENSG00000197863","ZNF790",873,492
1.22719347034009e-06,"ENSG00000275302","CCL4",874,440
1.23726223658082e-06,"ENSG00000185507","IRF7",875,618
1.23831461338402e-06,"ENSG00000186871","ERCC6L",876,1243
1.23881814136556e-06,"ENSG00000185897","FFAR3",877,487
1.23881814136556e-06,"ENSG00000233223","AC016876.1",878,3836
1.23956756571116e-06,"ENSG00000198429","ZNF69",879,518
1.25474816020106e-06,"ENSG00000185236","RAB11B",880,392
1.25474816020106e-06,"ENSG00000253667","AC100821.1",881,1055
1.25547794421609e-06,"ENSG00000105048","TNNT1",882,1059
1.2577806942543e-06,"ENSG00000074621","SLC24A1",883,40
1.2577806942543e-06,"ENSG00000132953","XPO4",884,550
1.2577806942543e-06,"ENSG00000138658","ZGRF1",885,873
1.2577806942543e-06,"ENSG00000155100","OTUD6B",886,188
1.27770730422127e-06,"ENSG00000024526","DEPDC1",887,932
1.27892654471826e-06,"ENSG00000115112","TFCP2L1",888,638
1.27892654471826e-06,"ENSG00000150625","GPM6A",889,1889
1.27938182073285e-06,"ENSG00000161920","MED11",890,420
1.27938182073285e-06,"ENSG00000257277","AC092652.1",891,-262
1.28399920354875e-06,"ENSG00000230724","LINC01001",892,-300
1.29208432999598e-06,"ENSG00000076944","STXBP2",893,23
1.29297422853482e-06,"ENSG00000278811","LINC00624",894,860
1.30166880407016e-06,"ENSG00000124098","FAM210B",895,474
1.31999878416366e-06,"ENSG00000188257","PLA2G2A",896,1998
1.32026953909058e-06,"ENSG00000229153","EPHA1-AS1",897,-448
1.32145769290441e-06,"ENSG00000162511","LAPTM5",898,-444
1.32490717114653e-06,"ENSG00000198826","ARHGAP11A",899,1018
1.33572609398162e-06,"ENSG00000240695","AC117382.1",900,374
1.3596239941237e-06,"ENSG00000143315","PIGM",901,-304
1.36145002186939e-06,"ENSG00000287255","AC007877.1",902,NA
1.36367162687625e-06,"ENSG00000286341","AP002762.3",903,NA
1.36619461670583e-06,"ENSG00000100522","GNPNAT1",904,900
1.38913784400069e-06,"ENSG00000141562","NARF",905,1932
1.39199884447205e-06,"ENSG00000260943","LINC02555",906,662
1.41258653176919e-06,"ENSG00000187531","SIRT7",907,2740
1.44679909893779e-06,"ENSG00000266371","AC079915.1",908,490
1.44686851955166e-06,"ENSG00000104324","CPQ",909,416
1.45015928354363e-06,"ENSG00000237361","TUSC8",910,-272
1.45015928354363e-06,"ENSG00000237484","LINC01684",911,-175
1.45125394765473e-06,"ENSG00000237280","AL136982.3",912,-30
1.46272243390338e-06,"ENSG00000086289","EPDR1",913,-203
1.466932320709e-06,"ENSG00000174885","NLRP6",914,1089
1.4808600973718e-06,"ENSG00000119862","LGALSL",915,512
1.49112216145003e-06,"ENSG00000226876","SMYD3-AS1",916,-14
1.5385985631337e-06,"ENSG00000231395","ARL4AP4",917,-72
1.5385985631337e-06,"ENSG00000280383","Z95331.1",918,116
1.54123131159589e-06,"ENSG00000127561","SYNGR3",919,1134
1.54252942746456e-06,"ENSG00000280381","AC026362.2",920,-141
1.55147824974591e-06,"ENSG00000145604","SKP2",921,9
1.56777502898726e-06,"ENSG00000145649","GZMA",922,386
1.60903433916009e-06,"ENSG00000172728","FUT10",923,-290
1.61348149627065e-06,"ENSG00000228140","AL031283.1",924,345
1.63241946627705e-06,"ENSG00000229619","MBNL1-AS1",925,350
1.63998810806259e-06,"ENSG00000110203","FOLR3",926,488
1.64087420323355e-06,"ENSG00000155792","DEPTOR",927,274
1.66471746221567e-06,"ENSG00000283787","PRR33",928,905
1.68235688823752e-06,"ENSG00000105404","RABAC1",929,-844
1.6866243911265e-06,"ENSG00000078403","MLLT10",930,727
1.68983519781437e-06,"ENSG00000073060","SCARB1",931,892
1.69170975959266e-06,"ENSG00000183850","ZNF730",932,-36
1.69170975959266e-06,"ENSG00000272449","AL139246.5",933,513
1.70951964430534e-06,"ENSG00000088726","TMEM40",934,280
1.71482107980529e-06,"ENSG00000261369","AC007533.1",935,86
1.73265314275173e-06,"ENSG00000138758","SEPTIN11",936,692
1.74138201084006e-06,"ENSG00000279170","TSTD3",937,-539
1.74138201084006e-06,"ENSG00000280046","AC104581.4",938,2748
1.75540100616424e-06,"ENSG00000108556","CHRNE",939,1038
1.75540100616424e-06,"ENSG00000142227","EMP3",940,504
1.76194491549799e-06,"ENSG00000135821","GLUL",941,507
1.79291563825367e-06,"ENSG00000164054","SHISA5",942,375
1.79371079034685e-06,"ENSG00000087448","KLHL42",943,117
1.81654836470515e-06,"ENSG00000198851","CD3E",944,458
1.82357715445361e-06,"ENSG00000146826","MAP11",945,278
1.83072916707813e-06,"ENSG00000196678","ERI2",946,1898
1.84465150243651e-06,"ENSG00000062282","DGAT2",947,721
1.84465201026325e-06,"ENSG00000106330","MOSPD3",948,642
1.8452660111494e-06,"ENSG00000082269","FAM135A",949,421
1.86377571160939e-06,"ENSG00000230191","IFITM3P4",950,8347
1.88759750185949e-06,"ENSG00000169228","RAB24",951,-884
1.88796684632475e-06,"ENSG00000197147","LRRC8B",952,161
1.88834850582572e-06,"ENSG00000007350","TKTL1",953,480
1.88834850582572e-06,"ENSG00000161048","NAPEPLD",954,616
1.88834850582572e-06,"ENSG00000198892","SHISA4",955,NA
1.88899789094708e-06,"ENSG00000023516","AKAP11",956,658
1.88899789094708e-06,"ENSG00000287408","AC027811.1",957,NA
1.90053997718759e-06,"ENSG00000132823","OSER1",958,561
1.93631213109188e-06,"ENSG00000273691","AC087284.1",959,-62
1.94092198470186e-06,"ENSG00000173762","CD7",960,627
1.96238134721501e-06,"ENSG00000180610","ZBTB12BP",961,-285
1.97693249811977e-06,"ENSG00000287555","AC023424.2",962,NA
2.00457813229098e-06,"ENSG00000126091","ST3GAL3",963,3428
2.01338393700062e-06,"ENSG00000286320","AC108053.1",964,NA
2.01576060533415e-06,"ENSG00000171634","BPTF",965,933
2.02069548894245e-06,"ENSG00000254910","AC136475.2",966,4911
2.03210505373395e-06,"ENSG00000121742","GJB6",967,1595
2.06971422779962e-06,"ENSG00000247774","PCED1B-AS1",968,792
2.07070964147053e-06,"ENSG00000170231","FABP6",969,6191
2.0852778117039e-06,"ENSG00000065328","MCM10",970,564
2.0852778117039e-06,"ENSG00000228915","OR7E128P",971,-37
2.08765022150161e-06,"ENSG00000212743","LINC02656",972,614
2.09228171069221e-06,"ENSG00000185303","SFTPA2",973,2214
2.10712379069395e-06,"ENSG00000185189","NRBP2",974,329
2.11174000871496e-06,"ENSG00000171222","SCAND1",975,352
2.13172026137983e-06,"ENSG00000175467","SART1",976,641
2.13306623814498e-06,"ENSG00000197019","SERTAD1",977,534
2.13306623814498e-06,"ENSG00000224315","RPL7P7",978,-51
2.14706518614825e-06,"ENSG00000115507","OTX1",979,493
2.15380542049721e-06,"ENSG00000158715","SLC45A3",980,642
2.19047767661694e-06,"ENSG00000161551","ZNF577",981,153
2.2021451003888e-06,"ENSG00000011422","PLAUR",982,580
2.21187286679458e-06,"ENSG00000105750","ZNF85",983,378
2.21298874083227e-06,"ENSG00000178980","SELENOW",984,1305
2.22577058295554e-06,"ENSG00000196628","TCF4",985,827
2.23377696447594e-06,"ENSG00000108309","RUNDC3A",986,572
2.23902173176681e-06,"ENSG00000230322","AL136320.1",987,-741
2.260962448912e-06,"ENSG00000265727","RN7SL648P",988,-15
2.26784535982672e-06,"ENSG00000160336","ZNF761",989,1296
2.28907728852185e-06,"ENSG00000078043","PIAS2",990,781
2.31387355163586e-06,"ENSG00000166523","CLEC4E",991,462
2.32688980493421e-06,"ENSG00000109956","B3GAT1",992,1154
2.35066495589939e-06,"ENSG00000115020","PIKFYVE",993,763
2.36689526343001e-06,"ENSG00000125734","GPR108",994,1120
2.39142225362831e-06,"ENSG00000198055","GRK6",995,823
2.41154840321543e-06,"ENSG00000158552","ZFAND2B",996,748
2.43193127633475e-06,"ENSG00000266094","RASSF5",997,515
2.45145117419512e-06,"ENSG00000239839","DEFA3",998,740
2.46542115760883e-06,"ENSG00000215196","BASP1-AS1",999,2037
2.48785865919878e-06,"ENSG00000093134","VNN3",1000,692
2.49192869286079e-06,"ENSG00000138442","WDR12",1001,789
2.49697860238012e-06,"ENSG00000182117","NOP10",1002,393
2.51886926545619e-06,"ENSG00000105321","CCDC9",1003,1237
2.54994080758555e-06,"ENSG00000236535","RC3H1-IT1",1004,-28
2.55301066905688e-06,"ENSG00000213976","AC010615.1",1005,104
2.55437309232275e-06,"ENSG00000185000","DGAT1",1006,844
2.57947600124364e-06,"ENSG00000158825","CDA",1007,449
2.58360261671667e-06,"ENSG00000145423","SFRP2",1008,1039
2.59358604845729e-06,"ENSG00000214960","CRPPA",1009,94
2.61334833634024e-06,"ENSG00000180626","ZNF594",1010,201
2.66854027994231e-06,"ENSG00000253710","ALG11",1011,1310
2.68370371646399e-06,"ENSG00000169891","REPS2",1012,741
2.68599618148502e-06,"ENSG00000005189","REXO5",1013,1119
2.69611835364708e-06,"ENSG00000225526","MKRN2OS",1014,-225
2.70008076852797e-06,"ENSG00000236493","EIF2S2P3",1015,-50
2.7065664707075e-06,"ENSG00000007516","BAIAP3",1016,723
2.73258347906352e-06,"ENSG00000234630","AC245060.2",1017,104
2.76051683305686e-06,"ENSG00000204463","BAG6",1018,835
2.77105420887824e-06,"ENSG00000132819","RBM38",1019,318
2.79199941151165e-06,"ENSG00000278275","AC103705.1",1020,-33
2.80974854798747e-06,"ENSG00000188186","LAMTOR4",1021,748
2.8139988332396e-06,"ENSG00000189136","UBE2Q2P1",1022,-259
2.84359336911539e-06,"ENSG00000276672","AL161891.1",1023,820
2.84371098698198e-06,"ENSG00000109103","UNC119",1024,567
2.92922458569128e-06,"ENSG00000123552","USP45",1025,429
2.92922458569128e-06,"ENSG00000281392","LINC00506",1026,-412
2.9478342352677e-06,"ENSG00000064666","CNN2",1027,372
3.00150670560086e-06,"ENSG00000168903","BTNL3",1028,1173
3.00150670560086e-06,"ENSG00000169184","MN1",1029,219
3.03525464341354e-06,"ENSG00000152684","PELO",1030,358
3.06093084594834e-06,"ENSG00000144668","ITGA9",1031,599
3.06093084594834e-06,"ENSG00000154920","EME1",1032,1016
3.08287288550307e-06,"ENSG00000119535","CSF3R",1033,924
3.08287288550307e-06,"ENSG00000262246","CORO7",1034,-971
3.11554754344493e-06,"ENSG00000169174","PCSK9",1035,1194
3.11554754344493e-06,"ENSG00000248092","NNT-AS1",1036,528
3.12188951147059e-06,"ENSG00000140043","PTGR2",1037,15655
3.12188951147059e-06,"ENSG00000253731","PCDHGA6",1038,2645
3.13533370576845e-06,"ENSG00000111276","CDKN1B",1039,471
3.13533370576845e-06,"ENSG00000146094","DOK3",1040,533
3.13533370576845e-06,"ENSG00000147465","STAR",1041,-537
3.14023280715205e-06,"ENSG00000244476","ERVFRD-1",1042,-374
3.17243518271692e-06,"ENSG00000175305","CCNE2",1043,-101
3.250002290455e-06,"ENSG00000225037","EIF1AX-AS1",1044,0
3.2713260880565e-06,"ENSG00000251562","MALAT1",1045,1206
3.3148357974368e-06,"ENSG00000248996","AC145098.1",1046,1297
3.32193491143911e-06,"ENSG00000110448","CD5",1047,504
3.3455340099356e-06,"ENSG00000233340","AL139120.1",1048,-42
3.36750688260496e-06,"ENSG00000180209","MYLPF",1049,1391
3.42711412951352e-06,"ENSG00000143228","NUF2",1050,477
3.44882740709878e-06,"ENSG00000286512","AL031768.2",1051,NA
3.45839658848791e-06,"ENSG00000102189","EEA1",1052,660
3.49842400747015e-06,"ENSG00000166265","CYYR1",1053,485
3.56074747819426e-06,"ENSG00000189013","KIR2DL4",1054,695
3.57491741494083e-06,"ENSG00000068831","RASGRP2",1055,980
3.58944745383229e-06,"ENSG00000171443","ZNF524",1056,139
3.59181892521418e-06,"ENSG00000150995","ITPR1",1057,-455
3.64194423779931e-06,"ENSG00000178764","ZHX2",1058,861
3.64387185027257e-06,"ENSG00000168824","NSG1",1059,1082
3.64387185027257e-06,"ENSG00000172005","MAL",1060,685
3.64387185027257e-06,"ENSG00000273891","AL731566.2",1061,1533
3.67109654882987e-06,"ENSG00000162849","KIF26B",1062,271
3.69856528861796e-06,"ENSG00000158578","ALAS2",1063,492
3.69943218095064e-06,"ENSG00000167633","KIR3DL1",1064,223
3.70770989624729e-06,"ENSG00000243064","ABCC13",1065,665
3.70770989624729e-06,"ENSG00000249662","LINC02218",1066,2190
3.7245932164112e-06,"ENSG00000167797","CDK2AP2",1067,729
3.73343071120197e-06,"ENSG00000283122","HYMAI",1068,183
3.73634335993478e-06,"ENSG00000165078","CPA6",1069,-4
3.79870462146596e-06,"ENSG00000187951","AC091057.1",1070,3095
3.83978752995846e-06,"ENSG00000176542","USF3",1071,1429
3.83978752995846e-06,"ENSG00000261451","AC104964.2",1072,1022
3.8449461814622e-06,"ENSG00000128011","LRFN1",1073,1373
3.84743399923697e-06,"ENSG00000280374","AC019080.5",1074,116
3.90505092376284e-06,"ENSG00000271026","KATNBL1P1",1075,-27
3.9227009795483e-06,"ENSG00000027869","SH2D2A",1076,873
3.9227009795483e-06,"ENSG00000060971","ACAA1",1077,1232
3.95120977178389e-06,"ENSG00000112200","ZNF451",1078,1165
3.95120977178389e-06,"ENSG00000234745","HLA-B",1079,205
3.98074164505823e-06,"ENSG00000270392","PFN1P2",1080,2135
4.00819527303338e-06,"ENSG00000172183","ISG20",1081,1499
4.02297851398e-06,"ENSG00000279342","AP000866.6",1082,777
4.0230345690892e-06,"ENSG00000100365","NCF4",1083,395
4.03538247794866e-06,"ENSG00000199405","SNORA1B",1084,-334
4.04922248528937e-06,"ENSG00000142661","MYOM3",1085,1975
4.04922248528937e-06,"ENSG00000156170","NDUFAF6",1086,326
4.110394422389e-06,"ENSG00000258472","AC005726.1",1087,16471
4.16163569646773e-06,"ENSG00000115827","DCAF17",1088,1128
4.16163569646773e-06,"ENSG00000172888","ZNF621",1089,1095
4.16810308133395e-06,"ENSG00000254538","AC027018.1",1090,109
4.17310290119316e-06,"ENSG00000103502","CDIPT",1091,361
4.19596708238004e-06,"ENSG00000071553","ATP6AP1",1092,715
4.21376127995142e-06,"ENSG00000091651","ORC6",1093,975
4.29651134288851e-06,"ENSG00000089639","GMIP",1094,703
4.34058695920801e-06,"ENSG00000232545","AC253536.3",1095,-342
4.35082750621272e-06,"ENSG00000233436","BTBD18",1096,482
4.3550064131142e-06,"ENSG00000131759","RARA",1097,276
4.36727694597851e-06,"ENSG00000235669","CHN2-AS1",1098,-37
4.39148406041436e-06,"ENSG00000266074","BAHCC1",1099,193
4.40334981999417e-06,"ENSG00000180353","HCLS1",1100,593
4.41512821933394e-06,"ENSG00000112655","PTK7",1101,568
4.41836787192176e-06,"ENSG00000162645","GBP2",1102,548
4.41836787192176e-06,"ENSG00000187116","LILRA5",1103,446
4.41836787192176e-06,"ENSG00000287771","AC007271.1",1104,NA
4.44308634026174e-06,"ENSG00000120129","DUSP1",1105,744
4.44858096570941e-06,"ENSG00000130226","DPP6",1106,3877
4.46065768951567e-06,"ENSG00000125534","PPDPF",1107,704
4.46065768951567e-06,"ENSG00000272669","AL021707.6",1108,428
4.46147229815922e-06,"ENSG00000034053","APBA2",1109,874
4.46147229815922e-06,"ENSG00000264895","AC006141.1",1110,974
4.4638609108613e-06,"ENSG00000276248","AL442125.1",1111,740
4.50624521093654e-06,"ENSG00000288048","AC104088.3",1112,NA
4.51021387390701e-06,"ENSG00000100225","FBXO7",1113,614
4.51021387390701e-06,"ENSG00000127948","POR",1114,608
4.52489133588463e-06,"ENSG00000101474","APMAP",1115,466
4.58570852567899e-06,"ENSG00000164109","MAD2L1",1116,840
4.63895364020803e-06,"ENSG00000215883","CYB5RL",1117,1665
4.67451072950886e-06,"ENSG00000229036","VDAC1P8",1118,4
4.67503159906345e-06,"ENSG00000274461","AC023282.1",1119,46
4.6838845705108e-06,"ENSG00000189423","USP32P3",1120,85
4.6838845705108e-06,"ENSG00000198015","MRPL42",1121,778
4.68943597372241e-06,"ENSG00000162894","FCMR",1122,769
4.73098301728493e-06,"ENSG00000105254","TBCB",1123,738
4.74421535228675e-06,"ENSG00000235655","H3P6",1124,NA
4.76811738476223e-06,"ENSG00000135636","DYSF",1125,615
4.79008480590852e-06,"ENSG00000160948","VPS28",1126,617
4.81175147102323e-06,"ENSG00000232869","TRBV29-1",1127,-365
4.82535232757281e-06,"ENSG00000114933","INO80D",1128,950
4.82535232757281e-06,"ENSG00000264196","AC011120.1",1129,-86
4.82652539018093e-06,"ENSG00000234329","AL604028.2",1130,1617
4.90113749301495e-06,"ENSG00000013588","GPRC5A",1131,2460
4.90113749301495e-06,"ENSG00000165626","BEND7",1132,452
4.93096336682183e-06,"ENSG00000178177","LCORL",1133,972
4.93096336682183e-06,"ENSG00000188219","POTEE",1134,2026
5.02206412626171e-06,"ENSG00000133119","RFC3",1135,1801
5.02929496335486e-06,"ENSG00000096696","DSP",1136,13686
5.04681201305486e-06,"ENSG00000105821","DNAJC2",1137,683
5.05091161994898e-06,"ENSG00000135838","NPL",1138,580
5.05383859680701e-06,"ENSG00000111913","RIPOR2",1139,638
5.05943942282018e-06,"ENSG00000101421","CHMP4B",1140,594
5.05943942282018e-06,"ENSG00000268433","MTDHP3",1141,503
5.07222678137401e-06,"ENSG00000225092","AL355336.1",1142,225
5.1074146211158e-06,"ENSG00000186891","TNFRSF18",1143,614
5.11434594463316e-06,"ENSG00000131023","LATS1",1144,1182
5.12063914199729e-06,"ENSG00000174697","LEP",1145,745
5.12063914199729e-06,"ENSG00000197852","INKA2",1146,458
5.12063914199729e-06,"ENSG00000223984","HNRNPRP1",1147,581
5.12063914199729e-06,"ENSG00000231707","PABPC1P1",1148,-367
5.12063914199729e-06,"ENSG00000260257","AL035071.1",1149,619
5.17186218515973e-06,"ENSG00000137801","THBS1",1150,339
5.17469619531516e-06,"ENSG00000176834","VSIG10",1151,418
5.20006086498209e-06,"ENSG00000124256","ZBP1",1152,981
5.20006086498209e-06,"ENSG00000204010","IFIT1B",1153,589
5.2565617846244e-06,"ENSG00000231566","LINC02595",1154,-47
5.27016076074246e-06,"ENSG00000279021","AC092139.1",1155,850
5.31581932457657e-06,"ENSG00000142089","IFITM3",1156,481
5.347297602388e-06,"ENSG00000009724","MASP2",1157,-86
5.36989035373898e-06,"ENSG00000112195","TREML2",1158,917
5.40880859894986e-06,"ENSG00000141854","MISP3",1159,1930
5.41806840159238e-06,"ENSG00000004660","CAMKK1",1160,1155
5.41806840159238e-06,"ENSG00000231999","LRRC8C-DT",1161,-920
5.42555186817629e-06,"ENSG00000188529","SRSF10",1162,630
5.42555186817629e-06,"ENSG00000239763","AC009120.1",1163,2083
5.4359167632721e-06,"ENSG00000259768","AC004943.2",1164,1219
5.51086812929795e-06,"ENSG00000229839","AC018462.1",1165,-486
5.53226876699166e-06,"ENSG00000108518","PFN1",1166,-121
5.53278648772361e-06,"ENSG00000088881","EBF4",1167,771
5.53278648772361e-06,"ENSG00000104738","MCM4",1168,1146
5.59628830647553e-06,"ENSG00000264520","AC005154.4",1169,-27
5.59900817767711e-06,"ENSG00000163738","MTHFD2L",1170,619
5.62733426391314e-06,"ENSG00000174197","MGA",1171,938
5.62733426391314e-06,"ENSG00000231964","AL731567.1",1172,3710
5.63680725677717e-06,"ENSG00000075407","ZNF37A",1173,618
5.63680725677717e-06,"ENSG00000125676","THOC2",1174,1086
5.66334872895394e-06,"ENSG00000242950","ERVW-1",1175,-564
5.7471727082762e-06,"ENSG00000279620","AC099494.3",1176,406
5.79320369478748e-06,"ENSG00000147588","PMP2",1177,4996
5.8033046384127e-06,"ENSG00000258512","LINC00239",1178,2274
5.81249577798052e-06,"ENSG00000124782","RREB1",1179,160
5.86057736493851e-06,"ENSG00000186187","ZNRF1",1180,207
5.87131567167388e-06,"ENSG00000207308","RNU6-878P",1181,-40
5.87205570455935e-06,"ENSG00000180739","S1PR5",1182,518
5.89447616401477e-06,"ENSG00000139370","SLC15A4",1183,929
5.9098852695802e-06,"ENSG00000142973","CYP4B1",1184,1984
5.94928084376207e-06,"ENSG00000100218","RSPH14",1185,1316
5.96780820458317e-06,"ENSG00000156858","PRR14",1186,1068
6.00839486257749e-06,"ENSG00000141574","SECTM1",1187,510
6.04630658503303e-06,"ENSG00000274756","AC243732.1",1188,-290
6.04630964799452e-06,"ENSG00000145491","ROPN1L",1189,637
6.085012556766e-06,"ENSG00000156650","KAT6B",1190,677
6.13357704115951e-06,"ENSG00000198821","CD247",1191,559
6.18112128852688e-06,"ENSG00000110245","APOC3",1192,880
6.23015663400791e-06,"ENSG00000257246","PHBP19",1193,-113
6.25743211466325e-06,"ENSG00000234562","TPMTP2",1194,-40
6.27095489591376e-06,"ENSG00000225751","AC087501.1",1195,-50
6.35046419055293e-06,"ENSG00000126903","SLC10A3",1196,511
6.35841330232786e-06,"ENSG00000280128","AL662795.2",1197,511
6.35910253148172e-06,"ENSG00000214773","AC112512.1",1198,3364
6.37505517127199e-06,"ENSG00000259635","AC100830.1",1199,-198
6.4582977640563e-06,"ENSG00000130943","PKDREJ",1200,78
6.45874140589306e-06,"ENSG00000131408","NR1H2",1201,646
6.49963887916272e-06,"ENSG00000179715","PCED1B",1202,524
6.49963887916272e-06,"ENSG00000253536","AC138832.1",1203,-45
6.52681871976557e-06,"ENSG00000170312","CDK1",1204,668
6.57077815936477e-06,"ENSG00000253230","MIR124-1HG",1205,11711
6.61179134856957e-06,"ENSG00000121957","GPSM2",1206,1448
6.63346689984516e-06,"ENSG00000227376","FTH1P16",1207,12339
6.64167750239558e-06,"ENSG00000183762","KREMEN1",1208,564
6.65706204962339e-06,"ENSG00000228061","AC131571.1",1209,-46
6.65706204962339e-06,"ENSG00000235917","MTCO2P11",1210,-131
6.66549050050971e-06,"ENSG00000256633","PDE2A-AS2",1211,3389
6.68209457682011e-06,"ENSG00000165392","WRN",1212,-263
6.70181946307747e-06,"ENSG00000164989","CCDC171",1213,511
6.75076484553567e-06,"ENSG00000234066","TAS2R62P",1214,610
6.75076484553567e-06,"ENSG00000265185","SNORD3B-1",1215,113
6.76595534502057e-06,"ENSG00000147099","HDAC8",1216,1165
6.84779179598984e-06,"ENSG00000240065","PSMB9",1217,839
6.86010674383715e-06,"ENSG00000078018","MAP2",1218,3030
6.86960840475377e-06,"ENSG00000260790","AC092338.2",1219,636
6.87439725073249e-06,"ENSG00000164292","RHOBTB3",1220,-662
6.98238304416901e-06,"ENSG00000245694","CRNDE",1221,649
7.0418364468532e-06,"ENSG00000132510","KDM6B",1222,888
7.05186799970703e-06,"ENSG00000128829","EIF2AK4",1223,752
7.05186799970703e-06,"ENSG00000132965","ALOX5AP",1224,508
7.05186799970703e-06,"ENSG00000225377","NRSN2-AS1",1225,-659
7.05426561298748e-06,"ENSG00000116679","IVNS1ABP",1226,781
7.14824289523067e-06,"ENSG00000143862","ARL8A",1227,827
7.14824289523067e-06,"ENSG00000151952","TMEM132D",1228,558
7.18780320059072e-06,"ENSG00000122852","SFTPA1",1229,6581
7.20401110858136e-06,"ENSG00000120709","FAM53C",1230,451
7.21391970906408e-06,"ENSG00000072163","LIMS2",1231,1558
7.24113743571854e-06,"ENSG00000155926","SLA",1232,677
7.2440172283612e-06,"ENSG00000100167","SEPTIN3",1233,3269
7.27164414723851e-06,"ENSG00000104979","C19orf53",1234,502
7.27164414723851e-06,"ENSG00000120784","ZFP30",1235,389
7.30067553809254e-06,"ENSG00000277734","TRAC",1236,203
7.35204565785951e-06,"ENSG00000183137","CEP57L1",1237,-17
7.37491142253535e-06,"ENSG00000124198","ARFGEF2",1238,892
7.4397429271514e-06,"ENSG00000173039","RELA",1239,908
7.50393447481629e-06,"ENSG00000159069","FBXW5",1240,587
7.58767867869539e-06,"ENSG00000186318","BACE1",1241,3018
7.58834905549514e-06,"ENSG00000160213","CSTB",1242,531
7.58834905549514e-06,"ENSG00000214359","RPL18P10",1243,-69
7.59885389484861e-06,"ENSG00000073861","TBX21",1244,666
7.60812654585761e-06,"ENSG00000169570","DTWD2",1245,-357
7.6263557300955e-06,"ENSG00000109686","SH3D19",1246,-310
7.63856846903167e-06,"ENSG00000117410","ATP6V0B",1247,1180
7.667973538743e-06,"ENSG00000130703","OSBPL2",1248,2885
7.66898454734013e-06,"ENSG00000067829","IDH3G",1249,864
7.68256813941383e-06,"ENSG00000284237","LINC02767",1250,27
7.6887029925143e-06,"ENSG00000204305","AGER",1251,3429
7.71189702533786e-06,"ENSG00000118412","CASP8AP2",1252,833
7.71299089054275e-06,"ENSG00000125910","S1PR4",1253,526
7.75489584128807e-06,"ENSG00000142634","EFHD2",1254,447
7.77472628914122e-06,"ENSG00000182621","PLCB1",1255,1008
7.77472628914122e-06,"ENSG00000234650","PCCA-AS1",1256,-657
7.78944111790705e-06,"ENSG00000145386","CCNA2",1257,1385
7.78944111790705e-06,"ENSG00000164089","ETNPPL",1258,2363
7.79426684677084e-06,"ENSG00000160131","VMA21",1259,899
7.79426684677084e-06,"ENSG00000182141","ZNF708",1260,-478
7.83387539332875e-06,"ENSG00000269570","AP001350.1",1261,1361
7.87886970362885e-06,"ENSG00000125656","CLPP",1262,926
7.92388367913627e-06,"ENSG00000260194","AC007496.1",1263,-60
7.92495994118327e-06,"ENSG00000161203","AP2M1",1264,679
7.93896814839521e-06,"ENSG00000135472","FAIM2",1265,2018
7.95189385308807e-06,"ENSG00000106992","AK1",1266,-1155
7.96605600766671e-06,"ENSG00000072818","ACAP1",1267,1369
7.97716757713171e-06,"ENSG00000133321","PLAAT4",1268,590
7.97716757713171e-06,"ENSG00000138709","LARP1B",1269,1749
8.01898108452142e-06,"ENSG00000265798","AC138207.6",1270,-306
8.07825933837868e-06,"ENSG00000270210","AC104695.2",1271,663
8.13428247195687e-06,"ENSG00000286550","AL591002.1",1272,NA
8.13661177579677e-06,"ENSG00000130176","CNN1",1273,2308
8.14381436849779e-06,"ENSG00000236977","ANKRD44-IT1",1274,-954
8.14381436849779e-06,"ENSG00000285303","AC004381.4",1275,NA
8.15619390091194e-06,"ENSG00000082146","STRADB",1276,518
8.21328391755995e-06,"ENSG00000247151","CSTF3-DT",1277,1210
8.23556873765312e-06,"ENSG00000155307","SAMSN1",1278,746
8.25202274899833e-06,"ENSG00000171291","ZNF439",1279,45
8.25968998540868e-06,"ENSG00000034713","GABARAPL2",1280,436
8.29250538111556e-06,"ENSG00000088727","KIF9",1281,76
8.34592458661373e-06,"ENSG00000239713","APOBEC3G",1282,1311
8.37932893880042e-06,"ENSG00000272168","CASC15",1283,58
8.44962858159764e-06,"ENSG00000118596","SLC16A7",1284,752
8.44962858159764e-06,"ENSG00000258448","AL442663.2",1285,-39
8.4626324715195e-06,"ENSG00000240522","RPL7AP10",1286,1678
8.50067905754447e-06,"ENSG00000159905","ZNF221",1287,678
8.51323811530727e-06,"ENSG00000078328","RBFOX1",1288,9964
8.52787510958718e-06,"ENSG00000133878","DUSP26",1289,2459
8.52830580934667e-06,"ENSG00000257883","AC125603.2",1290,66
8.53902325846132e-06,"ENSG00000255801","AC092746.1",1291,1540
8.62607148939318e-06,"ENSG00000081248","CACNA1S",1292,1258
8.62607148939318e-06,"ENSG00000229989","MIR181A1HG",1293,69
8.62607148939318e-06,"ENSG00000278879","AP000560.1",1294,-189
8.66174088439081e-06,"ENSG00000159335","PTMS",1295,756
8.69210414481713e-06,"ENSG00000127824","TUBA4A",1296,587
8.6993269360539e-06,"ENSG00000142186","SCYL1",1297,675
8.71678452769599e-06,"ENSG00000011426","ANLN",1298,-232
8.73024126252551e-06,"ENSG00000100426","ZBED4",1299,1155
8.73024126252551e-06,"ENSG00000175826","CTDNEP1",1300,-1187
8.74444637203659e-06,"ENSG00000078549","ADCYAP1R1",1301,3111
8.89737799383349e-06,"ENSG00000235036","AL035456.1",1302,-295
